ダウンロードした時刻：2019/10/10 15:53:32

,岐阜,岐阜,岐阜
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2008/12/1,7.5,13.2,1.2
2008/12/2,9.6,17.0,3.9
2008/12/3,10.4,18.1,3.6
2008/12/4,10.8,16.9,4.7
2008/12/5,9.9,12.2,6.0
2008/12/6,4.8,8.9,1.3
2008/12/7,4.6,9.6,0.1
2008/12/8,7.2,12.1,0.8
2008/12/9,9.6,12.9,6.6
2008/12/10,12.7,18.5,6.9
2008/12/11,9.6,13.9,4.2
2008/12/12,10.6,16.2,6.2
2008/12/13,10.1,16.0,4.5
2008/12/14,9.5,14.9,4.6
2008/12/15,6.9,13.6,1.1
2008/12/16,7.8,14.0,1.7
2008/12/17,9.6,13.3,6.7
2008/12/18,7.8,11.7,3.5
2008/12/19,8.0,13.4,3.4
2008/12/20,7.5,14.8,1.2
2008/12/21,8.5,10.9,3.8
2008/12/22,9.0,11.5,3.4
2008/12/23,5.0,9.8,1.7
2008/12/24,5.6,10.8,0.1
2008/12/25,6.3,8.7,2.8
2008/12/26,2.6,5.2,0.3
2008/12/27,3.4,9.2,-1.8
2008/12/28,6.1,11.2,2.6
2008/12/29,7.0,13.3,1.2
2008/12/30,5.8,11.8,2.2
2008/12/31,3.4,7.5,0.5
2009/1/1,2.3,6.4,-1.2
2009/1/2,3.7,8.9,-2.1
2009/1/3,6.1,8.9,2.7
2009/1/4,5.8,11.7,-0.8
2009/1/5,6.7,12.4,0.8
2009/1/6,7.0,12.2,2.9
2009/1/7,5.3,10.7,-0.4
2009/1/8,6.5,12.5,-0.1
2009/1/9,5.7,7.2,4.6
2009/1/10,4.4,7.5,0.2
2009/1/11,1.6,5.8,-1.5
2009/1/12,2.0,6.4,-1.3
2009/1/13,1.6,4.9,-1.1
2009/1/14,2.2,7.0,-2.9
2009/1/15,2.2,5.5,0.3
2009/1/16,3.4,8.4,-1.4
2009/1/17,4.6,9.6,0.3
2009/1/18,3.8,7.9,-0.5
2009/1/19,6.0,9.0,3.8
2009/1/20,4.7,8.7,1.1
2009/1/21,4.4,9.5,-0.1
2009/1/22,6.9,10.2,3.5
2009/1/23,9.5,15.0,6.1
2009/1/24,2.3,6.1,-1.6
2009/1/25,2.0,7.6,-2.4
2009/1/26,3.6,8.4,-1.6
2009/1/27,4.6,10.1,-0.4
2009/1/28,5.8,13.2,-0.7
2009/1/29,8.7,15.1,1.6
2009/1/30,11.4,15.2,8.7
2009/1/31,11.6,15.2,8.6
2009/2/1,6.8,9.8,3.2
2009/2/2,5.7,11.1,0.9
2009/2/3,6.0,11.3,1.0
2009/2/4,6.4,13.0,1.1
2009/2/5,7.4,13.4,1.3
2009/2/6,7.0,11.0,3.7
2009/2/7,6.1,11.8,-0.9
2009/2/8,6.8,11.1,1.4
2009/2/9,6.0,11.8,-0.2
2009/2/10,7.9,13.9,2.7
2009/2/11,5.7,12.1,0.7
2009/2/12,7.3,13.1,1.9
2009/2/13,8.3,11.9,4.0
2009/2/14,12.5,18.3,8.3
2009/2/15,11.1,18.3,3.3
2009/2/16,6.5,10.7,1.6
2009/2/17,2.8,7.0,-0.6
2009/2/18,3.0,7.4,-1.0
2009/2/19,5.0,9.7,1.6
2009/2/20,6.1,14.3,2.0
2009/2/21,4.3,8.4,0.7
2009/2/22,5.2,10.7,-1.2
2009/2/23,9.4,16.4,5.8
2009/2/24,7.5,8.7,5.6
2009/2/25,9.9,14.0,7.8
2009/2/26,9.1,13.9,4.9
2009/2/27,7.9,9.8,6.1
2009/2/28,9.7,15.4,3.2
2009/3/1,10.3,15.6,6.8
2009/3/2,7.0,11.2,4.0
2009/3/3,4.5,6.3,3.1
2009/3/4,8.2,13.1,4.5
2009/3/5,8.7,14.4,1.7
2009/3/6,10.2,15.0,7.2
2009/3/7,9.0,12.4,6.6
2009/3/8,9.0,14.5,5.0
2009/3/9,9.5,13.5,5.1
2009/3/10,10.7,16.5,6.2
2009/3/11,6.6,11.3,3.6
2009/3/12,7.2,13.3,1.5
2009/3/13,7.1,12.8,4.4
2009/3/14,8.0,13.9,2.9
2009/3/15,7.3,12.9,1.7
2009/3/16,9.3,15.8,1.8
2009/3/17,12.7,19.5,5.5
2009/3/18,13.5,20.9,5.6
2009/3/19,16.3,22.2,10.5
2009/3/20,13.4,18.5,6.0
2009/3/21,11.3,19.1,4.1
2009/3/22,12.7,16.1,9.4
2009/3/23,10.3,14.0,5.6
2009/3/24,8.6,15.5,2.7
2009/3/25,7.8,14.1,4.8
2009/3/26,5.8,10.9,1.2
2009/3/27,6.8,12.4,3.0
2009/3/28,6.9,11.0,3.5
2009/3/29,7.7,12.8,4.0
2009/3/30,8.4,15.6,2.4
2009/3/31,9.6,16.3,2.9
