ダウンロードした時刻：2019/10/10 16:11:00

,神戸,神戸,神戸
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1995/12/1,6.9,11.2,4.5
1995/12/2,8.4,12.8,4.8
1995/12/3,9.7,13.1,6.8
1995/12/4,9.0,12.2,5.6
1995/12/5,6.4,9.8,3.3
1995/12/6,5.3,8.9,2.8
1995/12/7,5.6,10.8,2.3
1995/12/8,5.2,9.3,2.5
1995/12/9,4.6,8.8,0.9
1995/12/10,5.8,11.8,1.8
1995/12/11,7.7,11.6,3.2
1995/12/12,9.5,13.5,5.0
1995/12/13,7.0,11.5,2.4
1995/12/14,8.9,12.4,4.1
1995/12/15,10.6,14.1,5.9
1995/12/16,6.2,9.5,2.4
1995/12/17,7.0,11.3,5.0
1995/12/18,6.6,11.2,2.2
1995/12/19,6.6,11.2,3.6
1995/12/20,6.9,11.7,3.1
1995/12/21,6.2,9.8,2.8
1995/12/22,5.9,10.3,1.8
1995/12/23,8.8,11.7,5.0
1995/12/24,6.5,11.3,0.6
1995/12/25,0.3,3.5,-1.0
1995/12/26,0.9,4.4,-0.8
1995/12/27,2.6,6.4,-0.1
1995/12/28,4.4,8.7,-0.7
1995/12/29,5.7,8.7,2.7
1995/12/30,3.6,5.7,0.7
1995/12/31,4.9,8.0,2.4
1996/1/1,6.5,10.9,3.2
1996/1/2,5.0,8.9,1.9
1996/1/3,6.9,12.8,2.5
1996/1/4,3.1,6.2,0.4
1996/1/5,5.2,8.4,0.2
1996/1/6,8.4,11.3,5.4
1996/1/7,9.0,13.1,4.4
1996/1/8,7.3,12.6,0.2
1996/1/9,0.7,3.5,-0.9
1996/1/10,2.9,6.3,0.3
1996/1/11,5.0,10.2,1.6
1996/1/12,5.8,10.9,1.8
1996/1/13,6.0,10.9,1.5
1996/1/14,10.0,13.6,5.4
1996/1/15,12.6,15.1,10.5
1996/1/16,9.9,13.7,5.3
1996/1/17,5.9,8.7,3.8
1996/1/18,5.2,7.8,3.5
1996/1/19,4.6,7.6,2.3
1996/1/20,6.7,10.5,4.0
1996/1/21,6.8,11.1,3.2
1996/1/22,4.8,6.5,2.6
1996/1/23,5.5,10.2,2.4
1996/1/24,3.6,7.6,0.5
1996/1/25,2.6,5.6,-0.3
1996/1/26,1.7,7.1,-0.9
1996/1/27,2.5,6.8,-0.8
1996/1/28,4.2,7.9,0.4
1996/1/29,5.7,9.5,2.0
1996/1/30,3.3,7.8,-0.4
1996/1/31,1.6,4.7,-1.4
1996/2/1,1.1,4.4,-0.8
1996/2/2,-0.1,3.3,-2.6
1996/2/3,2.2,6.8,-1.8
1996/2/4,4.0,8.3,0.2
1996/2/5,4.4,9.5,0.0
1996/2/6,0.6,4.7,-1.5
1996/2/7,1.8,5.5,-1.1
1996/2/8,4.0,8.1,-0.7
1996/2/9,4.2,6.8,0.0
1996/2/10,0.9,5.7,-2.2
1996/2/11,3.4,7.1,-0.5
1996/2/12,7.5,12.6,2.0
1996/2/13,11.3,14.8,7.4
1996/2/14,13.5,20.1,7.8
1996/2/15,10.5,15.8,4.5
1996/2/16,5.1,10.1,2.7
1996/2/17,1.8,3.1,-0.2
1996/2/18,3.1,7.3,0.5
1996/2/19,2.5,7.6,0.2
1996/2/20,2.5,6.7,-0.8
1996/2/21,2.6,7.8,-0.6
1996/2/22,2.3,5.5,-1.5
1996/2/23,3.9,8.9,-0.2
1996/2/24,4.3,9.3,1.5
1996/2/25,4.7,7.9,2.1
1996/2/26,5.8,10.5,1.6
1996/2/27,6.3,10.1,3.2
1996/2/28,6.0,11.0,1.7
1996/2/29,7.9,13.2,2.3
1996/3/1,7.6,11.6,2.4
1996/3/2,4.6,8.6,1.7
1996/3/3,4.7,9.0,1.0
1996/3/4,6.2,11.1,1.0
1996/3/5,1.9,5.8,-0.7
1996/3/6,3.9,8.2,-0.7
1996/3/7,5.1,7.9,1.3
1996/3/8,9.0,15.1,6.1
1996/3/9,5.7,9.9,2.5
1996/3/10,5.2,10.6,0.5
1996/3/11,5.8,10.5,2.2
1996/3/12,3.2,8.1,-0.3
1996/3/13,5.8,10.2,1.3
1996/3/14,9.4,14.8,3.7
1996/3/15,9.4,12.2,7.2
1996/3/16,9.4,14.8,3.0
1996/3/17,13.7,17.6,10.2
1996/3/18,8.1,11.4,2.7
1996/3/19,6.1,9.9,2.1
1996/3/20,8.1,12.5,3.8
1996/3/21,12.8,17.8,7.8
1996/3/22,12.1,15.7,7.9
1996/3/23,6.3,9.4,3.2
1996/3/24,7.5,11.3,1.6
1996/3/25,10.3,13.3,8.3
1996/3/26,9.8,15.3,4.7
1996/3/27,10.2,14.4,5.3
1996/3/28,11.3,16.2,7.0
1996/3/29,11.2,15.5,7.4
1996/3/30,15.6,19.0,12.7
1996/3/31,13.9,17.8,10.7
