ダウンロードした時刻：2019/10/10 15:36:47

,盛岡,盛岡,盛岡
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1980/12/1,6.5,9.7,-0.4
1980/12/2,4.7,10.1,-2.9
1980/12/3,8.7,11.7,6.3
1980/12/4,3.1,7.2,0.1
1980/12/5,0.1,2.1,-1.7
1980/12/6,0.3,2.3,-1.8
1980/12/7,2.3,6.4,0.2
1980/12/8,-0.8,2.2,-4.9
1980/12/9,-2.7,-0.5,-6.6
1980/12/10,1.0,6.3,-2.7
1980/12/11,-0.5,3.4,-5.5
1980/12/12,5.6,8.5,1.5
1980/12/13,-0.8,3.9,-2.4
1980/12/14,-2.2,-1.2,-3.2
1980/12/15,-0.7,1.5,-4.1
1980/12/16,0.5,3.7,-3.1
1980/12/17,-0.6,3.0,-6.6
1980/12/18,0.7,2.3,-1.6
1980/12/19,-2.7,-0.6,-6.3
1980/12/20,-4.2,-0.4,-8.6
1980/12/21,-3.5,1.8,-8.4
1980/12/22,-1.1,2.1,-4.3
1980/12/23,-1.5,2.4,-7.0
1980/12/24,0.5,2.1,-1.3
1980/12/25,0.0,3.5,-3.3
1980/12/26,-1.7,1.6,-5.0
1980/12/27,-0.4,2.8,-2.2
1980/12/28,-1.9,-0.4,-3.4
1980/12/29,-1.7,1.2,-4.6
1980/12/30,-0.9,5.6,-5.0
1980/12/31,-2.5,2.3,-7.7
1981/1/1,-2.6,2.9,-6.7
1981/1/2,-1.0,2.2,-7.3
1981/1/3,0.0,0.4,-0.5
1981/1/4,-2.2,2.3,-6.7
1981/1/5,-4.4,-0.7,-9.0
1981/1/6,-2.9,-0.3,-5.8
1981/1/7,-5.4,-2.2,-8.8
1981/1/8,-3.1,-0.8,-9.5
1981/1/9,-0.2,2.4,-2.9
1981/1/10,-1.3,2.2,-3.9
1981/1/11,-4.6,0.4,-8.3
1981/1/12,-6.8,-2.2,-10.3
1981/1/13,-8.0,-1.3,-13.5
1981/1/14,-7.3,0.3,-14.9
1981/1/15,-4.7,0.3,-8.7
1981/1/16,-5.4,1.5,-11.8
1981/1/17,-5.9,1.1,-12.8
1981/1/18,-2.6,0.7,-6.4
1981/1/19,-3.7,0.2,-8.3
1981/1/20,-6.8,-2.6,-13.1
1981/1/21,-6.6,-1.9,-11.5
1981/1/22,-6.0,-0.6,-13.0
1981/1/23,-2.4,0.3,-4.4
1981/1/24,-0.4,2.8,-3.5
1981/1/25,-3.6,0.8,-9.9
1981/1/26,-6.2,-0.7,-10.8
1981/1/27,-5.8,-1.3,-9.9
1981/1/28,-3.1,-1.0,-7.8
1981/1/29,-2.2,1.0,-4.8
1981/1/30,-2.3,0.7,-4.9
1981/1/31,-0.8,2.3,-3.5
1981/2/1,-2.9,1.0,-6.9
1981/2/2,-1.3,0.7,-3.3
1981/2/3,-0.5,1.6,-2.9
1981/2/4,-0.6,4.2,-4.2
1981/2/5,-1.6,3.3,-6.3
1981/2/6,-0.6,4.0,-3.4
1981/2/7,-1.7,3.3,-7.0
1981/2/8,-1.6,2.7,-4.4
1981/2/9,-1.5,1.0,-3.6
1981/2/10,-0.6,3.1,-2.9
1981/2/11,-2.9,0.1,-7.2
1981/2/12,0.5,5.0,-4.8
1981/2/13,2.9,6.8,0.6
1981/2/14,2.8,7.2,-2.0
1981/2/15,0.7,3.5,-4.4
1981/2/16,2.9,7.7,0.1
1981/2/17,-1.1,1.7,-3.8
1981/2/18,-0.3,5.4,-7.0
1981/2/19,-0.3,3.5,-3.2
1981/2/20,-1.8,0.5,-3.9
1981/2/21,-3.2,2.6,-7.8
1981/2/22,-3.4,1.4,-9.1
1981/2/23,-4.3,-2.3,-8.2
1981/2/24,-2.0,-0.3,-3.0
1981/2/25,-3.4,-0.5,-5.7
1981/2/26,-4.6,0.5,-11.7
1981/2/27,-6.0,0.6,-13.4
1981/2/28,-4.5,-1.6,-8.5
1981/3/1,-3.0,1.5,-7.2
1981/3/2,-2.1,2.8,-9.4
1981/3/3,0.6,4.0,-2.6
1981/3/4,1.3,7.8,-6.7
1981/3/5,0.0,3.6,-4.0
1981/3/6,-2.9,0.1,-7.3
1981/3/7,-1.9,1.9,-8.0
1981/3/8,-2.0,0.9,-5.4
1981/3/9,-2.1,0.5,-5.3
1981/3/10,-0.8,2.8,-3.2
1981/3/11,-2.6,2.3,-7.7
1981/3/12,0.4,6.5,-7.4
1981/3/13,5.3,11.9,0.3
1981/3/14,3.0,4.3,0.8
1981/3/15,3.4,7.7,-0.3
1981/3/16,-0.2,3.3,-2.2
1981/3/17,-0.3,4.3,-3.6
1981/3/18,2.0,9.4,-5.7
1981/3/19,5.1,14.9,-3.6
1981/3/20,7.5,17.3,0.1
1981/3/21,6.8,14.3,0.6
1981/3/22,6.1,14.0,2.2
1981/3/23,3.7,9.5,-1.2
1981/3/24,2.7,8.9,-2.8
1981/3/25,0.2,0.7,-0.7
1981/3/26,4.7,12.5,0.5
1981/3/27,2.1,5.6,-0.3
1981/3/28,2.2,7.0,-2.0
1981/3/29,1.6,6.5,-2.9
1981/3/30,1.8,8.0,-3.3
1981/3/31,2.0,9.9,-4.8
