ダウンロードした時刻：2019/10/10 15:41:04

,福島,福島,福島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2011/12/1,5.2,7.8,2.7
2011/12/2,3.8,7.2,0.2
2011/12/3,7.6,11.6,3.9
2011/12/4,9.0,15.4,6.0
2011/12/5,5.6,7.4,2.5
2011/12/6,5.1,9.2,0.8
2011/12/7,6.6,11.5,1.8
2011/12/8,5.3,7.2,3.7
2011/12/9,4.0,9.0,1.0
2011/12/10,2.5,7.8,-1.6
2011/12/11,4.8,10.4,-0.2
2011/12/12,5.9,11.5,1.0
2011/12/13,5.0,8.7,0.4
2011/12/14,3.4,10.5,-0.8
2011/12/15,5.3,11.1,0.6
2011/12/16,1.0,4.1,-1.3
2011/12/17,0.5,4.0,-2.5
2011/12/18,1.2,4.8,-3.3
2011/12/19,2.0,6.1,-1.3
2011/12/20,1.5,4.3,0.2
2011/12/21,1.4,5.3,-3.0
2011/12/22,3.0,5.9,0.5
2011/12/23,2.0,4.2,0.1
2011/12/24,1.6,5.2,-0.6
2011/12/25,0.2,2.2,-1.3
2011/12/26,-0.8,1.6,-4.0
2011/12/27,1.0,3.8,-1.5
2011/12/28,1.8,3.7,-1.9
2011/12/29,1.2,7.5,-4.7
2011/12/30,1.7,5.3,0.3
2011/12/31,1.9,5.8,-2.0
2012/1/1,-0.6,5.5,-4.1
2012/1/2,1.0,7.7,-4.1
2012/1/3,2.4,6.3,-1.3
2012/1/4,0.5,5.9,-2.4
2012/1/5,0.5,2.4,-1.3
2012/1/6,1.7,3.9,-2.5
2012/1/7,1.1,3.7,-1.2
2012/1/8,0.6,5.1,-3.3
2012/1/9,0.7,5.7,-4.3
2012/1/10,2.4,5.4,0.2
2012/1/11,-0.7,2.6,-2.7
2012/1/12,-1.3,2.4,-4.0
2012/1/13,0.4,4.9,-4.4
2012/1/14,-0.6,1.8,-1.7
2012/1/15,0.7,4.4,-1.8
2012/1/16,1.4,3.4,-0.3
2012/1/17,1.3,5.6,-1.7
2012/1/18,2.4,9.4,-2.7
2012/1/19,2.5,7.6,-1.8
2012/1/20,1.3,2.7,0.4
2012/1/21,0.5,1.9,-0.5
2012/1/22,1.2,3.4,-0.5
2012/1/23,1.7,5.1,-0.9
2012/1/24,-0.2,2.6,-2.2
2012/1/25,-1.4,1.8,-4.8
2012/1/26,-2.5,1.3,-5.4
2012/1/27,-2.6,-0.7,-4.2
2012/1/28,-2.4,0.6,-4.5
2012/1/29,-2.2,1.6,-4.1
2012/1/30,-2.2,1.3,-5.4
2012/1/31,-2.6,0.3,-5.5
2012/2/1,-2.2,4.6,-8.0
2012/2/2,-1.0,2.5,-3.9
2012/2/3,-2.0,1.5,-5.5
2012/2/4,0.2,4.3,-3.8
2012/2/5,1.0,4.4,-2.2
2012/2/6,1.2,6.7,-5.1
2012/2/7,4.7,8.4,2.6
2012/2/8,-0.1,4.6,-2.2
2012/2/9,-1.7,0.5,-3.1
2012/2/10,-1.3,1.9,-4.0
2012/2/11,-1.6,2.9,-5.0
2012/2/12,-1.2,1.6,-3.9
2012/2/13,1.3,5.5,-4.3
2012/2/14,3.0,7.1,-0.3
2012/2/15,1.5,7.0,-1.6
2012/2/16,0.3,4.2,-2.3
2012/2/17,-1.2,3.7,-4.1
2012/2/18,-2.0,1.7,-5.0
2012/2/19,-1.6,4.0,-6.1
2012/2/20,0.6,6.4,-4.9
2012/2/21,2.2,9.2,-3.3
2012/2/22,3.2,10.1,-0.8
2012/2/23,3.6,12.6,0.3
2012/2/24,4.9,7.8,1.4
2012/2/25,1.0,2.6,-0.5
2012/2/26,0.5,4.0,-3.0
2012/2/27,-1.0,1.9,-3.3
2012/2/28,-1.0,4.3,-5.9
2012/2/29,-0.6,0.8,-2.3
2012/3/1,2.2,8.0,-1.5
2012/3/2,0.2,3.4,-1.6
2012/3/3,2.1,6.3,-0.2
2012/3/4,1.6,6.0,-2.7
2012/3/5,0.8,2.2,-0.8
2012/3/6,5.6,12.9,1.3
2012/3/7,7.4,11.6,3.2
2012/3/8,4.9,9.4,1.1
2012/3/9,3.9,7.2,0.7
2012/3/10,1.5,3.0,0.3
2012/3/11,2.7,8.2,0.4
2012/3/12,2.9,8.1,-0.9
2012/3/13,2.7,8.1,-0.4
2012/3/14,3.3,9.4,-2.9
2012/3/15,3.9,7.8,1.7
2012/3/16,4.8,11.8,0.5
2012/3/17,4.4,7.6,0.6
2012/3/18,8.2,12.5,5.3
2012/3/19,3.2,7.3,1.2
2012/3/20,4.1,8.3,1.7
2012/3/21,4.1,8.0,0.4
2012/3/22,6.9,14.0,-1.0
2012/3/23,6.5,11.9,0.8
2012/3/24,3.8,9.5,0.8
2012/3/25,4.1,11.2,-0.5
2012/3/26,2.8,7.7,-1.4
2012/3/27,6.5,12.1,0.5
2012/3/28,7.5,12.6,3.3
2012/3/29,9.2,16.3,2.1
2012/3/30,13.6,21.9,6.1
2012/3/31,9.7,17.4,2.1
