ダウンロードした時刻：2019/10/10 15:59:55

,尾鷲,尾鷲,尾鷲
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1991/12/1,14.2,18.7,10.3
1991/12/2,12.0,17.7,6.6
1991/12/3,10.1,16.3,5.0
1991/12/4,11.0,17.1,6.6
1991/12/5,10.8,16.7,5.6
1991/12/6,13.7,16.3,10.3
1991/12/7,12.8,18.2,8.9
1991/12/8,12.5,14.9,10.0
1991/12/9,9.6,14.5,5.0
1991/12/10,8.6,14.9,3.7
1991/12/11,12.1,19.1,6.9
1991/12/12,7.0,11.3,1.8
1991/12/13,5.3,11.4,0.8
1991/12/14,6.7,14.1,1.3
1991/12/15,9.1,14.8,2.5
1991/12/16,10.7,15.4,5.6
1991/12/17,13.4,16.2,9.6
1991/12/18,13.6,19.6,7.2
1991/12/19,7.7,13.5,3.4
1991/12/20,6.7,13.6,2.1
1991/12/21,9.5,14.8,3.4
1991/12/22,11.0,16.1,6.5
1991/12/23,12.9,15.6,11.5
1991/12/24,13.1,17.3,10.9
1991/12/25,12.0,14.1,10.5
1991/12/26,9.8,13.9,4.7
1991/12/27,7.4,9.1,4.4
1991/12/28,9.3,12.9,5.2
1991/12/29,3.2,6.1,1.0
1991/12/30,4.2,9.2,0.6
1991/12/31,4.7,10.2,-0.4
1992/1/1,8.6,13.9,3.5
1992/1/2,8.1,13.7,4.1
1992/1/3,8.8,14.3,4.5
1992/1/4,7.0,13.7,2.0
1992/1/5,6.9,12.7,0.8
1992/1/6,8.1,10.5,5.8
1992/1/7,11.3,14.5,7.8
1992/1/8,9.6,15.1,4.3
1992/1/9,9.4,12.7,6.1
1992/1/10,7.6,12.7,1.8
1992/1/11,5.5,12.2,0.2
1992/1/12,7.3,13.0,2.8
1992/1/13,9.0,14.3,2.8
1992/1/14,6.9,10.9,0.4
1992/1/15,3.6,10.2,-1.6
1992/1/16,5.2,11.4,-0.2
1992/1/17,8.1,12.9,4.7
1992/1/18,5.9,8.8,4.2
1992/1/19,4.8,10.4,0.6
1992/1/20,4.0,10.1,-0.4
1992/1/21,5.9,10.4,0.7
1992/1/22,8.1,12.9,3.7
1992/1/23,6.8,11.4,2.9
1992/1/24,4.8,9.8,0.1
1992/1/25,5.7,11.2,0.4
1992/1/26,7.4,12.8,3.5
1992/1/27,8.2,14.7,2.9
1992/1/28,7.5,14.4,2.1
1992/1/29,12.3,19.3,3.7
1992/1/30,10.3,11.6,8.2
1992/1/31,8.2,12.0,5.6
1992/2/1,5.5,8.0,2.8
1992/2/2,4.4,10.0,-0.9
1992/2/3,7.0,9.0,3.3
1992/2/4,10.4,15.5,3.9
1992/2/5,5.5,11.7,0.8
1992/2/6,4.7,11.7,-1.5
1992/2/7,7.9,13.4,1.7
1992/2/8,7.1,12.1,3.2
1992/2/9,4.9,9.5,0.0
1992/2/10,5.4,12.2,0.2
1992/2/11,5.5,11.7,0.0
1992/2/12,7.2,11.5,2.1
1992/2/13,8.0,13.8,2.6
1992/2/14,7.8,11.6,2.4
1992/2/15,6.2,10.4,0.7
1992/2/16,7.8,12.7,2.9
1992/2/17,5.3,10.9,-0.4
1992/2/18,7.0,13.1,1.5
1992/2/19,8.4,12.6,3.8
1992/2/20,6.2,9.6,2.9
1992/2/21,4.5,8.9,0.8
1992/2/22,5.0,9.0,1.7
1992/2/23,5.5,11.4,-0.8
1992/2/24,6.5,11.3,3.2
1992/2/25,5.3,9.4,2.5
1992/2/26,5.6,12.4,-1.1
1992/2/27,8.1,15.5,1.0
1992/2/28,11.2,17.5,3.3
1992/2/29,13.2,15.8,10.8
1992/3/1,15.2,19.1,12.5
1992/3/2,12.4,16.4,8.4
1992/3/3,10.2,16.7,3.9
1992/3/4,8.2,13.9,1.3
1992/3/5,10.5,11.9,8.2
1992/3/6,10.4,14.1,4.5
1992/3/7,7.9,13.8,2.8
1992/3/8,8.5,14.4,2.5
1992/3/9,9.4,12.4,4.8
1992/3/10,13.1,19.0,7.7
1992/3/11,10.5,16.7,4.5
1992/3/12,11.1,17.7,4.7
1992/3/13,12.5,18.6,6.9
1992/3/14,13.7,19.0,7.0
1992/3/15,14.3,16.6,11.7
1992/3/16,12.4,14.7,9.1
1992/3/17,8.0,9.4,6.2
1992/3/18,9.8,12.2,7.6
1992/3/19,10.5,14.7,5.9
1992/3/20,11.2,15.1,8.5
1992/3/21,10.7,15.5,5.6
1992/3/22,8.0,13.8,2.8
1992/3/23,8.8,11.1,4.0
1992/3/24,12.7,15.0,10.3
1992/3/25,13.4,15.9,11.8
1992/3/26,11.4,12.7,10.0
1992/3/27,10.5,11.7,9.6
1992/3/28,10.9,12.5,10.2
1992/3/29,12.7,13.9,11.0
1992/3/30,14.5,20.9,7.8
1992/3/31,13.3,19.3,7.2
