ダウンロードした時刻：2019/10/10 16:23:03

,福江,福江,福江
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1992/12/1,13.8,18.4,8.5
1992/12/2,14.1,18.0,8.9
1992/12/3,12.2,16.5,7.1
1992/12/4,11.4,16.0,5.6
1992/12/5,13.9,17.9,7.7
1992/12/6,16.8,19.2,13.1
1992/12/7,17.5,20.8,14.4
1992/12/8,13.3,15.9,7.9
1992/12/9,10.8,15.7,4.4
1992/12/10,13.9,17.0,7.6
1992/12/11,8.0,9.2,6.0
1992/12/12,9.4,12.7,6.9
1992/12/13,12.5,15.7,6.8
1992/12/14,6.5,7.5,5.8
1992/12/15,6.8,8.7,5.5
1992/12/16,7.1,9.3,4.8
1992/12/17,9.8,11.8,6.7
1992/12/18,8.8,12.0,3.3
1992/12/19,9.3,15.1,1.3
1992/12/20,14.5,18.3,12.4
1992/12/21,13.1,17.6,9.2
1992/12/22,9.1,11.3,6.4
1992/12/23,6.7,9.1,4.2
1992/12/24,6.3,7.1,4.8
1992/12/25,6.1,10.3,1.3
1992/12/26,6.8,14.1,0.2
1992/12/27,13.6,18.4,6.1
1992/12/28,13.6,16.6,11.2
1992/12/29,10.1,12.1,5.4
1992/12/30,9.3,12.2,3.3
1992/12/31,8.5,11.4,3.0
1993/1/1,6.7,12.8,1.3
1993/1/2,8.3,14.9,3.1
1993/1/3,9.7,14.2,3.1
1993/1/4,10.4,11.7,8.1
1993/1/5,9.8,12.4,5.6
1993/1/6,12.0,15.1,7.8
1993/1/7,12.5,14.7,9.9
1993/1/8,11.4,13.8,9.6
1993/1/9,11.4,14.0,9.3
1993/1/10,10.6,12.4,7.5
1993/1/11,8.0,9.5,6.9
1993/1/12,8.7,11.3,6.3
1993/1/13,9.8,11.8,8.2
1993/1/14,10.7,13.4,9.8
1993/1/15,7.6,9.8,5.2
1993/1/16,4.5,5.7,3.3
1993/1/17,5.0,6.7,3.1
1993/1/18,3.9,4.5,2.8
1993/1/19,3.6,5.2,1.6
1993/1/20,4.1,5.2,3.0
1993/1/21,4.9,7.4,2.5
1993/1/22,4.4,9.7,-0.9
1993/1/23,7.6,9.9,5.1
1993/1/24,8.1,12.3,3.5
1993/1/25,9.9,14.1,5.5
1993/1/26,8.6,10.9,6.1
1993/1/27,4.5,8.5,0.8
1993/1/28,3.0,4.3,1.2
1993/1/29,5.4,7.4,3.4
1993/1/30,6.9,9.3,2.5
1993/1/31,8.7,12.2,2.3
1993/2/1,6.2,7.9,4.5
1993/2/2,6.0,8.0,1.2
1993/2/3,7.2,12.8,-1.3
1993/2/4,9.6,12.9,2.3
1993/2/5,10.3,16.5,0.9
1993/2/6,18.6,21.1,14.5
1993/2/7,9.9,18.7,4.4
1993/2/8,4.9,7.8,2.2
1993/2/9,5.5,6.6,2.7
1993/2/10,6.8,9.1,5.0
1993/2/11,8.6,11.9,3.6
1993/2/12,8.7,11.7,6.4
1993/2/13,9.1,14.4,1.1
1993/2/14,9.4,13.9,3.0
1993/2/15,8.1,13.6,1.2
1993/2/16,14.3,16.9,9.8
1993/2/17,10.9,12.5,9.9
1993/2/18,10.6,15.2,5.6
1993/2/19,10.4,14.7,7.2
1993/2/20,11.6,15.1,7.8
1993/2/21,13.6,16.8,9.9
1993/2/22,7.2,10.0,2.7
1993/2/23,3.2,4.6,1.6
1993/2/24,3.5,4.6,2.6
1993/2/25,4.2,7.8,1.4
1993/2/26,5.1,9.7,0.2
1993/2/27,6.5,10.8,0.7
1993/2/28,8.0,10.9,4.8
1993/3/1,4.1,5.3,2.0
1993/3/2,3.9,7.1,1.3
1993/3/3,5.7,10.8,0.5
1993/3/4,7.5,13.4,1.4
1993/3/5,9.2,17.1,1.0
1993/3/6,15.0,19.0,6.2
1993/3/7,11.4,14.1,8.2
1993/3/8,8.1,11.7,5.8
1993/3/9,6.8,11.9,0.1
1993/3/10,8.8,12.7,3.8
1993/3/11,8.3,12.4,3.4
1993/3/12,10.3,14.5,5.8
1993/3/13,8.3,15.0,1.7
1993/3/14,11.1,15.4,4.2
1993/3/15,13.2,17.0,9.9
1993/3/16,8.5,10.0,6.8
1993/3/17,8.0,11.0,5.8
1993/3/18,7.9,11.3,5.6
1993/3/19,7.3,11.8,3.3
1993/3/20,8.5,12.4,5.0
1993/3/21,10.3,14.5,3.5
1993/3/22,11.7,15.5,9.5
1993/3/23,11.8,16.3,7.1
1993/3/24,16.8,21.5,11.8
1993/3/25,12.0,14.1,10.2
1993/3/26,12.5,15.0,10.6
1993/3/27,12.2,16.3,8.1
1993/3/28,12.5,15.6,9.4
1993/3/29,9.8,12.5,6.6
1993/3/30,10.8,14.7,4.8
1993/3/31,13.8,17.7,11.1
