ダウンロードした時刻：2019/10/10 16:06:19

,舞鶴,舞鶴,舞鶴
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1993/12/1,12.3,15.7,6.8
1993/12/2,10.2,17.8,5.0
1993/12/3,11.5,15.3,8.9
1993/12/4,7.1,10.7,3.6
1993/12/5,6.1,9.7,3.0
1993/12/6,5.3,10.2,1.5
1993/12/7,5.7,8.4,3.6
1993/12/8,5.9,10.7,2.2
1993/12/9,7.4,12.8,4.3
1993/12/10,6.1,9.0,2.8
1993/12/11,6.8,9.8,5.1
1993/12/12,4.8,11.4,0.8
1993/12/13,7.1,12.6,1.4
1993/12/14,7.4,10.0,4.0
1993/12/15,3.5,5.2,1.9
1993/12/16,4.2,7.9,1.7
1993/12/17,2.9,6.2,0.7
1993/12/18,2.9,6.3,0.4
1993/12/19,4.4,9.4,1.5
1993/12/20,5.4,8.3,3.1
1993/12/21,4.9,9.3,0.4
1993/12/22,1.8,5.3,0.1
1993/12/23,0.8,1.3,0.2
1993/12/24,3.3,7.3,0.7
1993/12/25,4.9,12.2,0.7
1993/12/26,6.3,14.4,-0.3
1993/12/27,6.2,8.1,4.3
1993/12/28,6.4,8.3,4.7
1993/12/29,5.6,8.7,-0.6
1993/12/30,5.7,14.2,-2.2
1993/12/31,7.4,10.5,4.3
1994/1/1,4.4,7.1,-0.8
1994/1/2,4.6,12.1,-1.3
1994/1/3,6.0,10.4,1.5
1994/1/4,6.5,10.9,4.2
1994/1/5,5.4,9.6,0.6
1994/1/6,6.3,12.6,0.7
1994/1/7,4.2,7.7,1.9
1994/1/8,3.6,9.7,0.3
1994/1/9,3.5,12.1,-1.4
1994/1/10,6.0,12.9,1.3
1994/1/11,6.0,11.3,1.1
1994/1/12,6.2,9.0,3.9
1994/1/13,4.5,6.7,1.6
1994/1/14,4.5,7.1,2.2
1994/1/15,3.0,5.9,-1.4
1994/1/16,2.8,10.1,-2.7
1994/1/17,9.2,14.6,2.4
1994/1/18,6.3,8.1,2.5
1994/1/19,0.9,3.4,-0.6
1994/1/20,1.0,5.4,-0.8
1994/1/21,0.6,4.7,-1.3
1994/1/22,0.9,4.7,-2.0
1994/1/23,1.0,6.1,-2.5
1994/1/24,0.4,4.7,-1.3
1994/1/25,2.0,8.2,-1.2
1994/1/26,4.6,13.2,-2.0
1994/1/27,3.2,6.4,1.5
1994/1/28,3.8,7.9,1.6
1994/1/29,2.0,4.7,0.0
1994/1/30,0.7,2.8,-1.7
1994/1/31,2.8,8.0,-1.5
1994/2/1,4.9,7.7,2.9
1994/2/2,1.8,4.5,0.1
1994/2/3,0.6,3.2,-0.2
1994/2/4,1.5,4.0,0.1
1994/2/5,2.7,7.7,-0.6
1994/2/6,2.8,8.3,-0.1
1994/2/7,3.7,10.3,-0.2
1994/2/8,4.5,10.7,-0.8
1994/2/9,5.0,9.1,1.5
1994/2/10,0.9,3.3,-0.5
1994/2/11,1.5,4.6,-0.5
1994/2/12,1.0,2.4,-0.4
1994/2/13,0.7,2.3,-1.7
1994/2/14,1.7,5.8,-0.3
1994/2/15,1.7,6.4,-1.6
1994/2/16,3.0,7.9,-0.4
1994/2/17,3.5,7.8,-0.5
1994/2/18,2.8,10.9,-2.4
1994/2/19,4.1,14.2,-2.2
1994/2/20,6.2,13.9,-0.6
1994/2/21,6.1,8.9,1.3
1994/2/22,4.0,8.2,0.9
1994/2/23,2.8,6.1,0.5
1994/2/24,1.5,4.6,0.3
1994/2/25,3.4,6.2,0.6
1994/2/26,4.3,7.9,1.5
1994/2/27,3.0,7.2,-1.0
1994/2/28,3.8,9.4,-0.7
1994/3/1,2.9,9.4,-0.3
1994/3/2,3.2,6.9,0.5
1994/3/3,4.1,10.9,-1.8
1994/3/4,4.7,10.2,0.9
1994/3/5,2.1,5.1,-1.4
1994/3/6,3.3,8.0,-1.5
1994/3/7,5.9,11.7,-1.6
1994/3/8,10.2,12.8,7.1
1994/3/9,9.6,11.4,6.8
1994/3/10,4.3,7.7,0.7
1994/3/11,4.7,11.2,0.5
1994/3/12,4.3,6.4,2.1
1994/3/13,4.8,7.8,0.5
1994/3/14,2.7,7.3,0.5
1994/3/15,3.3,8.6,-0.5
1994/3/16,5.2,12.0,-1.4
1994/3/17,4.7,9.0,0.9
1994/3/18,4.4,10.6,-1.1
1994/3/19,6.3,14.2,0.0
1994/3/20,6.0,9.8,2.4
1994/3/21,5.9,8.1,1.6
1994/3/22,5.4,11.3,-1.3
1994/3/23,8.7,10.4,6.4
1994/3/24,6.9,11.4,2.4
1994/3/25,4.8,9.3,1.7
1994/3/26,2.7,7.7,-0.7
1994/3/27,4.4,10.7,0.5
1994/3/28,8.8,14.2,1.0
1994/3/29,6.6,9.4,0.5
1994/3/30,4.9,11.8,-1.5
1994/3/31,8.0,17.1,-0.7
