ダウンロードした時刻：2019/10/10 16:24:42

,延岡,延岡,延岡
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1992/12/1,16.5,22.8,11.7
1992/12/2,13.5,19.0,8.0
1992/12/3,9.4,16.8,4.1
1992/12/4,9.2,15.9,3.8
1992/12/5,10.0,17.4,4.3
1992/12/6,12.9,16.2,9.4
1992/12/7,15.8,17.5,14.2
1992/12/8,14.3,18.5,8.0
1992/12/9,10.7,17.4,5.1
1992/12/10,13.1,19.5,9.6
1992/12/11,7.2,11.5,1.8
1992/12/12,6.1,13.7,-0.4
1992/12/13,10.8,21.4,4.1
1992/12/14,6.0,10.9,-0.3
1992/12/15,3.6,10.6,-2.2
1992/12/16,5.0,12.4,0.4
1992/12/17,7.4,13.6,1.1
1992/12/18,7.6,13.8,1.9
1992/12/19,7.5,15.4,1.1
1992/12/20,9.8,12.8,8.3
1992/12/21,13.1,19.9,8.9
1992/12/22,9.9,16.3,4.6
1992/12/23,7.7,10.6,3.9
1992/12/24,5.6,10.2,-0.9
1992/12/25,3.5,11.5,-3.4
1992/12/26,5.2,14.4,-1.0
1992/12/27,9.3,15.5,3.5
1992/12/28,14.4,20.7,9.4
1992/12/29,12.0,17.5,6.1
1992/12/30,8.9,15.5,2.6
1992/12/31,7.4,13.1,2.8
1993/1/1,6.3,14.2,0.7
1993/1/2,8.9,17.0,3.5
1993/1/3,9.8,17.9,3.7
1993/1/4,9.7,13.0,6.1
1993/1/5,7.4,13.3,2.0
1993/1/6,8.4,11.1,4.7
1993/1/7,14.3,22.1,9.4
1993/1/8,11.0,15.7,6.7
1993/1/9,8.8,10.0,6.8
1993/1/10,11.9,14.2,9.9
1993/1/11,11.0,14.9,7.0
1993/1/12,9.5,15.9,4.3
1993/1/13,11.1,15.5,8.1
1993/1/14,11.7,15.0,9.7
1993/1/15,10.3,12.0,9.0
1993/1/16,6.1,9.3,3.3
1993/1/17,7.2,13.5,2.8
1993/1/18,5.7,13.6,1.4
1993/1/19,3.8,8.2,-0.8
1993/1/20,4.1,8.5,-0.3
1993/1/21,3.7,11.3,-2.8
1993/1/22,4.5,11.7,-1.9
1993/1/23,6.1,9.8,3.0
1993/1/24,7.7,11.2,3.3
1993/1/25,9.5,13.0,4.4
1993/1/26,8.5,16.5,2.3
1993/1/27,6.5,12.7,1.6
1993/1/28,2.5,6.7,-0.6
1993/1/29,3.2,11.2,-4.4
1993/1/30,6.0,11.2,1.4
1993/1/31,7.1,15.5,0.1
1993/2/1,6.5,10.7,3.8
1993/2/2,5.8,9.4,-0.4
1993/2/3,4.7,12.3,-2.4
1993/2/4,10.0,17.9,2.6
1993/2/5,9.3,17.3,2.5
1993/2/6,14.3,25.8,5.0
1993/2/7,12.3,22.0,5.8
1993/2/8,6.5,13.2,1.2
1993/2/9,5.3,9.5,0.8
1993/2/10,4.9,13.4,-2.0
1993/2/11,8.6,14.8,2.6
1993/2/12,8.2,16.7,1.3
1993/2/13,9.1,16.5,1.6
1993/2/14,9.2,15.5,3.8
1993/2/15,8.7,17.4,1.0
1993/2/16,11.6,15.4,8.3
1993/2/17,12.9,15.9,7.1
1993/2/18,9.9,17.1,3.1
1993/2/19,10.3,14.8,6.7
1993/2/20,7.6,14.2,0.4
1993/2/21,12.4,18.4,8.9
1993/2/22,10.6,14.3,5.0
1993/2/23,3.4,6.0,0.5
1993/2/24,3.6,8.3,-0.8
1993/2/25,4.1,11.4,-2.2
1993/2/26,4.3,10.7,-0.3
1993/2/27,6.3,12.4,0.6
1993/2/28,9.1,13.5,5.7
1993/3/1,5.6,10.1,2.1
1993/3/2,4.2,12.0,-0.5
1993/3/3,5.8,12.4,-0.2
1993/3/4,8.8,17.5,2.6
1993/3/5,9.0,17.8,1.1
1993/3/6,12.0,19.0,4.4
1993/3/7,13.2,19.3,7.9
1993/3/8,7.1,13.4,1.5
1993/3/9,5.8,13.0,-1.4
1993/3/10,9.2,16.4,3.4
1993/3/11,8.3,14.1,2.4
1993/3/12,8.3,15.9,2.8
1993/3/13,8.0,17.0,-0.2
1993/3/14,8.6,13.1,3.0
1993/3/15,9.9,13.0,8.5
1993/3/16,7.6,9.8,5.2
1993/3/17,7.4,12.1,3.8
1993/3/18,6.1,13.1,-0.5
1993/3/19,6.8,14.4,-1.2
1993/3/20,6.9,13.8,0.0
1993/3/21,8.7,14.6,1.8
1993/3/22,10.6,15.7,8.1
1993/3/23,13.0,18.9,7.5
1993/3/24,16.4,22.0,11.9
1993/3/25,15.3,19.0,12.5
1993/3/26,11.5,12.9,10.4
1993/3/27,12.0,17.3,8.3
1993/3/28,11.7,13.4,10.4
1993/3/29,9.3,13.2,4.2
1993/3/30,8.1,14.8,0.1
1993/3/31,12.3,15.7,9.3
