É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2019/10/10 15:51:14

,åFíJ,åFíJ,åFíJ
îNåéì˙,ïΩãœãCâ∑(Åé),ç≈çÇãCâ∑(Åé),ç≈í·ãCâ∑(Åé)
,,,
2001/12/1,8.5,14.5,2.8
2001/12/2,10.0,17.7,1.9
2001/12/3,11.0,16.0,7.5
2001/12/4,8.7,11.3,5.3
2001/12/5,8.4,10.8,4.5
2001/12/6,8.1,10.6,5.9
2001/12/7,7.7,11.7,5.1
2001/12/8,5.3,11.0,0.4
2001/12/9,5.9,11.7,-0.1
2001/12/10,6.2,11.3,1.6
2001/12/11,5.7,10.1,2.5
2001/12/12,7.6,13.8,4.2
2001/12/13,8.6,13.1,4.9
2001/12/14,9.0,13.4,4.5
2001/12/15,4.6,10.5,-0.2
2001/12/16,5.3,12.0,-0.9
2001/12/17,4.9,12.1,-1.4
2001/12/18,5.7,11.3,1.0
2001/12/19,5.1,11.7,-0.6
2001/12/20,5.0,12.0,-2.0
2001/12/21,3.5,6.2,1.3
2001/12/22,5.1,11.3,0.3
2001/12/23,4.3,11.5,-2.3
2001/12/24,5.5,12.1,-0.2
2001/12/25,4.7,8.0,1.4
2001/12/26,6.7,11.3,1.2
2001/12/27,5.0,11.5,-0.7
2001/12/28,4.6,11.0,-1.3
2001/12/29,3.7,9.2,-0.7
2001/12/30,3.5,12.6,-3.0
2001/12/31,4.6,10.7,-1.3
2002/1/1,3.2,9.9,-2.5
2002/1/2,3.9,8.7,-0.2
2002/1/3,2.3,7.7,-2.5
2002/1/4,3.4,10.3,-2.4
2002/1/5,3.1,9.1,-1.6
2002/1/6,3.6,9.5,-1.2
2002/1/7,1.6,6.7,-3.3
2002/1/8,4.5,12.6,-1.3
2002/1/9,4.8,11.0,-2.1
2002/1/10,6.6,13.4,0.7
2002/1/11,7.1,16.2,0.1
2002/1/12,9.8,16.3,4.7
2002/1/13,9.4,14.5,5.6
2002/1/14,7.1,12.2,0.8
2002/1/15,8.4,15.8,2.1
2002/1/16,7.9,9.9,4.2
2002/1/17,6.0,8.6,2.8
2002/1/18,5.3,10.8,0.2
2002/1/19,4.0,8.6,-0.8
2002/1/20,3.9,8.4,-1.5
2002/1/21,6.5,11.2,3.5
2002/1/22,8.8,15.0,3.8
2002/1/23,4.8,11.3,-1.5
2002/1/24,5.1,11.3,-0.5
2002/1/25,5.1,10.5,2.0
2002/1/26,2.1,5.8,-2.3
2002/1/27,5.2,10.6,0.5
2002/1/28,6.2,11.5,1.1
2002/1/29,3.8,9.1,-1.2
2002/1/30,3.8,9.6,-1.3
2002/1/31,4.0,8.9,0.0
2002/2/1,3.4,9.7,-1.7
2002/2/2,5.7,12.5,-1.2
2002/2/3,5.1,6.5,4.2
2002/2/4,6.9,11.7,3.1
2002/2/5,6.4,8.2,4.4
2002/2/6,7.3,13.6,3.6
2002/2/7,6.7,13.2,1.4
2002/2/8,8.2,14.3,4.8
2002/2/9,5.2,11.2,1.0
2002/2/10,2.5,6.8,-1.6
2002/2/11,2.1,7.8,-3.1
2002/2/12,3.4,9.8,-2.3
2002/2/13,3.0,10.2,-2.8
2002/2/14,3.5,9.6,-1.6
2002/2/15,4.0,9.8,-0.8
2002/2/16,5.9,12.8,-0.8
2002/2/17,5.6,9.5,0.0
2002/2/18,4.9,12.8,-0.6
2002/2/19,4.9,9.8,-1.4
2002/2/20,7.8,14.1,2.7
2002/2/21,9.1,17.2,1.0
2002/2/22,11.1,19.1,3.7
2002/2/23,9.8,14.3,5.9
2002/2/24,8.1,14.0,3.4
2002/2/25,6.1,12.8,-0.8
2002/2/26,9.0,,3.9
2002/2/27,10.7,15.3,7.8
2002/2/28,9.4,12.3,7.4
2002/3/1,12.2,17.9,8.9
2002/3/2,10.8,15.7,6.5
2002/3/3,6.0,11.2,3.4
2002/3/4,7.1,13.9,0.5
2002/3/5,6.5,9.8,2.0
2002/3/6,10.6,17.9,5.7
2002/3/7,9.2,15.8,3.7
2002/3/8,6.8,13.1,2.6
2002/3/9,8.0,16.7,-0.9
2002/3/10,11.0,20.3,0.8
2002/3/11,11.3,16.7,6.9
2002/3/12,11.6,20.7,3.0
2002/3/13,10.2,16.9,4.5
2002/3/14,11.6,19.9,2.8
2002/3/15,15.2,24.6,10.7
2002/3/16,13.1,18.8,8.0
2002/3/17,14.6,23.9,6.4
2002/3/18,13.1,19.6,7.5
2002/3/19,12.5,18.3,6.7
2002/3/20,12.7,19.4,7.3
2002/3/21,11.7,17.8,3.8
2002/3/22,12.6,18.8,7.8
2002/3/23,8.5,13.3,4.8
2002/3/24,8.1,15.1,3.2
2002/3/25,8.3,14.1,2.6
2002/3/26,8.5,10.6,5.7
2002/3/27,9.5,12.9,6.0
2002/3/28,9.6,16.6,4.8
2002/3/29,8.4,10.5,5.7
2002/3/30,15.3,21.1,9.4
2002/3/31,11.8,14.9,8.8
