ダウンロードした時刻：2019/10/10 16:20:09

,厳原,厳原,厳原
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2002/12/1,10.7,15.1,5.9
2002/12/2,11.2,15.3,5.7
2002/12/3,13.7,15.1,11.4
2002/12/4,14.8,17.1,11.0
2002/12/5,13.6,16.7,10.3
2002/12/6,14.4,16.3,13.1
2002/12/7,12.7,14.6,10.5
2002/12/8,9.1,11.8,7.6
2002/12/9,4.3,7.7,1.3
2002/12/10,2.0,4.6,-0.3
2002/12/11,4.8,8.2,-0.4
2002/12/12,4.4,8.4,2.4
2002/12/13,3.3,7.8,0.5
2002/12/14,6.3,13.1,0.1
2002/12/15,12.2,16.8,7.2
2002/12/16,14.1,17.7,8.6
2002/12/17,9.7,12.4,5.3
2002/12/18,10.3,13.2,8.7
2002/12/19,12.3,14.2,9.8
2002/12/20,12.9,14.2,10.5
2002/12/21,12.7,15.1,10.9
2002/12/22,11.5,13.2,9.7
2002/12/23,10.9,13.5,7.7
2002/12/24,9.3,12.3,5.8
2002/12/25,5.4,9.1,2.6
2002/12/26,3.2,5.1,1.0
2002/12/27,2.0,5.6,-1.2
2002/12/28,4.3,6.7,-1.3
2002/12/29,5.1,8.9,0.9
2002/12/30,4.7,9.7,0.1
2002/12/31,4.0,7.8,0.4
2003/1/1,4.5,6.7,2.4
2003/1/2,5.9,9.4,-0.2
2003/1/3,6.4,9.6,2.3
2003/1/4,0.9,3.4,-1.2
2003/1/5,-0.6,1.4,-2.1
2003/1/6,-0.3,3.5,-2.2
2003/1/7,0.7,4.6,-2.6
2003/1/8,2.2,7.7,-1.6
2003/1/9,3.6,8.6,-1.1
2003/1/10,4.9,8.7,1.2
2003/1/11,6.6,9.7,1.9
2003/1/12,7.8,10.4,4.1
2003/1/13,11.1,14.3,8.4
2003/1/14,8.1,11.9,3.5
2003/1/15,4.5,8.5,0.8
2003/1/16,7.9,11.5,2.4
2003/1/17,9.9,15.1,4.5
2003/1/18,8.7,12.6,5.1
2003/1/19,7.4,9.6,4.8
2003/1/20,5.1,8.7,3.4
2003/1/21,4.0,8.6,0.9
2003/1/22,5.7,9.9,1.4
2003/1/23,5.6,8.6,3.1
2003/1/24,3.6,6.5,1.0
2003/1/25,6.5,9.5,1.5
2003/1/26,9.2,10.9,7.1
2003/1/27,7.3,10.8,1.3
2003/1/28,1.7,3.8,0.7
2003/1/29,-1.6,0.9,-3.3
2003/1/30,1.3,6.2,-2.8
2003/1/31,3.7,5.8,2.2
2003/2/1,5.7,9.2,2.1
2003/2/2,5.0,9.9,1.1
2003/2/3,4.6,10.5,-0.4
2003/2/4,5.8,8.7,3.3
2003/2/5,4.4,6.1,2.7
2003/2/6,5.0,9.9,-0.6
2003/2/7,10.6,13.3,7.2
2003/2/8,12.0,14.2,8.4
2003/2/9,10.1,13.1,8.4
2003/2/10,11.4,13.6,8.5
2003/2/11,9.6,11.5,6.3
2003/2/12,4.4,7.6,0.3
2003/2/13,4.0,7.0,1.4
2003/2/14,6.0,10.3,2.8
2003/2/15,7.4,11.9,2.9
2003/2/16,8.6,12.8,4.2
2003/2/17,7.3,13.2,3.5
2003/2/18,9.3,12.9,5.3
2003/2/19,7.7,12.1,3.1
2003/2/20,5.6,8.3,3.0
2003/2/21,7.3,11.7,3.7
2003/2/22,11.4,15.8,7.5
2003/2/23,9.8,10.9,8.9
2003/2/24,8.4,10.7,4.7
2003/2/25,8.8,13.5,5.3
2003/2/26,8.9,12.8,6.7
2003/2/27,8.9,11.2,6.5
2003/2/28,8.8,10.9,7.1
2003/3/1,9.3,10.6,7.9
2003/3/2,9.9,15.2,3.8
2003/3/3,9.9,13.9,4.4
2003/3/4,4.6,8.2,2.4
2003/3/5,7.3,8.6,4.6
2003/3/6,8.3,9.8,6.7
2003/3/7,7.7,9.6,5.9
2003/3/8,5.6,9.7,3.7
2003/3/9,6.1,9.3,3.6
2003/3/10,6.5,9.8,4.5
2003/3/11,7.4,10.5,4.4
2003/3/12,8.5,10.9,6.9
2003/3/13,8.3,12.9,4.2
2003/3/14,8.8,13.4,4.3
2003/3/15,9.6,11.9,7.0
2003/3/16,10.1,11.2,8.9
2003/3/17,9.9,12.7,8.9
2003/3/18,8.3,12.9,4.0
2003/3/19,7.6,12.3,3.7
2003/3/20,8.6,13.4,3.3
2003/3/21,11.2,13.9,10.0
2003/3/22,9.4,13.3,5.2
2003/3/23,9.6,15.2,4.7
2003/3/24,12.2,18.6,7.1
2003/3/25,12.8,15.1,11.0
2003/3/26,13.3,18.1,7.2
2003/3/27,13.2,16.2,9.2
2003/3/28,9.7,13.6,5.6
2003/3/29,10.2,15.9,5.8
2003/3/30,13.9,18.6,6.8
2003/3/31,16.8,18.3,14.0
