ダウンロードした時刻：2019/10/10 16:07:56

,京都,京都,京都
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2009/12/1,10.1,16.7,5.1
2009/12/2,10.7,17.7,5.6
2009/12/3,10.1,11.3,8.2
2009/12/4,9.3,13.4,5.9
2009/12/5,9.6,14.2,5.9
2009/12/6,8.8,13.3,4.6
2009/12/7,7.6,11.9,3.1
2009/12/8,7.9,13.5,3.6
2009/12/9,8.8,13.4,3.5
2009/12/10,9.9,13.2,5.1
2009/12/11,12.1,14.4,10.5
2009/12/12,12.7,17.1,10.1
2009/12/13,8.9,12.1,6.4
2009/12/14,8.2,14.6,3.5
2009/12/15,6.1,8.7,2.9
2009/12/16,6.2,9.8,3.7
2009/12/17,3.8,8.0,1.5
2009/12/18,2.9,7.8,0.1
2009/12/19,2.6,6.9,-0.7
2009/12/20,3.4,7.7,-1.7
2009/12/21,3.5,7.5,1.6
2009/12/22,4.2,10.1,-0.8
2009/12/23,4.9,8.5,0.4
2009/12/24,6.3,11.4,3.1
2009/12/25,7.4,13.3,1.4
2009/12/26,9.4,15.0,6.5
2009/12/27,7.0,10.7,4.9
2009/12/28,6.1,9.8,3.3
2009/12/29,5.3,10.4,2.0
2009/12/30,6.0,12.0,1.1
2009/12/31,3.5,6.2,-0.3
2010/1/1,1.7,5.8,-1.2
2010/1/2,4.7,9.8,0.4
2010/1/3,5.4,8.7,3.0
2010/1/4,5.4,9.9,0.8
2010/1/5,6.0,9.8,2.8
2010/1/6,3.8,8.7,0.7
2010/1/7,3.1,7.0,0.4
2010/1/8,4.1,9.1,1.7
2010/1/9,4.0,9.5,0.0
2010/1/10,5.3,9.2,2.6
2010/1/11,5.9,11.0,1.9
2010/1/12,5.6,7.2,2.8
2010/1/13,1.4,4.9,-1.2
2010/1/14,1.0,5.0,-2.5
2010/1/15,2.8,8.4,-1.9
2010/1/16,2.6,6.8,-0.4
2010/1/17,2.5,8.8,-2.4
2010/1/18,4.6,10.6,-1.3
2010/1/19,7.1,13.3,1.5
2010/1/20,8.9,15.9,2.2
2010/1/21,9.4,14.4,4.7
2010/1/22,4.9,7.9,3.0
2010/1/23,4.4,8.4,1.2
2010/1/24,4.0,9.7,-0.8
2010/1/25,3.1,5.4,-0.3
2010/1/26,4.1,8.6,0.1
2010/1/27,5.2,11.8,-1.5
2010/1/28,7.7,11.5,5.3
2010/1/29,6.2,12.3,2.0
2010/1/30,5.8,12.3,0.4
2010/1/31,5.7,7.4,3.7
2010/2/1,3.8,5.1,1.8
2010/2/2,5.3,9.6,2.1
2010/2/3,3.6,8.5,0.9
2010/2/4,2.7,6.5,-0.6
2010/2/5,3.1,8.0,0.4
2010/2/6,1.5,4.5,-0.4
2010/2/7,2.8,8.5,0.1
2010/2/8,5.5,10.6,1.1
2010/2/9,12.5,17.2,7.4
2010/2/10,11.5,14.4,7.5
2010/2/11,6.3,7.7,4.8
2010/2/12,4.8,8.2,2.5
2010/2/13,4.2,8.9,1.8
2010/2/14,5.5,10.1,0.5
2010/2/15,5.9,8.5,3.5
2010/2/16,5.3,8.6,1.6
2010/2/17,2.9,6.7,0.4
2010/2/18,4.4,11.0,-0.3
2010/2/19,3.6,9.8,-0.3
2010/2/20,4.0,9.6,-1.3
2010/2/21,6.2,11.9,3.0
2010/2/22,8.7,16.2,0.8
2010/2/23,12.0,18.7,6.5
2010/2/24,13.2,21.8,5.9
2010/2/25,15.7,22.1,8.9
2010/2/26,14.7,16.3,13.6
2010/2/27,11.6,14.4,8.5
2010/2/28,8.2,11.9,5.4
2010/3/1,9.5,14.5,3.6
2010/3/2,10.6,13.9,8.5
2010/3/3,8.8,13.2,5.3
2010/3/4,9.6,11.9,6.9
2010/3/5,12.5,16.0,10.6
2010/3/6,10.1,12.1,8.9
2010/3/7,7.1,9.0,5.8
2010/3/8,6.8,11.4,4.5
2010/3/9,4.9,6.6,3.4
2010/3/10,4.9,9.2,2.6
2010/3/11,5.5,10.4,1.8
2010/3/12,8.7,15.8,1.0
2010/3/13,11.4,16.7,7.4
2010/3/14,10.0,17.1,3.4
2010/3/15,12.5,16.1,7.4
2010/3/16,12.2,17.2,5.8
2010/3/17,7.1,11.7,4.0
2010/3/18,7.8,14.2,2.7
2010/3/19,8.6,13.6,4.8
2010/3/20,15.4,24.6,4.7
2010/3/21,11.8,19.0,4.6
2010/3/22,8.2,14.2,2.2
2010/3/23,7.9,9.1,7.0
2010/3/24,7.9,9.0,7.3
2010/3/25,7.1,9.3,4.6
2010/3/26,5.2,10.4,1.9
2010/3/27,6.5,13.0,-0.1
2010/3/28,8.3,14.6,5.4
2010/3/29,4.2,9.4,0.7
2010/3/30,4.7,10.7,0.6
2010/3/31,9.0,15.0,2.4
