É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2019/10/10 16:17:08

,âFòaìá,âFòaìá,âFòaìá
îNåéì˙,ïΩãœãCâ∑(Åé),ç≈çÇãCâ∑(Åé),ç≈í·ãCâ∑(Åé)
,,,
2000/12/1,9.7,12.7,6.0
2000/12/2,10.5,17.2,5.3
2000/12/3,11.7,17.6,8.6
2000/12/4,10.1,16.5,6.3
2000/12/5,11.1,15.9,5.4
2000/12/6,9.6,15.7,5.2
2000/12/7,8.2,15.6,3.0
2000/12/8,9.4,17.8,4.0
2000/12/9,10.9,19.1,4.0
2000/12/10,14.8,16.9,12.1
2000/12/11,10.4,15.5,6.0
2000/12/12,6.8,10.3,4.4
2000/12/13,7.5,10.5,3.5
2000/12/14,8.5,11.7,4.1
2000/12/15,7.0,15.6,1.2
2000/12/16,9.6,18.2,2.1
2000/12/17,11.2,13.4,9.1
2000/12/18,11.6,16.1,7.0
2000/12/19,12.0,16.5,7.0
2000/12/20,9.0,12.9,4.7
2000/12/21,10.1,13.5,3.9
2000/12/22,6.4,13.4,1.2
2000/12/23,9.6,16.8,2.7
2000/12/24,9.6,12.2,6.4
2000/12/25,7.8,12.6,4.6
2000/12/26,6.0,8.6,1.6
2000/12/27,5.5,11.5,0.8
2000/12/28,6.4,13.4,1.3
2000/12/29,6.3,13.1,1.6
2000/12/30,7.1,12.3,1.4
2000/12/31,8.9,12.6,7.0
2001/1/1,7.0,11.7,2.6
2001/1/2,8.6,13.5,3.1
2001/1/3,7.5,9.7,5.4
2001/1/4,5.8,8.0,2.8
2001/1/5,5.2,9.5,1.2
2001/1/6,5.7,10.6,1.2
2001/1/7,9.3,15.9,4.0
2001/1/8,11.7,15.7,5.6
2001/1/9,10.3,17.2,3.8
2001/1/10,10.3,14.8,4.8
2001/1/11,6.6,11.2,1.9
2001/1/12,5.5,8.3,2.1
2001/1/13,3.9,6.8,1.8
2001/1/14,1.8,5.6,-0.2
2001/1/15,-0.1,2.8,-1.8
2001/1/16,0.8,2.0,-1.0
2001/1/17,2.5,4.9,-0.6
2001/1/18,3.1,8.7,-2.2
2001/1/19,4.9,12.1,-0.5
2001/1/20,8.1,14.1,4.6
2001/1/21,6.5,13.5,1.9
2001/1/22,5.5,9.6,1.2
2001/1/23,6.9,13.1,0.9
2001/1/24,6.1,11.6,0.0
2001/1/25,10.8,14.4,6.6
2001/1/26,9.0,9.7,8.5
2001/1/27,8.6,10.6,7.2
2001/1/28,8.2,11.6,4.2
2001/1/29,4.7,7.8,1.5
2001/1/30,4.5,9.4,1.3
2001/1/31,5.7,12.2,-0.8
2001/2/1,7.6,11.2,5.5
2001/2/2,5.7,10.0,0.7
2001/2/3,4.8,11.4,-0.8
2001/2/4,6.2,8.1,4.2
2001/2/5,9.6,12.8,6.5
2001/2/6,10.8,14.8,7.1
2001/2/7,8.4,9.8,7.5
2001/2/8,7.7,10.9,4.8
2001/2/9,4.8,10.5,0.1
2001/2/10,5.4,11.4,1.3
2001/2/11,5.0,12.9,-1.4
2001/2/12,5.5,10.2,2.3
2001/2/13,5.5,8.0,3.7
2001/2/14,5.7,8.5,3.2
2001/2/15,4.7,10.1,-0.3
2001/2/16,6.6,10.0,2.7
2001/2/17,4.7,10.4,-1.7
2001/2/18,7.2,12.4,1.0
2001/2/19,10.2,16.5,6.1
2001/2/20,8.0,15.2,2.0
2001/2/21,12.1,19.5,4.9
2001/2/22,12.6,17.1,9.1
2001/2/23,16.0,21.0,10.3
2001/2/24,13.3,20.9,9.1
2001/2/25,7.5,10.7,3.2
2001/2/26,5.9,10.6,1.5
2001/2/27,8.3,15.8,-0.2
2001/2/28,13.3,15.9,9.3
2001/3/1,11.3,13.0,6.7
2001/3/2,8.8,14.0,5.2
2001/3/3,10.7,17.2,3.8
2001/3/4,8.1,12.6,4.4
2001/3/5,7.4,11.9,4.5
2001/3/6,11.0,17.9,4.9
2001/3/7,9.9,12.5,6.3
2001/3/8,4.9,8.3,0.2
2001/3/9,2.5,5.5,0.1
2001/3/10,7.4,14.0,-1.3
2001/3/11,8.4,12.8,5.1
2001/3/12,7.4,12.6,2.1
2001/3/13,7.6,14.1,2.7
2001/3/14,12.7,19.0,3.5
2001/3/15,15.3,19.6,7.6
2001/3/16,9.4,14.7,3.1
2001/3/17,11.6,13.8,9.6
2001/3/18,12.2,16.1,6.8
2001/3/19,11.5,19.2,4.8
2001/3/20,12.3,19.3,6.0
2001/3/21,13.3,19.3,9.0
2001/3/22,14.2,23.3,6.8
2001/3/23,14.1,19.3,10.7
2001/3/24,15.4,20.2,8.9
2001/3/25,15.1,18.8,13.4
2001/3/26,13.7,17.6,6.8
2001/3/27,11.8,18.1,6.0
2001/3/28,14.9,21.4,11.3
2001/3/29,10.5,14.1,7.0
2001/3/30,10.0,14.3,5.3
2001/3/31,7.3,10.5,2.5
