ダウンロードした時刻：2019/10/10 16:14:09

,潮岬,潮岬,潮岬
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2006/12/1,11.4,15.8,8.8
2006/12/2,12.2,16.9,8.1
2006/12/3,8.1,11.1,6.5
2006/12/4,8.1,11.4,6.0
2006/12/5,9.2,12.4,5.6
2006/12/6,11.2,14.6,8.3
2006/12/7,12.4,13.5,10.4
2006/12/8,15.2,19.4,13.3
2006/12/9,13.6,14.9,13.1
2006/12/10,13.0,17.2,9.1
2006/12/11,10.8,14.2,7.1
2006/12/12,12.5,15.0,10.6
2006/12/13,13.3,18.3,10.4
2006/12/14,12.7,14.5,10.7
2006/12/15,12.4,16.1,10.5
2006/12/16,12.4,14.8,10.3
2006/12/17,10.5,13.8,6.4
2006/12/18,8.5,13.2,6.0
2006/12/19,9.2,13.0,6.0
2006/12/20,10.4,14.4,8.3
2006/12/21,11.8,15.4,8.4
2006/12/22,12.0,15.0,8.8
2006/12/23,10.6,13.8,8.0
2006/12/24,10.8,15.1,6.9
2006/12/25,11.6,14.1,8.7
2006/12/26,12.8,15.3,11.1
2006/12/27,14.2,16.3,12.4
2006/12/28,9.9,14.1,3.7
2006/12/29,3.8,6.1,1.2
2006/12/30,6.9,11.5,3.9
2006/12/31,7.3,10.8,4.3
2007/1/1,9.8,14.3,6.1
2007/1/2,10.9,12.1,10.1
2007/1/3,10.9,13.6,8.7
2007/1/4,10.0,13.4,7.6
2007/1/5,9.2,10.9,7.2
2007/1/6,10.9,14.4,8.6
2007/1/7,7.0,9.8,2.7
2007/1/8,8.3,10.8,5.7
2007/1/9,7.3,11.1,4.3
2007/1/10,8.1,12.0,4.8
2007/1/11,8.0,12.3,3.5
2007/1/12,9.0,13.3,4.5
2007/1/13,8.5,11.3,6.4
2007/1/14,7.4,11.5,4.2
2007/1/15,8.8,14.1,3.4
2007/1/16,10.6,12.3,8.3
2007/1/17,11.9,13.9,10.4
2007/1/18,10.3,14.1,7.7
2007/1/19,8.2,11.6,5.4
2007/1/20,9.0,10.9,7.0
2007/1/21,9.0,11.3,6.5
2007/1/22,9.1,13.6,6.2
2007/1/23,8.4,12.0,5.1
2007/1/24,8.8,11.8,5.8
2007/1/25,7.9,12.2,4.3
2007/1/26,10.1,14.1,4.7
2007/1/27,9.3,13.0,6.6
2007/1/28,8.5,11.1,6.7
2007/1/29,8.6,12.6,5.8
2007/1/30,10.2,14.3,5.4
2007/1/31,10.8,13.4,7.4
2007/2/1,6.6,9.9,3.6
2007/2/2,5.2,9.4,2.6
2007/2/3,7.6,11.5,2.1
2007/2/4,10.4,14.3,7.1
2007/2/5,10.7,15.3,4.9
2007/2/6,13.7,17.1,10.6
2007/2/7,13.5,17.2,10.1
2007/2/8,12.0,15.9,7.6
2007/2/9,16.7,19.6,13.7
2007/2/10,13.0,16.0,9.7
2007/2/11,9.1,12.9,7.0
2007/2/12,10.0,14.1,6.1
2007/2/13,11.2,15.5,6.5
2007/2/14,16.3,19.0,11.7
2007/2/15,9.1,12.1,5.6
2007/2/16,8.2,12.2,4.6
2007/2/17,9.5,11.4,6.7
2007/2/18,13.2,17.5,9.2
2007/2/19,10.6,14.5,7.7
2007/2/20,11.4,16.1,8.3
2007/2/21,11.6,16.4,6.9
2007/2/22,12.3,15.9,8.2
2007/2/23,13.1,17.5,9.8
2007/2/24,8.1,12.6,4.8
2007/2/25,7.8,10.5,4.8
2007/2/26,10.2,13.6,8.2
2007/2/27,11.7,16.4,8.6
2007/2/28,9.8,13.9,6.5
2007/3/1,10.6,15.9,5.5
2007/3/2,12.8,17.8,9.0
2007/3/3,14.8,19.4,10.2
2007/3/4,17.6,20.9,14.4
2007/3/5,17.1,18.5,13.1
2007/3/6,8.9,13.1,3.6
2007/3/7,5.9,9.9,2.1
2007/3/8,6.7,10.3,3.7
2007/3/9,8.5,13.2,3.0
2007/3/10,10.5,14.3,5.1
2007/3/11,10.0,15.3,5.3
2007/3/12,7.7,10.4,5.1
2007/3/13,8.5,12.5,4.9
2007/3/14,8.9,13.5,4.5
2007/3/15,7.1,11.8,4.8
2007/3/16,9.3,14.0,5.3
2007/3/17,8.8,14.5,4.3
2007/3/18,7.4,12.2,3.0
2007/3/19,7.8,11.2,4.1
2007/3/20,8.1,12.6,3.5
2007/3/21,10.6,15.4,4.7
2007/3/22,12.7,17.4,8.7
2007/3/23,13.9,17.2,10.8
2007/3/24,16.5,18.5,12.0
2007/3/25,17.7,19.7,12.4
2007/3/26,15.2,19.4,10.5
2007/3/27,12.9,18.1,10.7
2007/3/28,14.5,18.6,9.4
2007/3/29,19.5,21.5,17.4
2007/3/30,17.5,20.4,11.8
2007/3/31,15.9,21.0,10.1
