ダウンロードした時刻：2019/10/10 16:11:02

,神戸,神戸,神戸
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1997/12/1,10.8,15.1,6.6
1997/12/2,6.2,9.6,1.0
1997/12/3,3.5,7.9,0.4
1997/12/4,5.4,10.0,1.7
1997/12/5,7.8,13.3,3.1
1997/12/6,10.2,14.8,4.8
1997/12/7,16.8,20.3,12.5
1997/12/8,14.4,17.8,12.4
1997/12/9,9.2,13.0,6.7
1997/12/10,4.5,7.5,0.6
1997/12/11,4.6,9.7,0.1
1997/12/12,4.4,7.9,0.3
1997/12/13,6.6,10.6,4.1
1997/12/14,7.5,12.0,4.2
1997/12/15,9.6,14.5,5.3
1997/12/16,9.9,14.1,7.5
1997/12/17,8.8,9.7,7.4
1997/12/18,11.1,15.5,8.4
1997/12/19,10.9,14.8,7.3
1997/12/20,12.5,14.9,10.4
1997/12/21,10.1,13.6,6.2
1997/12/22,7.2,10.0,5.3
1997/12/23,7.6,10.6,5.8
1997/12/24,7.7,10.4,5.6
1997/12/25,8.3,13.8,3.5
1997/12/26,9.5,11.1,8.2
1997/12/27,10.4,15.9,7.3
1997/12/28,9.7,14.1,7.0
1997/12/29,7.9,11.8,4.5
1997/12/30,7.9,10.6,6.3
1997/12/31,7.3,10.9,5.0
1998/1/1,6.3,9.1,4.9
1998/1/2,7.9,12.6,4.2
1998/1/3,8.2,13.7,3.9
1998/1/4,8.1,11.3,4.5
1998/1/5,5.2,8.3,2.4
1998/1/6,5.4,9.1,2.5
1998/1/7,6.5,11.3,2.5
1998/1/8,6.1,7.1,5.0
1998/1/9,6.2,10.8,3.0
1998/1/10,4.8,7.7,1.7
1998/1/11,5.6,7.4,4.1
1998/1/12,5.5,9.1,2.9
1998/1/13,5.7,9.0,2.4
1998/1/14,6.2,8.8,4.6
1998/1/15,7.6,10.0,5.3
1998/1/16,7.4,12.2,5.2
1998/1/17,8.5,11.7,3.7
1998/1/18,9.8,11.5,6.8
1998/1/19,2.6,7.8,-1.2
1998/1/20,2.3,5.5,-1.7
1998/1/21,5.8,9.0,1.3
1998/1/22,4.5,7.9,0.8
1998/1/23,3.4,5.1,1.9
1998/1/24,0.4,3.2,-2.9
1998/1/25,1.4,5.6,-2.7
1998/1/26,4.0,8.1,1.3
1998/1/27,5.1,8.5,1.8
1998/1/28,5.1,9.3,2.3
1998/1/29,3.0,7.7,0.6
1998/1/30,4.6,8.8,-0.2
1998/1/31,7.1,11.5,3.9
1998/2/1,3.9,6.8,1.4
1998/2/2,4.5,8.3,0.3
1998/2/3,5.6,7.7,2.2
1998/2/4,4.3,7.2,-0.4
1998/2/5,3.3,7.5,-1.3
1998/2/6,5.3,10.1,0.8
1998/2/7,4.8,9.7,2.5
1998/2/8,3.8,8.1,2.0
1998/2/9,4.0,8.3,1.5
1998/2/10,5.5,9.7,2.1
1998/2/11,5.4,11.0,-0.2
1998/2/12,12.5,17.7,6.8
1998/2/13,13.4,18.4,9.4
1998/2/14,12.4,17.0,7.4
1998/2/15,6.0,9.2,3.8
1998/2/16,6.1,10.4,1.1
1998/2/17,5.7,8.6,3.5
1998/2/18,6.1,10.1,1.7
1998/2/19,11.1,16.4,3.9
1998/2/20,12.3,14.1,11.0
1998/2/21,8.9,12.5,5.7
1998/2/22,7.4,13.3,3.9
1998/2/23,9.6,14.5,2.9
1998/2/24,10.5,12.6,9.6
1998/2/25,11.5,13.6,9.1
1998/2/26,10.2,13.3,8.6
1998/2/27,9.7,13.8,6.0
1998/2/28,8.8,12.4,5.3
1998/3/1,7.1,10.9,4.5
1998/3/2,7.4,12.2,2.2
1998/3/3,8.6,14.3,3.4
1998/3/4,9.9,13.5,5.8
1998/3/5,7.1,9.3,5.3
1998/3/6,7.9,12.4,3.5
1998/3/7,7.5,10.9,4.0
1998/3/8,6.2,11.0,0.8
1998/3/9,9.8,15.0,5.4
1998/3/10,8.2,11.8,6.1
1998/3/11,10.9,13.3,9.2
1998/3/12,11.3,15.5,6.7
1998/3/13,9.5,14.0,4.8
1998/3/14,11.2,15.5,6.5
1998/3/15,6.2,9.9,3.0
1998/3/16,6.6,11.2,2.4
1998/3/17,8.3,13.6,4.3
1998/3/18,6.8,11.3,1.5
1998/3/19,11.7,15.8,4.9
1998/3/20,12.3,16.5,6.8
1998/3/21,8.3,12.0,5.5
1998/3/22,7.8,12.9,4.7
1998/3/23,7.3,10.5,4.1
1998/3/24,9.4,13.4,6.4
1998/3/25,10.9,14.2,7.6
1998/3/26,12.0,17.3,6.5
1998/3/27,13.5,15.7,11.0
1998/3/28,14.5,17.8,11.9
1998/3/29,15.6,23.2,10.3
1998/3/30,16.6,23.4,10.9
1998/3/31,15.0,21.9,9.8
