ダウンロードした時刻：2019/10/10 16:09:23

,広島,広島,広島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1996/12/1,0.9,5.6,-0.9
1996/12/2,3.3,9.7,-1.1
1996/12/3,5.8,11.9,1.6
1996/12/4,5.9,10.2,1.6
1996/12/5,10.4,15.2,6.5
1996/12/6,3.3,7.4,1.6
1996/12/7,3.1,7.2,0.9
1996/12/8,5.4,9.3,2.2
1996/12/9,7.6,12.6,3.0
1996/12/10,7.9,10.6,6.0
1996/12/11,8.3,13.5,5.1
1996/12/12,7.9,13.8,2.4
1996/12/13,8.9,14.4,5.2
1996/12/14,9.0,15.8,3.8
1996/12/15,9.5,16.1,4.5
1996/12/16,9.3,15.0,4.3
1996/12/17,10.6,12.0,8.5
1996/12/18,9.6,12.7,6.6
1996/12/19,5.7,7.7,3.2
1996/12/20,5.5,8.9,2.1
1996/12/21,6.6,12.3,3.2
1996/12/22,8.0,15.3,1.7
1996/12/23,5.4,8.7,2.6
1996/12/24,6.1,12.3,0.4
1996/12/25,8.0,15.2,3.0
1996/12/26,8.3,14.1,4.1
1996/12/27,7.0,12.6,2.4
1996/12/28,7.8,14.9,2.7
1996/12/29,7.2,13.6,2.2
1996/12/30,8.3,15.3,3.0
1996/12/31,9.3,15.9,4.6
1997/1/1,10.5,17.5,6.2
1997/1/2,6.2,9.4,3.8
1997/1/3,6.3,8.7,4.3
1997/1/4,5.3,9.6,2.1
1997/1/5,2.1,3.1,1.0
1997/1/6,4.6,7.2,2.3
1997/1/7,4.7,9.6,0.6
1997/1/8,5.0,8.0,2.8
1997/1/9,4.7,9.2,0.8
1997/1/10,5.8,9.1,3.1
1997/1/11,6.3,11.2,3.2
1997/1/12,5.2,12.1,0.2
1997/1/13,5.8,12.3,0.9
1997/1/14,6.7,13.2,1.8
1997/1/15,6.1,11.7,1.1
1997/1/16,6.2,11.6,1.8
1997/1/17,6.8,12.4,1.6
1997/1/18,8.0,13.2,4.5
1997/1/19,5.2,10.5,0.3
1997/1/20,5.7,12.5,-0.3
1997/1/21,2.7,8.4,-2.7
1997/1/22,1.3,5.9,-3.2
1997/1/23,4.4,8.2,0.0
1997/1/24,4.9,6.7,3.4
1997/1/25,5.4,9.5,2.2
1997/1/26,5.6,12.4,0.1
1997/1/27,6.1,11.2,1.6
1997/1/28,5.0,10.1,1.5
1997/1/29,2.8,6.2,1.1
1997/1/30,3.6,7.7,0.6
1997/1/31,5.1,10.5,1.7
1997/2/1,4.8,9.4,2.0
1997/2/2,2.0,3.8,0.9
1997/2/3,3.9,8.4,1.3
1997/2/4,4.4,7.6,2.4
1997/2/5,5.3,11.1,0.6
1997/2/6,6.1,10.6,3.5
1997/2/7,6.4,9.8,3.6
1997/2/8,7.3,13.7,2.9
1997/2/9,7.8,14.9,2.7
1997/2/10,7.8,14.5,2.6
1997/2/11,3.2,7.3,1.1
1997/2/12,3.6,8.6,0.4
1997/2/13,4.2,8.8,1.6
1997/2/14,4.8,11.6,-0.4
1997/2/15,4.8,8.2,1.6
1997/2/16,6.3,12.4,4.8
1997/2/17,6.1,10.4,4.2
1997/2/18,4.1,9.6,0.8
1997/2/19,3.1,8.3,0.4
1997/2/20,6.0,11.6,-0.2
1997/2/21,5.6,9.4,1.3
1997/2/22,2.7,6.9,0.3
1997/2/23,3.9,10.7,-2.1
1997/2/24,7.0,14.9,-0.1
1997/2/25,7.3,11.1,3.1
1997/2/26,10.8,12.3,9.0
1997/2/27,10.1,16.0,5.4
1997/2/28,11.4,16.4,6.1
1997/3/1,11.1,15.7,5.4
1997/3/2,6.7,10.7,1.8
1997/3/3,8.0,12.3,5.6
1997/3/4,7.4,13.7,2.4
1997/3/5,8.3,15.1,1.4
1997/3/6,11.4,17.9,3.7
1997/3/7,14.9,22.1,10.6
1997/3/8,11.7,18.3,5.2
1997/3/9,10.6,18.3,4.0
1997/3/10,9.5,13.4,7.0
1997/3/11,13.1,20.3,7.7
1997/3/12,9.9,16.2,4.7
1997/3/13,10.1,12.1,8.1
1997/3/14,13.0,16.4,11.0
1997/3/15,12.1,14.5,9.6
1997/3/16,10.2,14.1,7.7
1997/3/17,10.0,16.0,6.7
1997/3/18,9.8,15.4,3.2
1997/3/19,11.5,15.6,7.9
1997/3/20,9.6,14.2,6.2
1997/3/21,8.5,11.0,4.7
1997/3/22,11.6,17.3,7.3
1997/3/23,8.5,14.2,4.5
1997/3/24,7.6,14.0,2.6
1997/3/25,8.7,14.6,1.5
1997/3/26,10.5,16.6,6.5
1997/3/27,12.2,19.0,7.7
1997/3/28,12.0,18.2,4.8
1997/3/29,11.9,13.2,10.0
1997/3/30,11.5,16.0,5.2
1997/3/31,9.3,14.8,2.7
