ダウンロードした時刻：2019/10/10 16:07:33

,京都,京都,京都
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1993/12/1,12.3,14.9,9.3
1993/12/2,11.6,18.0,5.1
1993/12/3,13.6,19.0,11.0
1993/12/4,9.3,12.3,5.0
1993/12/5,6.0,10.7,2.7
1993/12/6,6.4,12.4,1.8
1993/12/7,6.9,12.4,2.4
1993/12/8,7.8,13.8,2.3
1993/12/9,7.9,13.7,3.8
1993/12/10,8.0,10.1,5.1
1993/12/11,9.0,12.4,5.8
1993/12/12,6.5,12.0,2.9
1993/12/13,7.4,11.4,1.8
1993/12/14,8.4,10.4,5.2
1993/12/15,4.6,7.6,3.0
1993/12/16,5.1,9.1,1.8
1993/12/17,4.0,6.7,1.8
1993/12/18,4.5,8.4,0.2
1993/12/19,6.0,11.0,2.4
1993/12/20,7.0,8.7,5.1
1993/12/21,6.3,11.2,1.6
1993/12/22,3.0,6.6,0.7
1993/12/23,2.8,4.5,0.8
1993/12/24,6.4,11.6,2.7
1993/12/25,6.8,13.5,2.2
1993/12/26,7.5,12.8,1.8
1993/12/27,8.4,11.7,5.9
1993/12/28,7.2,9.0,6.3
1993/12/29,6.3,10.3,2.3
1993/12/30,6.4,13.5,0.1
1993/12/31,6.8,10.0,4.8
1994/1/1,5.2,8.0,2.5
1994/1/2,4.8,11.2,0.1
1994/1/3,5.7,9.8,1.7
1994/1/4,7.3,12.7,4.1
1994/1/5,5.9,11.4,2.2
1994/1/6,7.1,12.5,2.9
1994/1/7,5.4,8.2,3.1
1994/1/8,4.2,9.1,0.9
1994/1/9,4.6,11.5,-0.6
1994/1/10,7.1,13.6,2.3
1994/1/11,8.0,14.3,2.5
1994/1/12,7.4,11.1,5.0
1994/1/13,5.5,7.5,3.3
1994/1/14,4.8,8.8,1.9
1994/1/15,3.2,6.4,0.4
1994/1/16,3.8,11.1,-1.9
1994/1/17,7.2,13.0,2.2
1994/1/18,8.6,11.6,4.5
1994/1/19,3.2,5.7,1.1
1994/1/20,3.1,7.7,0.1
1994/1/21,2.7,8.2,0.8
1994/1/22,2.5,7.8,-0.2
1994/1/23,2.1,7.6,-1.6
1994/1/24,1.6,6.0,-1.3
1994/1/25,3.5,9.0,-1.3
1994/1/26,6.4,11.8,0.1
1994/1/27,6.2,8.6,3.9
1994/1/28,4.9,9.4,2.4
1994/1/29,2.4,5.7,-0.4
1994/1/30,0.3,3.4,-1.9
1994/1/31,3.0,8.2,-0.8
1994/2/1,5.7,8.3,3.2
1994/2/2,3.2,5.4,1.0
1994/2/3,2.0,4.1,0.5
1994/2/4,3.8,6.6,1.0
1994/2/5,6.1,10.7,2.4
1994/2/6,6.1,12.4,1.5
1994/2/7,7.6,13.3,3.4
1994/2/8,6.7,11.3,1.6
1994/2/9,6.7,10.6,1.7
1994/2/10,2.0,5.0,0.2
1994/2/11,3.0,6.6,0.5
1994/2/12,1.2,4.0,-0.7
1994/2/13,1.1,3.6,-1.4
1994/2/14,3.4,8.3,0.8
1994/2/15,3.7,7.6,0.1
1994/2/16,4.6,8.9,0.6
1994/2/17,4.4,9.5,0.9
1994/2/18,5.4,13.3,-0.4
1994/2/19,7.3,15.4,0.2
1994/2/20,8.8,13.7,3.5
1994/2/21,8.4,11.5,1.5
1994/2/22,4.5,9.3,0.9
1994/2/23,4.2,7.6,2.1
1994/2/24,2.8,6.0,1.1
1994/2/25,3.9,8.5,1.1
1994/2/26,4.2,9.1,1.2
1994/2/27,3.8,8.7,0.7
1994/2/28,5.1,10.4,1.4
1994/3/1,5.1,12.0,0.7
1994/3/2,4.8,8.9,2.0
1994/3/3,5.3,10.2,-0.4
1994/3/4,6.0,10.9,1.9
1994/3/5,3.7,6.6,0.4
1994/3/6,4.3,9.7,0.0
1994/3/7,7.6,12.1,1.1
1994/3/8,10.8,12.2,9.0
1994/3/9,12.0,17.4,9.0
1994/3/10,6.5,10.0,3.2
1994/3/11,6.1,11.3,1.5
1994/3/12,5.0,6.2,3.7
1994/3/13,5.8,10.7,2.8
1994/3/14,4.9,10.9,1.7
1994/3/15,4.3,8.9,1.4
1994/3/16,5.9,10.9,-0.3
1994/3/17,6.5,11.2,2.7
1994/3/18,7.6,15.0,0.7
1994/3/19,10.6,16.8,6.1
1994/3/20,8.1,13.4,5.9
1994/3/21,6.8,11.0,3.4
1994/3/22,7.9,14.1,1.2
1994/3/23,11.0,13.0,9.7
1994/3/24,8.6,12.4,4.9
1994/3/25,6.0,10.5,3.2
1994/3/26,4.7,10.6,1.0
1994/3/27,6.2,11.7,1.1
1994/3/28,9.3,15.5,1.7
1994/3/29,9.4,13.2,4.7
1994/3/30,7.9,15.8,1.1
1994/3/31,11.3,19.9,3.2
