ダウンロードした時刻：2019/10/10 15:58:53

,静岡,静岡,静岡
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2018/12/1,13.0,20.5,6.1
2018/12/2,13.6,17.0,10.9
2018/12/3,15.1,19.2,11.4
2018/12/4,18.8,22.1,15.0
2018/12/5,18.5,21.7,15.7
2018/12/6,15.3,17.0,13.2
2018/12/7,15.9,22.4,11.4
2018/12/8,10.8,15.0,6.3
2018/12/9,8.8,13.0,4.7
2018/12/10,8.6,11.3,6.8
2018/12/11,8.6,11.6,5.3
2018/12/12,10.6,12.9,8.2
2018/12/13,9.3,12.9,6.4
2018/12/14,8.9,13.1,4.2
2018/12/15,7.4,10.1,4.7
2018/12/16,9.4,15.8,4.2
2018/12/17,11.2,15.5,7.9
2018/12/18,10.5,15.1,6.9
2018/12/19,10.1,14.3,4.0
2018/12/20,11.9,17.2,6.9
2018/12/21,10.1,15.3,4.5
2018/12/22,11.6,13.6,9.8
2018/12/23,12.0,14.3,8.9
2018/12/24,10.2,15.0,6.3
2018/12/25,8.2,13.2,4.8
2018/12/26,8.8,13.4,3.2
2018/12/27,10.1,16.5,6.5
2018/12/28,6.5,10.1,0.8
2018/12/29,4.5,9.5,-0.3
2018/12/30,4.1,9.6,-1.2
2018/12/31,6.1,10.9,2.2
2019/1/1,7.1,11.9,1.9
2019/1/2,8.3,12.5,3.7
2019/1/3,6.3,12.4,0.7
2019/1/4,6.3,12.4,0.6
2019/1/5,12.0,17.6,6.2
2019/1/6,7.2,9.4,4.5
2019/1/7,6.4,11.2,2.0
2019/1/8,7.7,14.7,1.1
2019/1/9,7.5,11.3,3.2
2019/1/10,5.9,11.1,1.8
2019/1/11,7.8,14.2,0.9
2019/1/12,9.1,11.0,7.1
2019/1/13,9.2,12.5,5.1
2019/1/14,8.3,12.3,4.4
2019/1/15,7.4,11.4,2.8
2019/1/16,9.5,14.4,3.9
2019/1/17,8.3,14.9,3.2
2019/1/18,7.5,11.9,2.3
2019/1/19,6.0,12.3,0.2
2019/1/20,8.8,15.4,3.0
2019/1/21,9.4,13.9,6.3
2019/1/22,8.8,14.4,5.5
2019/1/23,8.6,14.4,3.6
2019/1/24,8.8,12.6,4.6
2019/1/25,7.0,12.0,1.6
2019/1/26,6.3,12.2,0.5
2019/1/27,4.4,9.9,-1.3
2019/1/28,6.7,12.1,0.6
2019/1/29,6.9,11.2,1.8
2019/1/30,7.0,12.8,1.1
2019/1/31,6.5,9.6,2.7
2019/2/1,6.4,10.5,2.4
2019/2/2,6.1,12.5,-0.1
2019/2/3,8.6,15.7,2.0
2019/2/4,15.2,21.1,8.1
2019/2/5,9.0,13.0,5.7
2019/2/6,9.0,11.4,6.0
2019/2/7,11.6,17.7,3.8
2019/2/8,10.0,13.9,7.0
2019/2/9,7.6,10.8,5.4
2019/2/10,6.5,9.0,3.7
2019/2/11,7.5,10.9,5.0
2019/2/12,7.5,12.8,1.6
2019/2/13,8.2,13.5,3.9
2019/2/14,6.3,9.4,1.9
2019/2/15,7.9,12.0,4.9
2019/2/16,11.4,16.4,6.3
2019/2/17,8.4,12.4,4.8
2019/2/18,8.8,14.2,3.2
2019/2/19,9.2,10.9,6.3
2019/2/20,14.2,21.5,9.0
2019/2/21,11.3,15.2,8.6
2019/2/22,11.3,16.8,5.9
2019/2/23,10.8,15.0,7.4
2019/2/24,9.7,14.2,3.9
2019/2/25,12.9,19.7,9.1
2019/2/26,12.1,16.4,8.2
2019/2/27,10.9,13.5,8.7
2019/2/28,10.2,11.0,9.3
2019/3/1,11.2,14.7,9.5
2019/3/2,11.5,15.5,6.9
2019/3/3,10.2,11.3,8.8
2019/3/4,11.4,15.8,9.0
2019/3/5,11.3,15.8,8.6
2019/3/6,12.1,15.7,9.2
2019/3/7,11.5,16.6,7.6
2019/3/8,8.9,14.3,3.9
2019/3/9,11.0,17.3,4.8
2019/3/10,11.8,16.5,6.9
2019/3/11,14.2,20.5,8.8
2019/3/12,12.2,18.5,5.5
2019/3/13,11.1,16.1,6.5
2019/3/14,9.5,15.5,4.2
2019/3/15,9.5,15.7,3.1
2019/3/16,10.6,16.3,6.3
2019/3/17,9.2,15.2,3.6
2019/3/18,9.6,14.8,3.0
2019/3/19,12.1,18.3,6.7
2019/3/20,14.3,21.2,7.0
2019/3/21,14.9,17.8,11.7
2019/3/22,17.2,23.9,11.8
2019/3/23,10.6,14.1,6.2
2019/3/24,9.6,15.6,3.5
2019/3/25,11.6,17.4,4.8
2019/3/26,12.0,15.6,8.4
2019/3/27,13.7,20.8,6.5
2019/3/28,16.4,20.5,12.0
2019/3/29,12.1,15.2,10.1
2019/3/30,12.5,17.9,7.7
2019/3/31,12.7,16.9,8.7
