ダウンロードした時刻：2019/10/10 15:36:01

,秋田,秋田,秋田
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1982/12/1,8.3,11.0,5.7
1982/12/2,5.3,8.4,2.0
1982/12/3,4.4,8.4,1.8
1982/12/4,7.0,10.2,2.3
1982/12/5,6.4,15.3,1.4
1982/12/6,-0.3,1.6,-2.8
1982/12/7,2.7,5.0,-0.5
1982/12/8,3.2,4.3,1.5
1982/12/9,3.7,8.0,1.2
1982/12/10,6.1,9.5,2.6
1982/12/11,7.4,13.1,3.4
1982/12/12,4.7,8.0,2.3
1982/12/13,0.2,2.9,-0.6
1982/12/14,1.6,4.9,-0.9
1982/12/15,2.6,6.1,-0.6
1982/12/16,2.5,4.0,0.9
1982/12/17,4.6,8.5,2.5
1982/12/18,0.4,2.7,-1.2
1982/12/19,2.1,4.8,-1.2
1982/12/20,5.6,9.0,1.1
1982/12/21,3.8,8.8,-0.9
1982/12/22,5.3,9.5,1.6
1982/12/23,7.2,9.5,5.4
1982/12/24,5.1,6.7,3.0
1982/12/25,1.5,3.6,0.4
1982/12/26,2.2,6.1,-0.1
1982/12/27,4.8,7.2,1.0
1982/12/28,2.3,4.8,0.1
1982/12/29,2.2,3.1,0.1
1982/12/30,2.4,4.6,0.1
1982/12/31,-0.7,1.3,-2.5
1983/1/1,-0.6,1.0,-2.2
1983/1/2,0.4,2.9,-1.0
1983/1/3,1.4,3.2,-1.0
1983/1/4,2.2,4.4,0.7
1983/1/5,2.2,3.5,1.1
1983/1/6,0.9,5.9,-2.4
1983/1/7,2.6,7.4,-3.8
1983/1/8,3.9,12.1,-3.3
1983/1/9,-2.4,-1.2,-4.0
1983/1/10,-2.9,-1.6,-4.3
1983/1/11,-0.5,2.0,-3.6
1983/1/12,2.0,2.7,0.3
1983/1/13,0.8,2.2,-0.9
1983/1/14,0.2,2.2,-2.5
1983/1/15,0.7,1.9,-1.5
1983/1/16,1.4,3.6,-0.8
1983/1/17,1.3,3.6,-1.1
1983/1/18,-0.9,1.7,-2.2
1983/1/19,-0.2,2.2,-2.7
1983/1/20,-1.9,0.5,-4.0
1983/1/21,-2.8,-0.8,-4.4
1983/1/22,-3.1,-1.5,-4.3
1983/1/23,-0.9,1.5,-4.0
1983/1/24,0.0,1.7,-2.9
1983/1/25,4.6,7.0,1.6
1983/1/26,2.4,4.1,1.7
1983/1/27,4.4,7.5,1.9
1983/1/28,7.4,9.1,6.0
1983/1/29,8.4,11.7,4.7
1983/1/30,0.4,4.9,-2.4
1983/1/31,-0.6,2.0,-4.1
1983/2/1,4.8,7.7,2.0
1983/2/2,2.0,3.8,0.2
1983/2/3,1.0,2.4,-1.1
1983/2/4,0.1,2.4,-3.2
1983/2/5,1.2,3.2,-0.9
1983/2/6,1.2,4.4,-0.9
1983/2/7,-0.3,3.2,-2.2
1983/2/8,-1.1,0.9,-2.9
1983/2/9,-0.5,2.8,-3.2
1983/2/10,-2.2,0.5,-3.7
1983/2/11,-4.3,-2.0,-5.3
1983/2/12,-5.3,-4.3,-6.9
1983/2/13,-5.8,-4.9,-7.0
1983/2/14,-4.9,-2.1,-6.8
1983/2/15,-0.3,5.5,-7.7
1983/2/16,-1.6,1.7,-5.3
1983/2/17,-0.8,3.4,-7.7
1983/2/18,2.4,5.4,0.2
1983/2/19,1.2,3.7,-0.4
1983/2/20,2.0,4.2,0.3
1983/2/21,-0.8,1.4,-2.8
1983/2/22,-0.4,0.9,-2.5
1983/2/23,0.4,2.7,-1.4
1983/2/24,-0.2,3.6,-3.6
1983/2/25,-0.2,2.3,-3.5
1983/2/26,-2.9,-0.7,-5.1
1983/2/27,-1.2,0.8,-4.9
1983/2/28,3.0,5.6,-2.5
1983/3/1,3.7,6.8,0.0
1983/3/2,2.5,5.1,-0.5
1983/3/3,2.6,6.8,0.5
1983/3/4,0.9,5.2,-0.1
1983/3/5,0.7,3.2,-1.6
1983/3/6,1.1,4.2,-0.9
1983/3/7,-0.1,3.0,-2.7
1983/3/8,-0.5,2.5,-4.2
1983/3/9,0.6,3.2,-2.2
1983/3/10,2.9,8.7,-4.3
1983/3/11,3.7,8.3,-1.7
1983/3/12,3.5,10.9,-2.9
1983/3/13,1.5,4.0,-0.8
1983/3/14,-0.3,1.8,-2.3
1983/3/15,-0.1,2.7,-3.2
1983/3/16,1.3,6.0,-5.1
1983/3/17,5.2,6.8,3.4
1983/3/18,1.9,4.8,-0.7
1983/3/19,1.9,3.5,-1.0
1983/3/20,4.0,9.3,-1.1
1983/3/21,6.0,11.3,0.8
1983/3/22,5.8,8.4,3.5
1983/3/23,7.2,12.5,2.1
1983/3/24,6.1,11.6,0.7
1983/3/25,3.6,8.4,-1.4
1983/3/26,3.4,8.7,-1.1
1983/3/27,3.8,10.0,-1.4
1983/3/28,4.8,11.3,-1.7
1983/3/29,5.5,11.1,-0.6
1983/3/30,7.3,14.5,1.1
1983/3/31,8.3,15.6,-0.3
