ダウンロードした時刻：2019/10/10 16:02:11

,大島,大島,大島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2006/12/1,11.0,14.7,6.9
2006/12/2,12.8,15.2,10.7
2006/12/3,9.0,12.9,4.8
2006/12/4,8.8,12.8,4.1
2006/12/5,9.9,12.6,6.0
2006/12/6,9.3,13.2,4.3
2006/12/7,12.4,15.4,6.5
2006/12/8,12.3,15.3,10.2
2006/12/9,9.1,10.6,7.9
2006/12/10,10.9,13.9,8.7
2006/12/11,9.7,12.4,6.6
2006/12/12,8.9,10.2,8.0
2006/12/13,10.9,14.9,7.0
2006/12/14,11.8,13.1,10.1
2006/12/15,10.2,13.9,7.2
2006/12/16,12.8,16.1,7.5
2006/12/17,11.5,14.0,9.3
2006/12/18,9.5,12.7,6.0
2006/12/19,8.3,11.6,6.1
2006/12/20,9.9,12.5,6.7
2006/12/21,10.6,12.8,9.1
2006/12/22,9.9,11.1,7.2
2006/12/23,8.7,14.0,4.4
2006/12/24,9.4,12.3,4.5
2006/12/25,9.0,10.1,8.0
2006/12/26,10.0,17.6,7.6
2006/12/27,14.6,18.1,11.5
2006/12/28,11.1,14.1,5.6
2006/12/29,5.7,8.8,0.9
2006/12/30,5.3,10.8,0.6
2006/12/31,6.8,9.2,3.7
2007/1/1,7.6,9.8,4.2
2007/1/2,7.9,11.0,5.1
2007/1/3,8.9,10.9,8.0
2007/1/4,8.0,9.9,6.3
2007/1/5,8.6,11.1,6.7
2007/1/6,8.5,12.7,6.1
2007/1/7,7.9,10.3,5.1
2007/1/8,8.7,11.2,7.0
2007/1/9,8.1,10.2,4.8
2007/1/10,7.2,12.7,2.1
2007/1/11,8.1,10.1,4.9
2007/1/12,9.0,12.3,6.7
2007/1/13,8.9,11.4,5.3
2007/1/14,6.5,9.5,2.8
2007/1/15,7.2,11.8,3.2
2007/1/16,9.5,13.4,2.9
2007/1/17,9.2,12.9,7.6
2007/1/18,8.9,13.1,5.0
2007/1/19,8.2,10.2,6.2
2007/1/20,7.0,8.0,6.0
2007/1/21,7.4,9.1,6.4
2007/1/22,6.4,10.3,3.4
2007/1/23,8.6,11.5,4.5
2007/1/24,7.3,10.7,4.2
2007/1/25,8.1,12.1,5.2
2007/1/26,9.7,13.5,5.0
2007/1/27,10.5,12.1,9.2
2007/1/28,9.0,11.5,5.8
2007/1/29,8.0,10.7,5.5
2007/1/30,7.4,12.4,2.5
2007/1/31,10.8,14.8,4.6
2007/2/1,8.9,11.1,6.0
2007/2/2,6.3,10.5,-0.4
2007/2/3,7.1,11.9,-0.3
2007/2/4,9.4,13.1,4.8
2007/2/5,11.3,16.0,5.8
2007/2/6,12.7,16.4,7.7
2007/2/7,10.8,12.8,8.4
2007/2/8,11.4,14.5,7.7
2007/2/9,11.9,14.6,9.4
2007/2/10,12.5,17.0,9.2
2007/2/11,10.8,14.9,6.4
2007/2/12,9.1,14.2,4.5
2007/2/13,9.7,14.5,6.3
2007/2/14,13.8,18.6,6.1
2007/2/15,9.7,15.3,6.7
2007/2/16,7.4,13.4,0.7
2007/2/17,8.1,10.1,5.6
2007/2/18,8.4,9.7,7.0
2007/2/19,9.4,11.9,7.0
2007/2/20,8.3,10.4,7.1
2007/2/21,9.1,13.4,5.2
2007/2/22,11.3,17.4,6.3
2007/2/23,11.4,12.8,9.0
2007/2/24,7.5,10.9,4.7
2007/2/25,4.6,6.5,2.5
2007/2/26,6.5,10.3,3.4
2007/2/27,10.5,16.4,2.9
2007/2/28,10.5,15.0,7.2
2007/3/1,8.7,13.5,5.8
2007/3/2,11.1,15.3,8.1
2007/3/3,13.1,18.1,7.6
2007/3/4,15.0,19.0,8.0
2007/3/5,17.9,19.9,16.3
2007/3/6,13.0,16.5,6.4
2007/3/7,8.2,11.2,4.4
2007/3/8,7.8,12.3,2.3
2007/3/9,8.5,12.3,6.8
2007/3/10,10.2,14.2,6.6
2007/3/11,11.4,15.2,5.8
2007/3/12,7.6,11.2,5.0
2007/3/13,8.7,13.5,2.2
2007/3/14,8.3,13.6,2.1
2007/3/15,8.0,11.3,5.6
2007/3/16,7.4,9.9,5.7
2007/3/17,5.9,8.2,4.2
2007/3/18,7.2,12.5,4.3
2007/3/19,7.5,11.7,4.5
2007/3/20,7.4,12.5,3.1
2007/3/21,8.7,14.1,4.6
2007/3/22,12.3,16.5,4.5
2007/3/23,11.8,16.4,7.0
2007/3/24,13.7,17.1,6.5
2007/3/25,15.6,17.5,11.6
2007/3/26,14.1,19.0,8.4
2007/3/27,12.7,17.6,7.2
2007/3/28,13.8,18.1,7.2
2007/3/29,16.7,20.2,13.7
2007/3/30,16.1,20.0,11.1
2007/3/31,14.1,17.6,9.9
