ダウンロードした時刻：2019/10/10 16:02:57

,八丈島,八丈島,八丈島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1994/12/1,15.9,19.6,12.3
1994/12/2,18.8,20.3,16.3
1994/12/3,16.3,19.5,13.0
1994/12/4,13.4,15.5,12.7
1994/12/5,14.5,15.9,13.5
1994/12/6,12.8,14.4,11.2
1994/12/7,15.9,18.8,13.1
1994/12/8,14.9,18.4,12.2
1994/12/9,17.8,20.2,13.7
1994/12/10,15.2,17.2,12.9
1994/12/11,16.2,17.8,14.5
1994/12/12,16.3,19.6,13.4
1994/12/13,18.2,20.0,15.4
1994/12/14,12.9,15.4,10.5
1994/12/15,12.6,14.8,10.7
1994/12/16,9.9,13.1,7.5
1994/12/17,9.5,12.4,7.0
1994/12/18,11.7,14.0,10.1
1994/12/19,9.9,12.5,6.6
1994/12/20,10.8,13.2,7.9
1994/12/21,12.2,14.8,10.7
1994/12/22,12.2,13.2,9.4
1994/12/23,13.8,17.7,10.0
1994/12/24,15.1,18.6,9.4
1994/12/25,16.9,18.8,15.1
1994/12/26,14.2,15.3,13.0
1994/12/27,16.3,21.7,12.7
1994/12/28,14.5,16.2,12.2
1994/12/29,12.4,14.4,10.1
1994/12/30,11.3,13.5,8.5
1994/12/31,12.6,13.9,11.1
1995/1/1,9.5,12.1,7.8
1995/1/2,9.8,11.9,7.8
1995/1/3,13.8,15.7,11.4
1995/1/4,17.1,19.7,14.6
1995/1/5,12.8,15.0,10.4
1995/1/6,9.1,11.6,6.8
1995/1/7,11.0,13.2,6.9
1995/1/8,12.1,14.5,10.2
1995/1/9,14.7,17.9,9.9
1995/1/10,12.5,18.1,9.7
1995/1/11,10.1,11.8,9.0
1995/1/12,10.4,12.2,9.6
1995/1/13,9.1,10.4,6.5
1995/1/14,6.3,8.7,3.9
1995/1/15,7.3,9.8,5.6
1995/1/16,8.1,10.4,7.0
1995/1/17,7.5,10.9,4.0
1995/1/18,9.6,13.2,6.9
1995/1/19,10.2,13.1,8.3
1995/1/20,10.1,11.7,8.5
1995/1/21,11.8,14.9,9.7
1995/1/22,15.2,18.1,12.3
1995/1/23,14.9,16.6,14.1
1995/1/24,12.0,14.4,9.6
1995/1/25,8.3,11.5,6.0
1995/1/26,9.5,12.2,7.8
1995/1/27,9.6,12.1,7.9
1995/1/28,9.5,13.4,6.4
1995/1/29,9.3,11.6,7.4
1995/1/30,8.1,10.9,5.4
1995/1/31,6.0,8.9,3.7
1995/2/1,6.2,8.5,3.5
1995/2/2,7.9,11.8,3.5
1995/2/3,8.1,11.5,4.9
1995/2/4,8.6,12.7,5.6
1995/2/5,7.1,10.6,4.4
1995/2/6,7.3,10.6,4.3
1995/2/7,8.7,11.5,6.8
1995/2/8,11.5,14.9,8.8
1995/2/9,11.2,14.7,8.5
1995/2/10,8.5,10.8,6.3
1995/2/11,9.1,12.4,7.7
1995/2/12,13.2,15.5,10.3
1995/2/13,15.2,18.2,12.0
1995/2/14,11.8,12.9,9.9
1995/2/15,11.8,15.0,8.2
1995/2/16,10.2,13.1,8.1
1995/2/17,8.9,11.7,7.3
1995/2/18,9.2,11.8,7.2
1995/2/19,9.1,10.6,8.5
1995/2/20,10.0,13.6,7.2
1995/2/21,8.5,10.9,7.1
1995/2/22,8.5,12.0,5.7
1995/2/23,8.9,14.0,4.1
1995/2/24,11.7,14.4,8.5
1995/2/25,9.8,11.5,9.0
1995/2/26,9.0,11.3,6.1
1995/2/27,10.7,14.0,7.8
1995/2/28,10.4,14.9,6.2
1995/3/1,11.4,14.5,9.1
1995/3/2,10.3,12.9,8.0
1995/3/3,10.9,14.4,8.6
1995/3/4,8.2,10.4,4.8
1995/3/5,7.0,9.5,4.6
1995/3/6,10.3,12.9,7.6
1995/3/7,11.0,14.5,7.7
1995/3/8,12.3,16.6,8.0
1995/3/9,11.8,14.6,8.0
1995/3/10,13.2,16.8,7.8
1995/3/11,12.1,15.6,9.6
1995/3/12,11.6,15.2,9.4
1995/3/13,9.6,13.4,7.4
1995/3/14,10.4,14.7,7.4
1995/3/15,10.8,14.1,8.2
1995/3/16,13.4,15.5,10.8
1995/3/17,15.6,17.3,12.9
1995/3/18,12.7,16.4,10.8
1995/3/19,11.0,14.0,9.1
1995/3/20,10.3,14.5,6.0
1995/3/21,11.6,15.9,4.8
1995/3/22,16.2,19.7,13.3
1995/3/23,16.0,20.3,13.0
1995/3/24,15.1,18.0,12.6
1995/3/25,15.2,19.8,10.8
1995/3/26,10.0,11.0,8.4
1995/3/27,11.9,15.0,7.6
1995/3/28,13.6,16.2,11.2
1995/3/29,12.7,14.6,10.1
1995/3/30,14.5,18.4,12.7
1995/3/31,16.8,18.6,15.1
