ダウンロードした時刻：2019/10/10 16:12:17

,大阪,大阪,大阪
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2017/12/1,10.7,13.5,8.3
2017/12/2,8.6,11.9,4.9
2017/12/3,9.7,14.5,6.3
2017/12/4,8.3,11.6,5.8
2017/12/5,7.2,9.3,4.5
2017/12/6,6.3,10.7,2.2
2017/12/7,7.2,11.7,2.7
2017/12/8,6.6,9.7,4.0
2017/12/9,6.7,10.9,2.5
2017/12/10,9.0,13.8,4.3
2017/12/11,8.3,12.0,3.6
2017/12/12,3.9,6.5,2.2
2017/12/13,4.8,8.4,1.2
2017/12/14,5.6,9.4,2.8
2017/12/15,7.1,11.0,4.0
2017/12/16,8.2,10.5,5.5
2017/12/17,4.8,7.7,2.1
2017/12/18,5.4,9.4,0.4
2017/12/19,7.2,11.8,3.8
2017/12/20,5.6,10.2,1.2
2017/12/21,5.9,10.7,2.0
2017/12/22,6.4,11.4,1.5
2017/12/23,7.3,12.1,2.5
2017/12/24,8.9,13.9,4.6
2017/12/25,9.3,11.7,6.4
2017/12/26,7.0,9.7,5.5
2017/12/27,5.4,7.1,4.0
2017/12/28,5.5,8.0,4.1
2017/12/29,6.9,9.8,3.9
2017/12/30,7.0,11.1,4.3
2017/12/31,6.7,10.3,3.5
2018/1/1,7.2,10.6,4.4
2018/1/2,7.1,10.3,2.7
2018/1/3,4.9,7.3,2.2
2018/1/4,4.0,8.0,0.0
2018/1/5,3.6,4.5,2.7
2018/1/6,5.6,10.0,2.6
2018/1/7,5.8,9.1,1.8
2018/1/8,6.9,9.4,4.4
2018/1/9,8.0,10.4,4.5
2018/1/10,5.1,7.0,3.3
2018/1/11,2.6,5.1,0.9
2018/1/12,2.4,5.5,0.2
2018/1/13,3.4,6.5,0.4
2018/1/14,3.1,6.5,0.3
2018/1/15,5.2,10.6,-0.5
2018/1/16,8.7,14.9,2.9
2018/1/17,10.8,13.4,8.5
2018/1/18,10.5,13.4,7.5
2018/1/19,8.6,12.0,5.3
2018/1/20,7.5,11.5,3.5
2018/1/21,7.1,11.1,2.8
2018/1/22,4.0,6.1,2.1
2018/1/23,5.8,10.9,1.7
2018/1/24,0.9,4.1,-2.3
2018/1/25,0.8,4.4,-2.5
2018/1/26,1.6,5.4,-0.5
2018/1/27,1.9,5.8,-0.9
2018/1/28,2.0,4.4,-1.0
2018/1/29,4.6,8.7,1.1
2018/1/30,3.1,6.3,-1.0
2018/1/31,3.6,6.6,-0.4
2018/2/1,3.1,4.7,1.8
2018/2/2,4.6,8.1,1.3
2018/2/3,4.4,8.9,1.3
2018/2/4,3.1,5.3,1.3
2018/2/5,2.0,5.4,-0.6
2018/2/6,1.3,4.8,-1.0
2018/2/7,1.9,5.7,-0.9
2018/2/8,2.8,7.0,-1.0
2018/2/9,4.3,9.8,-1.3
2018/2/10,4.9,5.8,3.7
2018/2/11,5.0,8.3,0.6
2018/2/12,2.6,6.3,0.2
2018/2/13,3.5,6.5,1.0
2018/2/14,5.6,9.5,-0.5
2018/2/15,8.0,12.2,5.0
2018/2/16,6.7,11.0,2.9
2018/2/17,6.3,9.9,2.2
2018/2/18,3.9,8.7,0.7
2018/2/19,5.2,8.8,1.2
2018/2/20,7.5,11.4,4.1
2018/2/21,6.6,9.5,4.3
2018/2/22,6.2,10.1,2.8
2018/2/23,6.7,10.6,2.6
2018/2/24,7.5,12.9,2.4
2018/2/25,7.1,10.5,4.3
2018/2/26,8.7,13.7,5.3
2018/2/27,8.9,14.5,3.3
2018/2/28,11.3,17.1,4.8
2018/3/1,12.5,17.6,9.5
2018/3/2,8.6,12.0,5.5
2018/3/3,9.7,15.5,3.5
2018/3/4,14.4,21.0,8.4
2018/3/5,13.1,17.8,8.0
2018/3/6,8.0,12.5,5.3
2018/3/7,8.0,12.3,3.2
2018/3/8,11.6,14.1,8.9
2018/3/9,7.4,11.0,3.6
2018/3/10,6.1,11.4,3.2
2018/3/11,7.4,12.9,1.7
2018/3/12,9.6,15.3,4.1
2018/3/13,12.8,19.2,6.0
2018/3/14,15.6,21.6,9.4
2018/3/15,16.4,21.5,10.9
2018/3/16,10.2,17.5,5.1
2018/3/17,8.5,13.8,3.7
2018/3/18,11.8,18.2,5.5
2018/3/19,13.9,16.8,11.4
2018/3/20,8.3,11.5,5.3
2018/3/21,8.8,13.3,5.2
2018/3/22,10.0,13.0,7.2
2018/3/23,8.9,13.2,5.7
2018/3/24,10.3,16.0,3.8
2018/3/25,13.1,18.0,7.3
2018/3/26,14.7,20.7,8.5
2018/3/27,15.8,21.8,9.4
2018/3/28,17.6,23.7,11.1
2018/3/29,17.5,22.2,12.3
2018/3/30,13.1,18.7,8.6
2018/3/31,13.0,19.6,6.4
