ダウンロードした時刻：2019/10/10 16:21:13

,佐賀,佐賀,佐賀
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1984/12/1,10.1,15.7,7.0
1984/12/2,9.1,13.3,4.4
1984/12/3,7.9,15.6,1.7
1984/12/4,9.2,16.6,2.5
1984/12/5,9.4,13.4,5.3
1984/12/6,10.8,15.3,6.9
1984/12/7,9.2,14.9,5.0
1984/12/8,8.3,16.8,1.5
1984/12/9,13.3,20.7,6.9
1984/12/10,17.4,23.3,12.4
1984/12/11,15.9,18.2,14.8
1984/12/12,13.5,15.8,10.5
1984/12/13,11.8,15.3,7.7
1984/12/14,11.4,12.4,10.4
1984/12/15,10.1,13.4,6.8
1984/12/16,7.6,9.2,6.1
1984/12/17,9.5,13.2,5.5
1984/12/18,7.1,9.1,4.2
1984/12/19,4.9,9.4,0.9
1984/12/20,5.2,11.3,0.9
1984/12/21,6.0,10.3,2.3
1984/12/22,3.8,7.0,1.0
1984/12/23,2.4,5.3,1.0
1984/12/24,2.0,4.5,0.7
1984/12/25,1.6,4.5,-0.2
1984/12/26,3.3,6.2,0.3
1984/12/27,4.8,10.0,1.7
1984/12/28,3.5,6.7,1.9
1984/12/29,2.6,5.1,0.3
1984/12/30,2.9,6.6,0.9
1984/12/31,4.1,9.3,0.5
1985/1/1,3.6,10.4,-1.1
1985/1/2,5.5,10.8,-0.9
1985/1/3,7.7,11.0,4.7
1985/1/4,5.9,9.2,3.7
1985/1/5,3.8,9.3,-0.5
1985/1/6,2.6,8.6,-2.0
1985/1/7,3.4,7.0,0.8
1985/1/8,3.8,9.1,0.4
1985/1/9,3.0,8.2,-1.8
1985/1/10,4.3,8.5,2.4
1985/1/11,4.4,8.5,2.0
1985/1/12,4.0,8.5,0.0
1985/1/13,2.2,5.2,-1.4
1985/1/14,-0.6,2.3,-1.8
1985/1/15,1.3,4.3,-2.4
1985/1/16,3.9,9.8,-0.6
1985/1/17,2.1,8.2,-2.8
1985/1/18,4.1,7.5,1.6
1985/1/19,5.1,10.9,-1.6
1985/1/20,6.1,10.4,0.9
1985/1/21,4.1,11.0,-1.2
1985/1/22,5.1,8.6,-1.0
1985/1/23,8.6,14.1,4.2
1985/1/24,4.3,6.1,2.1
1985/1/25,3.7,8.5,-0.2
1985/1/26,2.9,9.0,-2.2
1985/1/27,4.2,8.2,-1.2
1985/1/28,4.1,6.3,1.9
1985/1/29,1.5,6.0,-2.7
1985/1/30,-1.1,3.2,-4.0
1985/1/31,1.2,5.3,-4.2
1985/2/1,6.6,10.8,2.8
1985/2/2,6.5,12.5,0.7
1985/2/3,8.1,15.4,3.3
1985/2/4,6.6,11.2,1.0
1985/2/5,9.9,14.9,5.7
1985/2/6,9.8,12.8,7.2
1985/2/7,9.9,17.3,3.9
1985/2/8,9.5,11.0,7.1
1985/2/9,11.1,17.2,9.2
1985/2/10,7.9,10.3,4.2
1985/2/11,6.6,11.3,3.4
1985/2/12,6.4,10.5,3.8
1985/2/13,5.3,9.8,2.1
1985/2/14,3.8,9.7,-0.6
1985/2/15,4.8,9.8,-1.3
1985/2/16,7.9,15.1,4.3
1985/2/17,6.5,10.9,3.3
1985/2/18,6.4,8.1,4.4
1985/2/19,8.1,11.0,6.0
1985/2/20,6.0,9.4,3.8
1985/2/21,2.4,5.8,-0.1
1985/2/22,3.1,6.8,0.1
1985/2/23,3.8,7.5,2.0
1985/2/24,2.8,7.1,0.1
1985/2/25,4.2,8.2,-0.7
1985/2/26,6.3,8.8,2.7
1985/2/27,6.7,7.9,5.9
1985/2/28,8.7,9.7,7.0
1985/3/1,10.0,13.4,7.7
1985/3/2,9.0,10.8,6.9
1985/3/3,10.1,13.8,7.1
1985/3/4,9.6,13.8,5.5
1985/3/5,7.4,10.7,4.5
1985/3/6,7.8,13.7,1.8
1985/3/7,9.5,13.6,4.9
1985/3/8,12.8,15.9,9.3
1985/3/9,8.7,12.3,3.4
1985/3/10,7.0,11.6,1.7
1985/3/11,6.9,8.0,5.7
1985/3/12,7.7,12.1,5.0
1985/3/13,7.6,11.3,3.6
1985/3/14,8.3,12.1,5.7
1985/3/15,8.1,11.7,4.9
1985/3/16,10.6,17.7,3.5
1985/3/17,11.8,13.6,10.5
1985/3/18,12.5,18.9,6.0
1985/3/19,10.4,14.0,6.7
1985/3/20,8.1,10.7,6.3
1985/3/21,11.0,17.4,5.6
1985/3/22,11.8,19.0,5.5
1985/3/23,11.3,16.1,8.0
1985/3/24,13.5,21.3,6.0
1985/3/25,13.9,17.3,8.3
1985/3/26,16.8,22.2,12.3
1985/3/27,14.2,17.9,11.7
1985/3/28,13.4,19.2,8.7
1985/3/29,10.8,16.2,6.7
1985/3/30,8.2,13.2,5.2
1985/3/31,7.4,12.2,3.0
