ダウンロードした時刻：2017/07/24 15:42:50

,八丈島,八丈島,八丈島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1991/1/1,15.3,17.9,11.5
1991/1/2,14.4,17.9,12.6
1991/1/3,11.1,13.9,9.5
1991/1/4,10.1,11.7,8.8
1991/1/5,9.1,10.2,8.2
1991/1/6,7.3,9.2,5.3
1991/1/7,9.2,11.9,7.5
1991/1/8,11.4,15.7,8.0
1991/1/9,8.4,11.1,7.1
1991/1/10,9.5,11.7,7.7
1991/1/11,10.3,13.2,7.7
1991/1/12,9.8,13.1,7.8
1991/1/13,8.0,9.9,5.8
1991/1/14,8.2,11.0,5.0
1991/1/15,8.2,9.4,7.2
1991/1/16,8.7,11.4,6.4
1991/1/17,10.5,14.1,5.7
1991/1/18,7.2,8.8,6.0
1991/1/19,8.4,12.3,5.0
1991/1/20,11.1,15.6,5.7
1991/1/21,13.5,16.7,9.7
1991/1/22,11.4,13.7,8.8
1991/1/23,7.7,10.2,4.9
1991/1/24,9.1,12.7,4.1
1991/1/25,13.2,15.3,10.3
1991/1/26,9.1,10.7,8.0
1991/1/27,8.5,11.0,5.8
1991/1/28,8.2,9.7,7.3
1991/1/29,8.5,11.8,6.7
1991/1/30,7.8,9.6,6.3
1991/1/31,8.0,10.3,6.6
1991/2/1,8.9,11.7,6.9
1991/2/2,8.4,11.2,6.4
1991/2/3,7.4,9.6,5.7
1991/2/4,8.6,11.0,6.5
1991/2/5,7.9,9.4,6.7
1991/2/6,8.0,10.4,5.9
1991/2/7,9.2,12.1,6.8
1991/2/8,9.2,13.9,6.1
1991/2/9,8.0,12.0,5.5
1991/2/10,12.6,15.8,5.7
1991/2/11,12.4,14.8,10.9
1991/2/12,10.4,13.0,8.5
1991/2/13,9.7,12.9,6.9
1991/2/14,12.0,14.8,8.6
1991/2/15,13.7,17.1,11.5
1991/2/16,11.3,16.1,8.0
1991/2/17,6.3,9.2,2.9
1991/2/18,6.7,8.6,4.0
1991/2/19,7.6,10.8,5.2
1991/2/20,6.5,9.9,4.6
1991/2/21,7.2,9.1,3.9
1991/2/22,6.9,9.9,4.6
1991/2/23,5.6,9.7,4.0
1991/2/24,5.8,9.1,4.2
1991/2/25,5.3,8.6,2.8
1991/2/26,7.8,11.0,4.2
1991/2/27,11.3,14.2,7.0
1991/2/28,14.9,17.0,12.0
1991/3/1,10.1,15.7,9.3
1991/3/2,10.3,14.2,7.6
1991/3/3,9.6,13.2,5.7
1991/3/4,10.1,13.6,4.1
1991/3/5,12.2,16.1,10.2
1991/3/6,14.1,17.3,10.6
1991/3/7,13.3,16.2,10.1
1991/3/8,13.1,16.7,10.3
1991/3/9,15.6,17.5,12.5
1991/3/10,11.9,16.0,8.0
1991/3/11,14.3,17.4,9.7
1991/3/12,12.5,15.0,10.6
1991/3/13,12.9,16.4,9.9
1991/3/14,10.4,12.7,6.8
1991/3/15,6.7,10.2,1.5
1991/3/16,11.7,14.8,8.7
1991/3/17,10.6,13.7,8.8
1991/3/18,11.3,15.4,8.8
1991/3/19,13.4,17.0,7.8
1991/3/20,16.6,19.5,14.6
1991/3/21,14.4,18.5,10.5
1991/3/22,13.0,16.9,10.4
1991/3/23,16.7,18.4,14.1
1991/3/24,15.5,18.6,12.7
1991/3/25,16.5,20.5,13.7
1991/3/26,15.7,18.8,13.9
1991/3/27,17.0,19.8,14.9
1991/3/28,16.9,19.0,13.2
1991/3/29,12.6,14.8,11.0
1991/3/30,15.0,17.9,11.5
1991/3/31,14.3,18.1,12.0
1991/4/1,10.6,12.3,9.1
1991/4/2,10.4,12.1,8.5
1991/4/3,11.0,14.7,5.8
1991/4/4,10.8,15.7,5.4
1991/4/5,13.6,18.2,6.8
1991/4/6,17.3,19.8,14.0
1991/4/7,18.9,20.4,17.4
1991/4/8,19.1,21.4,17.5
1991/4/9,17.1,19.7,14.4
1991/4/10,18.2,20.5,16.6
1991/4/11,17.5,18.4,16.5
1991/4/12,17.6,20.3,16.4
1991/4/13,18.9,22.9,16.7
1991/4/14,17.9,19.7,14.4
1991/4/15,16.6,21.9,13.5
1991/4/16,16.5,20.9,12.5
1991/4/17,18.5,23.7,11.5
1991/4/18,19.2,21.1,14.8
1991/4/19,14.3,16.3,11.7
1991/4/20,14.3,17.9,10.4
1991/4/21,14.7,18.9,9.9
1991/4/22,16.1,19.1,11.0
1991/4/23,16.7,18.5,15.8
1991/4/24,17.6,20.4,15.9
1991/4/25,17.3,19.4,14.6
1991/4/26,17.1,20.8,15.0
1991/4/27,17.4,20.0,13.5
1991/4/28,18.7,20.2,17.5
1991/4/29,18.6,20.7,17.1
1991/4/30,16.3,19.9,13.4
1991/5/1,17.5,20.0,12.9
