ダウンロードした時刻：2019/10/10 15:36:15

,秋田,秋田,秋田
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1993/12/1,8.8,15.7,5.1
1993/12/2,8.4,13.9,2.7
1993/12/3,6.4,13.8,1.9
1993/12/4,2.8,4.0,1.1
1993/12/5,2.8,4.5,0.7
1993/12/6,2.0,5.4,-0.3
1993/12/7,2.7,6.2,0.3
1993/12/8,4.9,8.7,1.9
1993/12/9,4.5,7.7,2.8
1993/12/10,4.0,5.6,2.1
1993/12/11,6.5,10.4,4.9
1993/12/12,6.4,8.6,3.8
1993/12/13,5.6,7.5,4.0
1993/12/14,1.2,4.5,-2.3
1993/12/15,-2.5,-0.3,-3.5
1993/12/16,-1.2,0.7,-3.5
1993/12/17,0.4,6.1,-3.5
1993/12/18,-0.3,1.7,-3.3
1993/12/19,0.5,3.1,-3.6
1993/12/20,1.2,7.0,-4.8
1993/12/21,3.2,7.5,-0.1
1993/12/22,-1.6,1.1,-3.9
1993/12/23,0.0,3.0,-4.0
1993/12/24,3.3,6.0,-0.2
1993/12/25,2.6,5.4,0.2
1993/12/26,4.8,9.5,2.0
1993/12/27,5.0,7.9,3.2
1993/12/28,1.7,3.5,-0.6
1993/12/29,2.7,3.3,1.6
1993/12/30,3.2,6.4,-0.3
1993/12/31,3.5,9.2,0.8
1994/1/1,0.0,1.8,-1.7
1994/1/2,2.5,8.5,-1.0
1994/1/3,3.2,5.5,1.2
1994/1/4,1.7,3.8,0.2
1994/1/5,-1.9,1.7,-4.6
1994/1/6,-0.3,6.2,-4.0
1994/1/7,-1.3,4.7,-4.6
1994/1/8,-0.8,1.0,-4.1
1994/1/9,1.4,3.1,-0.1
1994/1/10,0.8,5.0,-2.2
1994/1/11,-0.4,3.6,-3.7
1994/1/12,0.4,3.4,-2.1
1994/1/13,0.1,2.6,-1.8
1994/1/14,-0.1,2.6,-2.2
1994/1/15,-1.4,0.5,-3.9
1994/1/16,1.1,7.1,-4.5
1994/1/17,3.5,7.3,0.8
1994/1/18,-0.6,1.2,-3.6
1994/1/19,-3.1,-1.7,-4.3
1994/1/20,-1.8,0.2,-4.0
1994/1/21,-1.7,1.7,-3.6
1994/1/22,-0.9,3.1,-3.6
1994/1/23,-1.5,2.9,-4.8
1994/1/24,-2.4,0.4,-4.9
1994/1/25,-0.6,2.5,-3.8
1994/1/26,0.8,3.8,-0.3
1994/1/27,-1.6,0.5,-4.3
1994/1/28,-3.3,-1.4,-5.0
1994/1/29,-3.0,0.7,-6.1
1994/1/30,-3.4,0.0,-5.9
1994/1/31,-3.7,-0.6,-7.1
1994/2/1,0.2,2.6,-2.9
1994/2/2,-2.3,2.3,-4.6
1994/2/3,-3.0,-1.5,-4.7
1994/2/4,-1.7,0.8,-4.6
1994/2/5,2.2,5.7,-1.8
1994/2/6,1.9,5.2,-2.3
1994/2/7,1.7,7.7,-2.7
1994/2/8,2.0,4.6,-2.1
1994/2/9,3.3,5.1,1.2
1994/2/10,2.0,5.0,-1.2
1994/2/11,-1.2,-0.1,-3.2
1994/2/12,-1.9,-0.1,-3.8
1994/2/13,-2.5,-0.6,-4.3
1994/2/14,-1.3,-0.1,-3.5
1994/2/15,1.9,2.9,-0.6
1994/2/16,2.1,3.8,0.6
1994/2/17,1.1,2.5,-0.5
1994/2/18,4.8,7.0,2.0
1994/2/19,4.2,6.9,-1.1
1994/2/20,4.4,10.6,-0.7
1994/2/21,7.3,11.0,2.6
1994/2/22,0.7,4.1,-0.6
1994/2/23,-1.1,0.6,-3.2
1994/2/24,2.0,4.7,-1.8
1994/2/25,2.6,6.5,-1.5
1994/2/26,3.3,6.8,0.5
1994/2/27,2.5,6.7,-1.2
1994/2/28,1.9,4.3,0.5
1994/3/1,2.8,7.1,0.7
1994/3/2,1.4,3.7,-0.6
1994/3/3,0.1,3.8,-3.0
1994/3/4,-0.8,2.2,-2.8
1994/3/5,-0.7,1.8,-3.0
1994/3/6,-0.4,2.4,-3.1
1994/3/7,1.6,6.7,-3.6
1994/3/8,4.4,7.5,0.4
1994/3/9,5.4,9.0,1.9
1994/3/10,0.6,2.8,-1.7
1994/3/11,0.9,3.1,-1.3
1994/3/12,2.2,4.2,0.5
1994/3/13,0.8,2.9,-1.9
1994/3/14,0.5,4.1,-1.9
1994/3/15,1.2,4.7,-1.7
1994/3/16,1.1,4.2,-1.4
1994/3/17,2.8,5.6,1.0
1994/3/18,3.0,6.6,-1.0
1994/3/19,3.4,10.9,-3.1
1994/3/20,3.4,7.0,0.2
1994/3/21,1.8,4.5,-0.6
1994/3/22,2.4,6.7,-2.1
1994/3/23,5.3,6.9,3.2
1994/3/24,5.1,7.1,3.3
1994/3/25,3.0,5.2,1.3
1994/3/26,2.4,5.8,-0.2
1994/3/27,4.1,7.2,0.6
1994/3/28,8.2,10.1,6.1
1994/3/29,4.5,6.5,2.5
1994/3/30,3.6,6.6,-0.3
1994/3/31,3.8,8.0,-0.5
