ダウンロードした時刻：2017/07/24 15:44:56

,和歌山,和歌山,和歌山
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1988/1/1,7.3,14.5,0.9
1988/1/2,10.8,15.5,6.3
1988/1/3,9.9,12.5,5.8
1988/1/4,7.8,9.6,4.6
1988/1/5,6.5,9.4,4.2
1988/1/6,5.6,9.0,1.4
1988/1/7,4.8,8.4,0.3
1988/1/8,9.2,13.2,5.5
1988/1/9,7.9,10.8,4.1
1988/1/10,4.9,7.1,3.7
1988/1/11,5.0,7.6,2.3
1988/1/12,5.4,10.0,0.0
1988/1/13,6.5,11.4,2.4
1988/1/14,7.7,14.4,1.3
1988/1/15,7.9,10.4,4.5
1988/1/16,10.5,13.6,8.1
1988/1/17,8.2,11.4,4.3
1988/1/18,6.6,8.7,4.2
1988/1/19,6.6,10.4,3.5
1988/1/20,7.0,13.0,2.6
1988/1/21,8.8,14.2,3.1
1988/1/22,12.7,16.0,9.0
1988/1/23,6.1,12.9,2.1
1988/1/24,2.8,5.0,1.0
1988/1/25,5.7,8.1,2.5
1988/1/26,6.6,9.4,4.1
1988/1/27,6.3,9.9,2.2
1988/1/28,5.8,10.2,1.7
1988/1/29,7.7,13.7,2.3
1988/1/30,8.2,11.0,4.9
1988/1/31,7.2,9.4,4.6
1988/2/1,4.4,9.7,0.0
1988/2/2,5.4,12.6,1.3
1988/2/3,1.4,3.6,0.5
1988/2/4,4.1,8.3,0.4
1988/2/5,11.9,19.5,1.6
1988/2/6,9.2,15.2,4.0
1988/2/7,2.8,5.0,1.3
1988/2/8,4.4,7.9,1.8
1988/2/9,5.0,8.8,2.2
1988/2/10,3.9,7.4,2.4
1988/2/11,4.4,7.4,0.8
1988/2/12,5.8,9.9,1.8
1988/2/13,6.9,10.9,2.4
1988/2/14,5.7,9.7,0.7
1988/2/15,4.4,8.2,2.7
1988/2/16,4.3,8.1,1.8
1988/2/17,3.8,8.2,1.3
1988/2/18,3.8,7.6,1.2
1988/2/19,3.9,8.2,1.6
1988/2/20,5.7,10.7,-0.7
1988/2/21,4.7,7.8,2.9
1988/2/22,5.5,9.8,0.3
1988/2/23,7.5,9.3,5.0
1988/2/24,7.3,11.6,4.2
1988/2/25,6.5,11.1,1.1
1988/2/26,6.8,8.9,3.3
1988/2/27,4.0,5.1,2.8
1988/2/28,6.0,10.0,2.8
1988/2/29,6.0,9.2,2.1
1988/3/1,7.7,9.3,6.0
1988/3/2,9.8,13.4,7.5
1988/3/3,6.0,9.5,2.2
1988/3/4,4.2,8.0,1.9
1988/3/5,3.9,8.0,0.0
1988/3/6,6.5,10.9,1.6
1988/3/7,6.1,9.0,2.5
1988/3/8,5.0,9.3,1.1
1988/3/9,6.0,10.8,0.6
1988/3/10,7.9,13.2,2.1
1988/3/11,12.1,18.2,3.4
1988/3/12,12.8,18.2,8.4
1988/3/13,11.0,17.4,4.6
1988/3/14,13.0,18.4,7.5
1988/3/15,8.9,14.4,4.1
1988/3/16,4.7,6.7,2.4
1988/3/17,6.0,8.8,3.1
1988/3/18,8.2,12.4,5.7
1988/3/19,9.4,14.6,3.1
1988/3/20,9.7,13.2,6.9
1988/3/21,9.8,14.0,5.9
1988/3/22,11.3,14.5,9.4
1988/3/23,10.0,12.9,8.3
1988/3/24,9.4,13.0,5.9
1988/3/25,8.3,10.6,6.5
1988/3/26,7.7,9.1,6.2
1988/3/27,8.1,11.8,4.8
1988/3/28,9.1,14.5,1.6
1988/3/29,10.6,15.1,7.8
1988/3/30,9.4,11.7,8.5
1988/3/31,9.9,15.2,6.9
1988/4/1,9.6,14.6,3.4
1988/4/2,11.7,14.6,8.7
1988/4/3,14.4,19.4,11.1
1988/4/4,11.5,14.2,8.0
1988/4/5,14.9,21.0,8.9
1988/4/6,12.7,16.6,8.9
1988/4/7,7.6,9.1,6.3
1988/4/8,8.7,13.4,6.0
1988/4/9,10.1,14.5,6.6
1988/4/10,10.7,17.1,3.5
1988/4/11,13.1,18.7,5.4
1988/4/12,17.2,18.5,13.0
1988/4/13,16.0,20.8,12.6
1988/4/14,14.7,20.8,9.2
1988/4/15,13.3,19.5,7.0
1988/4/16,15.7,21.7,9.0
1988/4/17,15.9,20.1,10.4
1988/4/18,15.5,18.8,12.8
1988/4/19,14.9,18.7,11.3
1988/4/20,17.7,22.1,12.2
1988/4/21,17.9,20.9,14.3
1988/4/22,15.6,17.9,11.6
1988/4/23,13.1,17.5,9.0
1988/4/24,13.2,17.8,8.8
1988/4/25,14.4,19.9,8.1
1988/4/26,16.3,21.0,9.5
1988/4/27,15.3,19.6,12.8
1988/4/28,17.5,22.5,9.8
1988/4/29,18.4,24.1,15.5
1988/4/30,19.2,25.0,15.2
1988/5/1,21.1,27.1,15.3
