ダウンロードした時刻：2019/10/10 15:59:09

,東京,東京,東京
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1992/12/1,11.4,13.5,10.3
1992/12/2,12.8,16.9,9.2
1992/12/3,9.6,11.3,7.8
1992/12/4,10.1,14.0,6.1
1992/12/5,9.2,11.8,6.8
1992/12/6,7.7,10.0,4.4
1992/12/7,11.1,14.5,8.8
1992/12/8,17.2,20.6,13.6
1992/12/9,14.0,16.5,12.3
1992/12/10,14.3,17.6,11.4
1992/12/11,12.2,16.7,6.1
1992/12/12,8.7,12.0,4.8
1992/12/13,9.1,14.0,5.4
1992/12/14,10.3,13.2,7.0
1992/12/15,6.6,9.4,4.4
1992/12/16,6.5,9.9,2.7
1992/12/17,7.3,11.0,3.3
1992/12/18,7.3,11.2,4.7
1992/12/19,7.2,9.5,4.6
1992/12/20,7.5,11.0,3.6
1992/12/21,9.8,12.6,6.3
1992/12/22,11.0,15.0,8.1
1992/12/23,9.9,15.6,6.2
1992/12/24,5.3,9.5,2.2
1992/12/25,5.2,9.4,1.0
1992/12/26,7.6,11.3,3.1
1992/12/27,8.3,13.1,2.1
1992/12/28,9.3,12.1,5.5
1992/12/29,10.0,13.1,8.1
1992/12/30,8.3,12.1,5.3
1992/12/31,7.6,11.8,5.3
1993/1/1,6.7,10.5,2.9
1993/1/2,5.5,9.1,2.9
1993/1/3,7.2,12.9,2.1
1993/1/4,8.0,10.3,5.1
1993/1/5,6.3,10.1,3.9
1993/1/6,6.4,9.1,3.1
1993/1/7,6.1,8.4,3.4
1993/1/8,9.0,12.6,5.6
1993/1/9,4.4,5.9,1.9
1993/1/10,5.9,8.3,2.7
1993/1/11,7.0,8.6,5.1
1993/1/12,7.7,10.8,5.4
1993/1/13,7.4,10.8,3.2
1993/1/14,6.0,8.8,4.1
1993/1/15,3.7,4.3,2.9
1993/1/16,4.2,5.3,2.5
1993/1/17,6.9,11.1,3.5
1993/1/18,5.1,7.0,3.9
1993/1/19,6.2,10.4,2.1
1993/1/20,6.4,10.4,2.2
1993/1/21,5.7,8.8,3.1
1993/1/22,5.7,9.4,3.3
1993/1/23,3.2,4.8,1.3
1993/1/24,3.6,5.3,1.3
1993/1/25,5.7,6.6,4.7
1993/1/26,6.5,8.9,4.9
1993/1/27,8.2,11.6,4.8
1993/1/28,5.6,8.1,2.4
1993/1/29,6.1,10.6,1.2
1993/1/30,7.4,10.9,3.9
1993/1/31,8.1,12.2,2.7
1993/2/1,4.6,8.2,2.6
1993/2/2,4.3,7.5,0.7
1993/2/3,6.8,10.9,2.1
1993/2/4,8.0,13.6,2.8
1993/2/5,6.9,9.9,4.4
1993/2/6,11.7,20.7,2.8
1993/2/7,16.5,21.9,10.3
1993/2/8,6.1,10.3,2.9
1993/2/9,5.5,8.6,2.4
1993/2/10,6.5,10.7,2.8
1993/2/11,5.2,8.3,2.0
1993/2/12,6.9,11.2,1.9
1993/2/13,7.7,11.8,3.3
1993/2/14,6.5,9.4,3.4
1993/2/15,5.6,10.4,1.0
1993/2/16,10.2,13.9,3.9
1993/2/17,9.9,13.8,7.4
1993/2/18,11.2,14.7,8.4
1993/2/19,7.6,11.5,5.0
1993/2/20,6.9,10.5,4.0
1993/2/21,4.9,6.9,3.5
1993/2/22,10.2,15.4,4.2
1993/2/23,8.0,11.4,5.7
1993/2/24,6.6,10.5,3.3
1993/2/25,6.1,9.7,2.5
1993/2/26,7.3,11.6,3.0
1993/2/27,8.9,14.3,3.7
1993/2/28,8.6,12.9,5.0
1993/3/1,8.4,11.9,3.7
1993/3/2,6.1,9.9,3.3
1993/3/3,7.5,11.0,2.6
1993/3/4,8.5,12.8,4.7
1993/3/5,10.1,14.1,5.4
1993/3/6,11.9,16.8,6.8
1993/3/7,11.7,16.0,7.2
1993/3/8,5.9,11.0,3.1
1993/3/9,6.3,10.2,2.7
1993/3/10,5.3,7.1,3.9
1993/3/11,8.2,12.1,2.9
1993/3/12,4.9,8.1,2.2
1993/3/13,6.4,9.9,4.0
1993/3/14,8.9,13.5,4.4
1993/3/15,4.5,7.0,1.5
1993/3/16,6.0,9.6,2.0
1993/3/17,6.8,11.5,2.4
1993/3/18,7.6,11.8,3.8
1993/3/19,7.1,11.8,3.8
1993/3/20,6.1,8.7,3.4
1993/3/21,7.9,11.6,4.0
1993/3/22,9.9,14.3,5.1
1993/3/23,11.2,15.5,6.9
1993/3/24,12.1,16.2,8.9
1993/3/25,14.2,18.3,10.7
1993/3/26,12.8,15.5,10.3
1993/3/27,13.8,18.1,10.2
1993/3/28,10.4,12.6,7.9
1993/3/29,8.1,12.5,4.6
1993/3/30,9.0,13.2,3.4
1993/3/31,12.1,14.0,9.9
