ダウンロードした時刻：2019/10/10 15:37:05

,盛岡,盛岡,盛岡
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1994/12/1,2.8,10.6,-3.1
1994/12/2,6.8,10.8,1.5
1994/12/3,2.6,10.1,-0.4
1994/12/4,0.0,1.8,-0.8
1994/12/5,0.2,3.0,-1.1
1994/12/6,2.0,4.9,-1.7
1994/12/7,2.4,4.8,0.3
1994/12/8,3.2,7.7,-0.4
1994/12/9,2.6,5.7,-0.8
1994/12/10,1.7,4.1,-0.4
1994/12/11,1.7,6.4,-2.2
1994/12/12,2.5,6.4,-2.4
1994/12/13,2.9,5.8,-2.1
1994/12/14,-0.4,3.4,-3.0
1994/12/15,-2.1,-0.5,-3.6
1994/12/16,-5.5,-3.4,-8.5
1994/12/17,-3.8,0.6,-9.0
1994/12/18,-2.5,0.7,-6.4
1994/12/19,-4.7,-0.4,-8.8
1994/12/20,-4.3,-1.0,-8.8
1994/12/21,-0.3,4.1,-4.6
1994/12/22,1.5,5.2,-4.1
1994/12/23,2.8,5.9,1.5
1994/12/24,6.2,10.5,1.3
1994/12/25,3.1,7.8,-1.0
1994/12/26,0.0,5.7,-4.8
1994/12/27,0.7,5.4,-1.3
1994/12/28,0.6,4.8,-3.1
1994/12/29,-0.6,1.6,-3.3
1994/12/30,-1.8,2.7,-6.6
1994/12/31,-1.0,1.5,-3.5
1995/1/1,-3.9,-1.4,-7.9
1995/1/2,-3.0,1.5,-9.7
1995/1/3,0.9,3.7,-4.3
1995/1/4,2.9,4.5,1.2
1995/1/5,1.6,5.2,-1.0
1995/1/6,-2.3,0.2,-5.5
1995/1/7,-0.9,1.3,-4.0
1995/1/8,-0.3,4.3,-5.0
1995/1/9,-1.0,4.8,-8.4
1995/1/10,-1.9,2.7,-4.4
1995/1/11,-3.5,0.0,-7.7
1995/1/12,-5.9,0.0,-11.0
1995/1/13,-4.8,0.7,-8.3
1995/1/14,-6.5,-1.1,-10.9
1995/1/15,-6.4,-1.8,-10.3
1995/1/16,-5.5,-0.6,-9.2
1995/1/17,-5.9,-0.6,-12.1
1995/1/18,-4.2,-0.3,-9.2
1995/1/19,-3.2,-0.7,-5.5
1995/1/20,-1.9,2.7,-8.5
1995/1/21,-5.5,1.1,-12.0
1995/1/22,-4.3,-0.6,-9.9
1995/1/23,1.9,4.6,-0.6
1995/1/24,1.0,5.6,-2.1
1995/1/25,-1.4,2.2,-5.2
1995/1/26,-2.6,3.1,-8.6
1995/1/27,-3.1,0.3,-6.5
1995/1/28,-4.1,1.6,-10.6
1995/1/29,-1.4,4.8,-5.3
1995/1/30,-4.0,1.1,-6.8
1995/1/31,-3.5,-0.4,-7.0
1995/2/1,0.7,4.3,-2.7
1995/2/2,-1.5,1.3,-4.2
1995/2/3,-2.7,2.0,-6.7
1995/2/4,-2.6,3.3,-6.6
1995/2/5,-4.6,1.7,-10.2
1995/2/6,-3.6,2.7,-10.0
1995/2/7,-2.0,3.2,-6.4
1995/2/8,0.6,5.8,-2.9
1995/2/9,-0.2,4.4,-5.7
1995/2/10,-1.9,2.0,-5.4
1995/2/11,-1.0,4.8,-6.8
1995/2/12,1.1,5.2,-3.4
1995/2/13,2.9,7.9,0.0
1995/2/14,-0.1,3.5,-3.0
1995/2/15,-1.8,3.7,-5.4
1995/2/16,-2.2,-0.3,-4.9
1995/2/17,-2.3,1.2,-6.0
1995/2/18,-1.0,2.9,-3.3
1995/2/19,-0.5,4.3,-4.7
1995/2/20,0.1,5.3,-5.3
1995/2/21,1.3,5.6,-1.0
1995/2/22,1.4,4.7,-1.9
1995/2/23,1.5,6.2,-2.9
1995/2/24,0.1,4.2,-4.3
1995/2/25,-1.6,5.0,-7.8
1995/2/26,-1.2,4.6,-7.6
1995/2/27,1.0,5.3,-1.0
1995/2/28,0.0,4.7,-3.1
1995/3/1,1.4,6.9,-3.2
1995/3/2,0.0,3.5,-3.4
1995/3/3,-1.2,3.8,-4.9
1995/3/4,-1.8,3.1,-6.1
1995/3/5,-2.3,4.0,-8.3
1995/3/6,-1.2,5.2,-7.5
1995/3/7,1.0,7.3,-4.5
1995/3/8,1.6,8.7,-3.6
1995/3/9,2.7,8.7,-2.0
1995/3/10,0.8,7.5,-5.0
1995/3/11,1.4,3.1,0.2
1995/3/12,2.3,4.7,0.0
1995/3/13,2.4,7.5,-1.3
1995/3/14,3.3,9.1,-3.0
1995/3/15,4.1,11.5,-1.4
1995/3/16,5.3,10.6,-3.1
1995/3/17,9.4,13.5,2.5
1995/3/18,1.6,4.9,-1.0
1995/3/19,1.7,8.4,-3.3
1995/3/20,3.4,7.1,-1.0
1995/3/21,8.3,14.2,3.3
1995/3/22,4.2,7.9,-0.7
1995/3/23,3.3,8.7,-1.7
1995/3/24,3.5,7.3,0.7
1995/3/25,1.2,3.1,-1.6
1995/3/26,1.2,7.4,-3.7
1995/3/27,2.0,5.7,-2.6
1995/3/28,3.5,8.9,-1.4
1995/3/29,3.7,10.0,-2.9
1995/3/30,6.2,8.8,2.7
1995/3/31,8.6,14.0,5.6
