ダウンロードした時刻：2019/10/10 16:10:08

,岡山,岡山,岡山
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1993/12/1,12.6,16.0,9.2
1993/12/2,10.6,15.3,5.4
1993/12/3,12.2,16.8,10.3
1993/12/4,7.3,10.4,4.2
1993/12/5,7.6,11.8,4.3
1993/12/6,6.4,11.1,1.7
1993/12/7,6.9,11.7,1.0
1993/12/8,8.0,13.0,4.0
1993/12/9,8.0,13.2,2.8
1993/12/10,7.7,9.4,5.6
1993/12/11,8.9,11.2,4.7
1993/12/12,6.2,10.9,1.8
1993/12/13,6.7,9.8,2.8
1993/12/14,8.0,10.9,3.9
1993/12/15,5.2,9.4,1.9
1993/12/16,4.8,8.5,0.4
1993/12/17,5.2,8.9,1.4
1993/12/18,5.2,8.1,1.2
1993/12/19,6.5,10.7,1.7
1993/12/20,6.5,8.7,3.8
1993/12/21,4.6,8.9,1.3
1993/12/22,3.1,5.9,0.1
1993/12/23,5.6,8.2,3.4
1993/12/24,7.4,11.8,2.4
1993/12/25,7.4,12.9,2.8
1993/12/26,7.5,13.3,2.7
1993/12/27,8.3,12.5,4.4
1993/12/28,6.7,9.7,4.5
1993/12/29,6.1,10.0,2.9
1993/12/30,5.6,10.7,0.1
1993/12/31,6.6,10.3,4.5
1994/1/1,5.1,8.1,1.5
1994/1/2,5.3,11.7,0.4
1994/1/3,5.6,9.2,2.2
1994/1/4,6.9,12.5,2.0
1994/1/5,4.8,9.3,0.7
1994/1/6,7.1,12.8,2.9
1994/1/7,5.9,8.2,1.8
1994/1/8,3.5,8.4,-0.3
1994/1/9,4.9,11.0,-0.6
1994/1/10,6.7,12.7,0.9
1994/1/11,7.6,12.3,2.5
1994/1/12,7.4,10.8,3.5
1994/1/13,6.3,8.2,4.0
1994/1/14,5.8,9.7,2.6
1994/1/15,4.0,8.1,0.0
1994/1/16,4.2,9.3,-1.3
1994/1/17,7.5,10.6,4.1
1994/1/18,7.6,11.7,3.8
1994/1/19,3.1,5.6,0.5
1994/1/20,2.8,6.5,-0.9
1994/1/21,3.3,7.2,0.2
1994/1/22,2.2,6.5,-0.8
1994/1/23,1.6,6.8,-1.5
1994/1/24,1.7,6.4,-2.6
1994/1/25,3.6,7.6,-1.2
1994/1/26,6.0,12.0,0.1
1994/1/27,5.5,8.9,2.3
1994/1/28,4.0,6.9,1.3
1994/1/29,2.3,4.8,-1.2
1994/1/30,1.3,5.4,-2.3
1994/1/31,2.7,7.3,-2.5
1994/2/1,6.6,11.4,3.2
1994/2/2,4.7,8.3,2.7
1994/2/3,3.2,6.2,1.1
1994/2/4,4.2,7.9,-0.2
1994/2/5,6.9,11.4,3.5
1994/2/6,7.6,12.6,3.7
1994/2/7,8.2,14.2,3.1
1994/2/8,5.6,10.2,1.0
1994/2/9,6.1,9.5,2.8
1994/2/10,2.7,5.6,1.0
1994/2/11,3.1,6.6,-0.6
1994/2/12,1.5,4.8,-0.5
1994/2/13,2.4,6.8,-1.8
1994/2/14,5.4,10.6,0.4
1994/2/15,3.4,6.1,1.3
1994/2/16,4.9,10.3,-0.5
1994/2/17,5.7,10.9,1.1
1994/2/18,5.4,11.4,-0.5
1994/2/19,7.3,14.0,1.3
1994/2/20,9.2,13.2,5.7
1994/2/21,8.1,11.9,2.7
1994/2/22,6.1,10.3,2.3
1994/2/23,5.8,9.4,3.0
1994/2/24,3.0,5.7,1.2
1994/2/25,4.6,8.3,1.4
1994/2/26,4.8,8.4,2.3
1994/2/27,5.1,8.4,1.5
1994/2/28,6.9,11.3,2.3
1994/3/1,6.8,12.4,2.2
1994/3/2,6.4,11.1,3.1
1994/3/3,5.7,10.5,-0.1
1994/3/4,7.3,12.1,2.6
1994/3/5,5.3,10.3,1.7
1994/3/6,5.3,9.7,0.0
1994/3/7,6.5,9.9,2.3
1994/3/8,10.5,13.0,8.3
1994/3/9,11.4,16.4,8.6
1994/3/10,6.4,10.1,2.6
1994/3/11,5.9,10.7,-0.8
1994/3/12,5.3,7.7,3.7
1994/3/13,7.3,10.5,4.6
1994/3/14,5.6,10.4,2.6
1994/3/15,4.7,9.9,0.3
1994/3/16,5.5,10.1,-0.4
1994/3/17,7.6,12.8,2.5
1994/3/18,7.6,13.4,1.3
1994/3/19,10.9,16.0,5.3
1994/3/20,9.3,14.4,5.7
1994/3/21,7.0,11.7,2.1
1994/3/22,6.6,10.7,1.9
1994/3/23,8.1,9.5,6.5
1994/3/24,7.9,12.6,3.2
1994/3/25,5.5,9.7,2.6
1994/3/26,5.2,10.5,2.4
1994/3/27,6.4,11.4,0.2
1994/3/28,9.3,15.4,2.1
1994/3/29,10.2,14.5,5.6
1994/3/30,8.3,14.9,1.3
1994/3/31,12.1,20.4,3.7
