ダウンロードした時刻：2019/10/10 15:38:37

,酒田,酒田,酒田
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2001/12/1,5.6,8.6,3.2
2001/12/2,4.6,8.1,0.5
2001/12/3,6.7,11.8,1.3
2001/12/4,4.7,7.6,0.7
2001/12/5,3.9,5.8,1.4
2001/12/6,4.4,8.1,2.1
2001/12/7,4.3,6.0,1.9
2001/12/8,4.1,5.7,1.5
2001/12/9,4.0,5.4,1.8
2001/12/10,1.9,3.6,-0.6
2001/12/11,2.4,3.9,-1.1
2001/12/12,4.1,7.1,1.1
2001/12/13,5.0,9.4,1.1
2001/12/14,1.5,4.3,0.2
2001/12/15,1.4,2.4,-0.6
2001/12/16,2.2,3.6,0.1
2001/12/17,1.2,2.8,0.0
2001/12/18,2.2,3.1,0.9
2001/12/19,2.0,3.2,-0.3
2001/12/20,2.9,4.4,0.4
2001/12/21,3.0,5.6,1.3
2001/12/22,3.6,5.6,2.4
2001/12/23,2.3,4.7,0.5
2001/12/24,2.9,5.8,1.1
2001/12/25,1.5,5.9,-1.8
2001/12/26,2.3,6.0,-1.5
2001/12/27,3.4,5.6,1.4
2001/12/28,1.9,4.2,-0.3
2001/12/29,3.3,5.8,0.9
2001/12/30,3.2,5.9,0.0
2001/12/31,1.6,3.1,-1.0
2002/1/1,2.8,9.2,-0.1
2002/1/2,-0.4,2.0,-3.3
2002/1/3,0.8,2.8,-2.3
2002/1/4,1.5,3.9,0.4
2002/1/5,1.8,4.4,0.0
2002/1/6,0.7,4.5,-2.5
2002/1/7,1.0,6.1,-4.1
2002/1/8,3.8,6.6,2.0
2002/1/9,2.5,4.3,0.4
2002/1/10,3.7,5.7,1.4
2002/1/11,4.0,6.7,1.7
2002/1/12,6.4,10.3,4.3
2002/1/13,4.6,6.5,1.6
2002/1/14,2.4,4.9,0.8
2002/1/15,5.4,11.5,0.5
2002/1/16,3.2,7.5,0.6
2002/1/17,2.9,5.0,1.0
2002/1/18,2.6,4.2,1.1
2002/1/19,2.1,5.2,-2.2
2002/1/20,1.4,5.8,-4.1
2002/1/21,8.2,11.4,4.4
2002/1/22,5.3,8.5,1.5
2002/1/23,3.2,5.1,1.0
2002/1/24,2.7,4.1,1.1
2002/1/25,2.0,3.6,-0.1
2002/1/26,3.1,5.8,0.3
2002/1/27,3.0,5.6,0.9
2002/1/28,3.3,4.6,1.3
2002/1/29,0.7,2.6,-0.4
2002/1/30,1.3,3.3,0.3
2002/1/31,1.6,3.4,-0.6
2002/2/1,2.0,4.7,-0.5
2002/2/2,3.7,6.8,0.5
2002/2/3,3.5,7.1,-0.7
2002/2/4,1.5,6.5,-2.8
2002/2/5,3.0,6.5,-1.0
2002/2/6,5.3,10.2,1.4
2002/2/7,5.2,12.9,2.2
2002/2/8,7.3,9.8,5.3
2002/2/9,-0.1,7.0,-3.2
2002/2/10,-0.5,1.7,-3.1
2002/2/11,-0.7,1.0,-2.3
2002/2/12,-1.5,0.4,-3.3
2002/2/13,-1.6,1.2,-3.4
2002/2/14,-0.3,2.9,-4.6
2002/2/15,0.9,3.1,-1.8
2002/2/16,3.6,6.4,0.7
2002/2/17,3.9,7.4,0.0
2002/2/18,2.4,6.9,-1.7
2002/2/19,2.3,5.1,-2.2
2002/2/20,5.5,7.6,2.3
2002/2/21,7.1,10.5,4.4
2002/2/22,6.9,9.4,4.8
2002/2/23,5.4,7.6,2.9
2002/2/24,3.1,4.9,2.0
2002/2/25,4.3,7.8,0.7
2002/2/26,4.0,9.3,-0.4
2002/2/27,6.2,12.6,1.2
2002/2/28,6.0,9.5,2.9
2002/3/1,5.4,11.1,1.4
2002/3/2,1.4,9.4,-1.0
2002/3/3,0.5,2.2,-1.2
2002/3/4,3.3,7.0,-0.4
2002/3/5,4.3,9.8,-1.4
2002/3/6,6.5,9.6,4.3
2002/3/7,5.3,7.6,2.0
2002/3/8,4.2,6.2,1.6
2002/3/9,8.2,11.0,4.3
2002/3/10,6.9,11.9,2.3
2002/3/11,6.4,9.3,1.8
2002/3/12,7.1,9.4,4.8
2002/3/13,7.2,10.0,4.7
2002/3/14,9.3,16.1,2.0
2002/3/15,9.0,11.0,6.1
2002/3/16,6.4,9.9,3.1
2002/3/17,8.4,13.5,2.4
2002/3/18,7.6,12.2,2.6
2002/3/19,6.2,11.9,1.0
2002/3/20,6.9,10.4,2.9
2002/3/21,10.6,19.0,2.7
2002/3/22,8.1,11.0,4.4
2002/3/23,5.1,7.4,2.6
2002/3/24,4.8,7.5,1.7
2002/3/25,5.7,9.5,2.3
2002/3/26,10.0,16.9,2.0
2002/3/27,7.4,9.9,4.6
2002/3/28,5.9,9.7,3.2
2002/3/29,9.4,16.2,2.7
2002/3/30,9.6,11.5,8.5
2002/3/31,9.5,14.6,5.1
