ダウンロードした時刻：2017/07/24 15:38:43

,新潟,新潟,新潟
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1995/1/1,1.8,4.3,0.4
1995/1/2,1.8,2.9,0.3
1995/1/3,4.2,8.2,-0.9
1995/1/4,5.3,8.7,3.7
1995/1/5,5.1,8.8,1.6
1995/1/6,2.0,3.2,0.1
1995/1/7,4.8,7.3,1.0
1995/1/8,5.7,9.3,1.2
1995/1/9,6.6,15.0,0.6
1995/1/10,3.2,6.9,0.5
1995/1/11,0.6,2.5,-0.5
1995/1/12,1.0,2.6,-0.3
1995/1/13,1.1,3.2,-1.0
1995/1/14,-0.6,1.2,-2.0
1995/1/15,0.0,1.7,-1.6
1995/1/16,0.3,2.1,-1.9
1995/1/17,0.9,3.1,-1.7
1995/1/18,2.4,5.6,-0.6
1995/1/19,1.1,3.0,-0.8
1995/1/20,1.8,4.6,-0.7
1995/1/21,3.4,6.3,-0.1
1995/1/22,4.7,6.5,3.0
1995/1/23,5.0,6.7,3.6
1995/1/24,3.8,6.1,2.0
1995/1/25,2.8,4.7,1.2
1995/1/26,1.6,4.3,0.3
1995/1/27,0.7,2.5,-0.9
1995/1/28,1.1,4.6,-1.6
1995/1/29,1.2,2.6,0.2
1995/1/30,-0.4,2.4,-2.1
1995/1/31,0.5,2.8,-2.5
1995/2/1,2.6,5.0,0.1
1995/2/2,2.4,3.9,0.6
1995/2/3,1.6,3.5,0.1
1995/2/4,1.6,4.6,-0.9
1995/2/5,1.3,4.8,-1.9
1995/2/6,1.0,3.4,-2.5
1995/2/7,3.2,5.7,0.3
1995/2/8,4.2,9.5,1.0
1995/2/9,3.8,6.5,1.5
1995/2/10,2.4,3.9,-0.6
1995/2/11,2.4,6.4,-0.3
1995/2/12,4.4,9.7,-1.9
1995/2/13,3.8,5.3,2.8
1995/2/14,2.6,5.6,0.0
1995/2/15,1.4,3.8,-0.3
1995/2/16,2.6,6.4,0.7
1995/2/17,2.1,4.6,0.5
1995/2/18,2.9,4.9,0.4
1995/2/19,3.9,7.1,2.2
1995/2/20,3.6,4.9,2.4
1995/2/21,3.7,5.9,0.6
1995/2/22,4.2,7.0,2.0
1995/2/23,4.5,8.8,0.6
1995/2/24,4.2,7.0,1.2
1995/2/25,2.9,5.4,0.3
1995/2/26,4.8,9.2,0.4
1995/2/27,5.3,8.0,3.2
1995/2/28,4.8,7.6,0.6
1995/3/1,5.7,8.7,4.0
1995/3/2,3.0,5.4,1.2
1995/3/3,2.9,6.6,-0.6
1995/3/4,3.1,4.7,0.8
1995/3/5,2.9,6.0,0.8
1995/3/6,3.5,7.0,0.4
1995/3/7,4.4,8.9,-0.5
1995/3/8,6.8,10.5,4.0
1995/3/9,7.0,10.1,3.4
1995/3/10,5.7,10.2,2.4
1995/3/11,5.2,7.0,3.6
1995/3/12,6.3,9.6,2.8
1995/3/13,6.2,9.2,3.9
1995/3/14,6.5,9.1,4.6
1995/3/15,6.7,10.0,3.0
1995/3/16,9.5,12.9,4.0
1995/3/17,11.2,19.1,3.5
1995/3/18,3.8,5.6,2.3
1995/3/19,3.8,9.6,0.7
1995/3/20,7.1,12.6,1.4
1995/3/21,10.1,16.9,4.3
1995/3/22,6.6,10.7,4.6
1995/3/23,6.5,8.8,4.1
1995/3/24,7.1,8.6,5.8
1995/3/25,4.0,5.9,2.5
1995/3/26,3.7,6.4,1.8
1995/3/27,4.9,10.2,0.5
1995/3/28,6.0,9.7,3.2
1995/3/29,8.3,14.5,2.0
1995/3/30,10.9,14.2,7.6
1995/3/31,10.0,12.8,6.9
1995/4/1,7.1,10.6,4.6
1995/4/2,5.6,9.0,2.7
1995/4/3,5.3,8.8,1.5
1995/4/4,8.9,13.3,3.8
1995/4/5,10.5,16.6,4.4
1995/4/6,14.0,21.4,6.1
1995/4/7,11.4,14.3,8.8
1995/4/8,12.7,21.1,4.1
1995/4/9,13.8,21.9,9.1
1995/4/10,8.4,11.7,5.4
1995/4/11,6.9,9.4,3.6
1995/4/12,7.7,12.0,5.5
1995/4/13,10.2,14.0,6.1
1995/4/14,11.0,15.6,6.3
1995/4/15,11.2,14.1,9.1
1995/4/16,14.2,21.0,8.0
1995/4/17,11.4,15.5,8.8
1995/4/18,16.3,24.6,7.1
1995/4/19,11.5,15.4,6.6
1995/4/20,10.4,14.3,5.6
1995/4/21,13.1,19.2,5.1
1995/4/22,16.0,18.8,12.3
1995/4/23,13.9,18.1,9.3
1995/4/24,12.7,16.7,8.7
1995/4/25,15.4,20.6,11.1
1995/4/26,12.8,15.8,10.9
1995/4/27,14.1,18.7,10.7
1995/4/28,17.0,23.4,11.4
1995/4/29,19.3,25.4,11.4
1995/4/30,16.7,21.1,14.4
1995/5/1,18.0,23.7,13.7
