É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2019/10/10 15:55:51

,çbï{,çbï{,çbï{
îNåéì˙,ïΩãœãCâ∑(Åé),ç≈çÇãCâ∑(Åé),ç≈í·ãCâ∑(Åé)
,,,
2015/12/1,8.3,16.1,1.5
2015/12/2,10.2,16.4,3.5
2015/12/3,12.1,15.7,8.6
2015/12/4,9.0,13.1,3.3
2015/12/5,7.7,15.8,0.7
2015/12/6,7.6,12.4,2.1
2015/12/7,7.7,13.5,1.9
2015/12/8,6.3,13.1,1.0
2015/12/9,5.3,12.4,-0.6
2015/12/10,6.7,10.9,1.4
2015/12/11,12.6,23.0,6.7
2015/12/12,11.1,15.8,7.8
2015/12/13,9.0,10.4,7.8
2015/12/14,11.6,15.0,9.3
2015/12/15,11.6,16.7,7.6
2015/12/16,12.2,19.4,7.9
2015/12/17,7.0,11.1,2.6
2015/12/18,4.4,9.9,-0.8
2015/12/19,4.3,12.1,-1.2
2015/12/20,3.9,10.1,-2.4
2015/12/21,4.9,10.0,1.1
2015/12/22,6.1,14.3,-0.4
2015/12/23,6.3,8.5,3.1
2015/12/24,7.9,11.5,5.0
2015/12/25,9.2,16.3,4.0
2015/12/26,6.5,12.9,0.6
2015/12/27,7.8,13.4,3.7
2015/12/28,3.3,9.4,-2.3
2015/12/29,3.2,11.4,-2.1
2015/12/30,2.9,9.6,-4.1
2015/12/31,4.4,11.0,-1.0
2016/1/1,4.2,12.0,-1.5
2016/1/2,3.0,10.8,-2.9
2016/1/3,4.3,13.4,-1.9
2016/1/4,5.5,14.6,-1.4
2016/1/5,7.3,15.5,-1.0
2016/1/6,6.8,10.9,2.4
2016/1/7,6.9,14.2,1.2
2016/1/8,4.6,11.6,-1.6
2016/1/9,4.5,12.2,-1.3
2016/1/10,5.3,13.7,-2.2
2016/1/11,4.5,11.3,-1.3
2016/1/12,2.7,5.0,-1.8
2016/1/13,1.2,8.8,-4.4
2016/1/14,2.7,11.3,-4.2
2016/1/15,3.5,11.1,-3.9
2016/1/16,4.0,11.4,-2.8
2016/1/17,3.5,7.9,-2.6
2016/1/18,1.2,4.1,0.1
2016/1/19,1.6,5.0,-3.3
2016/1/20,0.4,7.3,-6.1
2016/1/21,1.1,6.9,-5.1
2016/1/22,2.3,8.8,-2.9
2016/1/23,1.2,4.1,-1.8
2016/1/24,-0.3,3.2,-3.4
2016/1/25,-0.8,6.1,-7.4
2016/1/26,-0.7,6.9,-7.4
2016/1/27,1.2,10.5,-5.5
2016/1/28,3.0,11.7,-4.4
2016/1/29,4.0,4.9,2.4
2016/1/30,5.2,7.4,3.9
2016/1/31,5.5,10.5,0.5
2016/2/1,2.4,4.4,0.0
2016/2/2,4.1,9.6,0.7
2016/2/3,2.7,7.2,-2.1
2016/2/4,3.4,9.3,-1.2
2016/2/5,4.1,11.8,-2.6
2016/2/6,5.3,11.2,-0.1
2016/2/7,4.0,9.9,-1.0
2016/2/8,3.5,10.3,-1.9
2016/2/9,3.2,9.1,-2.6
2016/2/10,4.3,9.8,0.1
2016/2/11,3.3,11.1,-3.8
2016/2/12,5.2,11.0,-2.1
2016/2/13,9.8,17.2,2.4
2016/2/14,15.0,24.1,9.9
2016/2/15,8.1,15.1,0.6
2016/2/16,3.2,9.8,-2.8
2016/2/17,2.9,9.9,-3.1
2016/2/18,3.6,11.7,-3.6
2016/2/19,7.3,17.1,-0.6
2016/2/20,5.0,7.5,4.1
2016/2/21,9.3,15.2,4.5
2016/2/22,6.5,12.0,1.4
2016/2/23,8.5,15.1,2.1
2016/2/24,4.5,7.6,1.3
2016/2/25,3.0,9.5,-2.0
2016/2/26,3.5,11.4,-2.7
2016/2/27,4.7,12.1,-3.2
2016/2/28,7.5,15.9,0.2
2016/2/29,7.6,15.5,3.0
2016/3/1,4.1,10.0,0.7
2016/3/2,4.8,12.8,-3.1
2016/3/3,7.8,18.0,-1.9
2016/3/4,8.8,18.3,-0.1
2016/3/5,11.1,19.3,3.3
2016/3/6,12.4,21.4,5.1
2016/3/7,11.9,13.8,10.4
2016/3/8,15.3,22.9,11.1
2016/3/9,10.8,14.0,7.5
2016/3/10,6.1,9.0,3.3
2016/3/11,3.8,6.4,1.3
2016/3/12,6.0,9.4,2.3
2016/3/13,7.0,12.7,1.1
2016/3/14,4.5,6.9,2.0
2016/3/15,7.6,13.7,2.2
2016/3/16,7.6,13.7,0.2
2016/3/17,11.9,22.1,3.0
2016/3/18,12.1,18.7,4.3
2016/3/19,14.3,19.6,11.2
2016/3/20,12.8,19.2,7.7
2016/3/21,9.0,15.5,6.1
2016/3/22,9.9,17.1,5.3
2016/3/23,10.0,18.1,3.9
2016/3/24,8.0,14.6,4.5
2016/3/25,6.7,14.1,0.7
2016/3/26,7.7,14.2,2.3
2016/3/27,10.0,17.7,3.7
2016/3/28,9.7,17.2,4.2
2016/3/29,11.5,17.7,6.5
2016/3/30,13.5,19.6,6.9
2016/3/31,13.5,21.3,6.2
