ダウンロードした時刻：2019/10/10 16:16:03

,高松,高松,高松
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1988/12/1,8.6,13.9,2.6
1988/12/2,6.9,12.5,2.0
1988/12/3,6.5,12.9,0.5
1988/12/4,7.8,11.8,3.1
1988/12/5,6.1,9.8,3.4
1988/12/6,4.8,10.9,-0.1
1988/12/7,5.7,14.5,-1.2
1988/12/8,7.3,14.4,0.4
1988/12/9,7.4,10.7,4.5
1988/12/10,5.6,9.0,2.5
1988/12/11,6.0,10.4,2.1
1988/12/12,5.1,12.5,-0.9
1988/12/13,5.1,13.0,-1.0
1988/12/14,7.5,15.5,0.0
1988/12/15,4.3,7.4,0.3
1988/12/16,2.7,5.5,-0.7
1988/12/17,5.4,9.0,2.5
1988/12/18,6.6,11.7,0.4
1988/12/19,10.6,15.8,5.0
1988/12/20,10.7,14.9,4.4
1988/12/21,10.3,14.0,6.7
1988/12/22,6.9,11.4,1.2
1988/12/23,4.2,9.6,-1.4
1988/12/24,7.1,11.5,0.3
1988/12/25,7.4,11.0,2.2
1988/12/26,6.4,11.0,1.6
1988/12/27,6.3,11.4,-1.2
1988/12/28,7.3,11.3,4.3
1988/12/29,4.3,7.6,0.6
1988/12/30,3.8,9.7,-1.6
1988/12/31,5.8,10.3,-0.6
1989/1/1,7.0,10.2,1.8
1989/1/2,3.8,10.1,-1.6
1989/1/3,7.9,12.6,-0.3
1989/1/4,6.9,10.3,3.3
1989/1/5,4.2,9.5,-0.9
1989/1/6,4.0,9.8,-2.9
1989/1/7,8.9,11.4,4.1
1989/1/8,13.5,18.2,10.7
1989/1/9,11.5,13.0,9.8
1989/1/10,10.8,14.6,6.8
1989/1/11,8.8,11.1,4.4
1989/1/12,9.3,11.8,4.9
1989/1/13,6.6,9.6,3.1
1989/1/14,7.0,8.6,5.6
1989/1/15,4.3,7.7,-0.5
1989/1/16,3.8,11.5,-2.4
1989/1/17,4.8,11.3,0.0
1989/1/18,6.7,9.8,0.3
1989/1/19,11.4,14.6,6.7
1989/1/20,12.8,15.6,11.0
1989/1/21,9.6,12.4,6.5
1989/1/22,6.8,8.5,3.3
1989/1/23,7.8,9.5,5.7
1989/1/24,7.7,11.1,3.4
1989/1/25,5.4,10.8,0.2
1989/1/26,4.7,7.0,0.6
1989/1/27,4.7,9.1,1.7
1989/1/28,2.9,6.4,0.8
1989/1/29,2.7,6.9,-0.7
1989/1/30,3.7,9.6,-2.8
1989/1/31,6.4,12.1,-1.1
1989/2/1,6.8,9.5,2.6
1989/2/2,3.4,6.9,0.1
1989/2/3,3.7,8.3,0.5
1989/2/4,3.9,9.1,-0.7
1989/2/5,3.8,9.7,-2.4
1989/2/6,5.7,12.4,-1.2
1989/2/7,5.5,10.3,0.0
1989/2/8,7.4,9.4,3.1
1989/2/9,10.1,12.6,7.8
1989/2/10,5.9,8.0,3.2
1989/2/11,4.9,8.6,0.4
1989/2/12,6.3,11.3,1.0
1989/2/13,5.3,10.1,1.2
1989/2/14,5.3,10.1,1.3
1989/2/15,6.6,12.6,-1.7
1989/2/16,10.4,12.4,7.6
1989/2/17,10.1,11.8,8.7
1989/2/18,8.9,12.5,6.4
1989/2/19,6.8,10.6,3.8
1989/2/20,6.8,11.7,0.4
1989/2/21,8.2,9.4,7.5
1989/2/22,7.1,8.8,5.5
1989/2/23,5.3,6.8,3.8
1989/2/24,6.2,7.4,4.3
1989/2/25,9.3,11.2,7.2
1989/2/26,7.2,11.3,1.9
1989/2/27,5.2,11.1,-1.1
1989/2/28,9.0,15.4,2.4
1989/3/1,8.5,12.3,3.7
1989/3/2,6.8,12.0,-0.3
1989/3/3,12.9,19.7,6.0
1989/3/4,11.5,14.9,8.5
1989/3/5,8.0,11.0,4.7
1989/3/6,5.8,11.5,0.0
1989/3/7,6.3,9.4,3.7
1989/3/8,5.5,9.4,1.3
1989/3/9,5.3,10.8,-1.5
1989/3/10,6.5,12.7,-0.1
1989/3/11,7.7,14.1,0.7
1989/3/12,9.7,15.7,1.2
1989/3/13,10.0,10.8,9.3
1989/3/14,13.5,18.4,9.8
1989/3/15,11.2,16.3,6.2
1989/3/16,9.1,14.3,2.9
1989/3/17,8.0,10.9,5.5
1989/3/18,7.8,13.1,3.9
1989/3/19,7.9,14.9,0.4
1989/3/20,7.8,13.7,1.6
1989/3/21,8.5,14.6,1.8
1989/3/22,8.3,12.9,2.6
1989/3/23,8.2,12.9,1.9
1989/3/24,11.6,15.1,7.7
1989/3/25,10.2,13.9,5.8
1989/3/26,7.5,11.8,1.6
1989/3/27,8.4,11.5,5.9
1989/3/28,9.8,15.5,5.4
1989/3/29,9.4,16.0,3.3
1989/3/30,10.3,17.3,2.7
1989/3/31,11.9,16.3,8.4
