ダウンロードした時刻：2019/10/10 15:52:49

,敦賀,敦賀,敦賀
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1999/12/1,10.2,12.3,7.3
1999/12/2,10.5,13.2,9.1
1999/12/3,8.6,10.5,7.0
1999/12/4,8.0,12.8,1.4
1999/12/5,11.6,14.9,8.8
1999/12/6,10.7,13.9,6.9
1999/12/7,7.1,9.2,4.2
1999/12/8,7.3,10.6,3.5
1999/12/9,10.7,14.0,7.5
1999/12/10,11.3,14.7,7.3
1999/12/11,9.2,11.0,6.5
1999/12/12,6.2,8.0,4.4
1999/12/13,7.4,10.2,4.8
1999/12/14,6.4,7.8,4.9
1999/12/15,6.2,8.7,3.9
1999/12/16,8.1,13.1,4.6
1999/12/17,8.9,13.8,6.5
1999/12/18,5.0,6.9,2.8
1999/12/19,3.9,6.0,0.8
1999/12/20,3.4,7.2,0.0
1999/12/21,1.3,4.8,-0.6
1999/12/22,1.9,5.9,-0.1
1999/12/23,2.1,4.5,0.3
1999/12/24,6.2,9.0,2.8
1999/12/25,6.5,9.3,2.9
1999/12/26,3.6,6.7,0.6
1999/12/27,5.8,9.9,1.6
1999/12/28,7.0,10.9,1.6
1999/12/29,7.1,11.4,4.7
1999/12/30,7.0,12.7,2.8
1999/12/31,6.8,13.4,1.1
2000/1/1,7.3,9.7,2.2
2000/1/2,7.0,12.7,0.0
2000/1/3,9.9,12.2,8.3
2000/1/4,8.6,10.9,6.9
2000/1/5,8.6,11.5,4.2
2000/1/6,12.9,14.9,10.6
2000/1/7,9.5,14.1,6.2
2000/1/8,6.8,9.0,4.7
2000/1/9,7.4,9.7,5.1
2000/1/10,8.6,10.6,7.0
2000/1/11,6.0,8.4,2.3
2000/1/12,6.9,11.2,2.0
2000/1/13,11.7,13.7,10.3
2000/1/14,9.0,11.2,6.5
2000/1/15,6.1,10.7,2.7
2000/1/16,4.3,8.5,0.0
2000/1/17,7.6,11.0,5.3
2000/1/18,6.7,10.6,1.5
2000/1/19,5.4,12.2,0.1
2000/1/20,3.4,6.0,-0.4
2000/1/21,1.7,3.0,-0.2
2000/1/22,3.0,4.8,1.1
2000/1/23,5.0,7.3,2.4
2000/1/24,6.9,8.5,5.3
2000/1/25,3.0,5.4,0.9
2000/1/26,1.5,4.3,-0.6
2000/1/27,0.7,3.8,-0.8
2000/1/28,2.4,5.9,-0.6
2000/1/29,4.4,9.8,-0.8
2000/1/30,5.9,6.8,4.1
2000/1/31,3.2,6.4,1.7
2000/2/1,3.2,4.5,1.5
2000/2/2,2.9,5.7,0.7
2000/2/3,4.9,10.0,1.5
2000/2/4,5.4,7.0,3.4
2000/2/5,5.6,10.2,1.7
2000/2/6,6.8,8.8,2.5
2000/2/7,6.1,8.5,3.2
2000/2/8,3.4,6.5,-2.1
2000/2/9,2.7,4.8,0.5
2000/2/10,4.0,6.5,1.6
2000/2/11,4.4,7.4,2.8
2000/2/12,7.3,10.7,3.8
2000/2/13,6.8,10.3,2.2
2000/2/14,7.3,12.7,2.2
2000/2/15,2.3,6.4,-0.1
2000/2/16,1.1,2.2,0.0
2000/2/17,0.3,1.8,-1.1
2000/2/18,1.8,3.3,0.3
2000/2/19,2.3,4.7,0.0
2000/2/20,3.4,6.7,0.5
2000/2/21,1.9,4.2,0.0
2000/2/22,2.0,3.4,0.0
2000/2/23,3.8,6.2,1.5
2000/2/24,2.0,4.0,0.7
2000/2/25,1.3,4.1,-0.9
2000/2/26,1.6,4.1,-1.0
2000/2/27,3.2,5.3,0.4
2000/2/28,2.7,5.3,0.3
2000/2/29,0.6,2.8,-1.0
2000/3/1,2.9,7.6,-0.5
2000/3/2,5.5,13.3,-1.4
2000/3/3,7.9,13.4,2.0
2000/3/4,8.8,10.5,6.6
2000/3/5,8.4,13.2,3.1
2000/3/6,6.3,11.7,0.7
2000/3/7,5.1,7.8,2.9
2000/3/8,1.9,4.1,0.4
2000/3/9,2.8,4.7,0.5
2000/3/10,3.5,7.2,0.5
2000/3/11,4.5,8.0,0.8
2000/3/12,6.2,11.2,3.0
2000/3/13,5.3,9.9,2.6
2000/3/14,4.8,11.0,-0.8
2000/3/15,6.8,11.3,0.3
2000/3/16,9.1,10.9,7.2
2000/3/17,6.1,8.7,1.3
2000/3/18,8.4,15.5,0.4
2000/3/19,9.5,11.8,7.3
2000/3/20,6.9,9.5,4.8
2000/3/21,5.9,10.8,0.6
2000/3/22,7.1,11.3,2.2
2000/3/23,9.7,14.0,1.3
2000/3/24,6.9,10.9,2.0
2000/3/25,3.9,6.6,2.0
2000/3/26,3.8,8.7,0.5
2000/3/27,9.3,16.8,1.8
2000/3/28,13.4,17.3,9.8
2000/3/29,9.5,12.2,7.2
2000/3/30,8.9,12.7,5.9
2000/3/31,10.3,16.3,4.8
