ダウンロードした時刻：2019/10/10 15:34:21

,函館,函館,函館
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1986/12/1,0.8,4.2,-1.2
1986/12/2,0.2,2.1,-1.4
1986/12/3,0.7,4.1,-3.0
1986/12/4,5.0,8.0,0.2
1986/12/5,2.4,4.4,-0.1
1986/12/6,0.6,5.4,-2.7
1986/12/7,0.8,2.3,-2.8
1986/12/8,1.8,4.2,-4.4
1986/12/9,3.5,7.8,-1.0
1986/12/10,4.5,9.0,-2.5
1986/12/11,2.8,4.6,1.4
1986/12/12,3.8,7.5,0.4
1986/12/13,0.4,5.1,-2.8
1986/12/14,2.4,5.7,-1.7
1986/12/15,0.6,3.7,-2.1
1986/12/16,-2.4,0.6,-4.6
1986/12/17,-3.3,1.4,-7.9
1986/12/18,0.2,5.2,-7.3
1986/12/19,3.8,6.2,1.4
1986/12/20,-1.2,1.4,-3.2
1986/12/21,-0.5,1.6,-3.8
1986/12/22,-5.2,-3.0,-7.8
1986/12/23,0.3,3.2,-4.0
1986/12/24,1.0,4.7,-0.9
1986/12/25,2.0,4.9,-2.0
1986/12/26,-5.3,0.9,-7.9
1986/12/27,-6.0,-3.9,-8.1
1986/12/28,-4.5,0.0,-9.5
1986/12/29,-3.9,0.7,-7.9
1986/12/30,-4.0,-2.5,-5.4
1986/12/31,-0.5,2.7,-5.4
1987/1/1,-4.4,0.3,-8.5
1987/1/2,-5.8,-2.7,-11.2
1987/1/3,0.5,3.0,-4.0
1987/1/4,-7.4,-1.3,-11.6
1987/1/5,-6.5,-3.1,-9.6
1987/1/6,-5.2,-1.1,-8.6
1987/1/7,-3.9,-0.3,-8.9
1987/1/8,0.6,3.9,-1.3
1987/1/9,-6.0,-0.6,-8.9
1987/1/10,-6.7,-4.6,-10.6
1987/1/11,-6.5,-1.9,-11.2
1987/1/12,-4.6,-0.9,-8.2
1987/1/13,-2.7,-0.2,-8.3
1987/1/14,-4.6,-2.0,-7.6
1987/1/15,-5.8,-3.2,-10.5
1987/1/16,0.1,3.3,-7.1
1987/1/17,2.7,6.4,-1.5
1987/1/18,-3.4,-1.4,-5.4
1987/1/19,-7.0,-4.3,-11.4
1987/1/20,-9.2,-4.4,-13.3
1987/1/21,-7.4,-3.4,-13.8
1987/1/22,-2.8,0.2,-8.5
1987/1/23,3.1,6.1,-3.6
1987/1/24,-1.1,1.9,-6.0
1987/1/25,-6.0,-2.5,-8.8
1987/1/26,-6.0,-3.4,-9.4
1987/1/27,-2.5,-0.7,-5.6
1987/1/28,0.7,2.3,-0.9
1987/1/29,1.9,5.6,-3.2
1987/1/30,-2.0,3.9,-6.7
1987/1/31,-7.0,-5.0,-9.8
1987/2/1,-6.9,-4.5,-9.9
1987/2/2,-3.8,-0.4,-8.0
1987/2/3,-2.3,-1.0,-3.6
1987/2/4,-2.6,-0.6,-5.0
1987/2/5,-2.1,0.4,-4.9
1987/2/6,-1.2,1.9,-5.0
1987/2/7,0.7,3.7,-5.7
1987/2/8,-0.4,3.2,-4.2
1987/2/9,1.8,7.9,-4.9
1987/2/10,2.9,7.8,-1.4
1987/2/11,4.6,7.0,2.5
1987/2/12,-2.3,4.4,-6.1
1987/2/13,-5.4,-2.8,-7.2
1987/2/14,-5.8,-0.7,-9.4
1987/2/15,-8.5,-6.1,-10.0
1987/2/16,-8.0,-6.5,-9.6
1987/2/17,-5.5,-1.8,-9.8
1987/2/18,-5.5,-0.4,-9.6
1987/2/19,-5.6,-1.7,-9.6
1987/2/20,-6.0,-2.0,-10.6
1987/2/21,-3.2,0.0,-6.7
1987/2/22,0.3,3.6,-5.3
1987/2/23,3.6,6.2,0.7
1987/2/24,0.9,4.5,-1.3
1987/2/25,-0.3,3.3,-4.5
1987/2/26,-4.6,-2.7,-6.2
1987/2/27,-4.2,-1.4,-7.0
1987/2/28,-3.1,2.4,-10.1
1987/3/1,-2.6,2.0,-5.8
1987/3/2,-1.5,2.6,-6.9
1987/3/3,-0.6,2.7,-3.7
1987/3/4,-0.1,2.8,-2.3
1987/3/5,1.3,5.7,-2.8
1987/3/6,-5.9,-2.8,-8.4
1987/3/7,-1.9,1.6,-5.4
1987/3/8,-1.9,2.5,-6.6
1987/3/9,-1.0,2.4,-3.2
1987/3/10,-1.2,2.9,-3.9
1987/3/11,-1.4,0.6,-4.7
1987/3/12,-0.1,5.0,-5.3
1987/3/13,2.6,6.9,-3.7
1987/3/14,3.0,5.9,-0.7
1987/3/15,-2.2,-0.3,-4.2
1987/3/16,-1.8,0.2,-4.2
1987/3/17,1.6,5.5,-1.4
1987/3/18,1.7,5.6,-1.7
1987/3/19,4.0,8.4,0.2
1987/3/20,2.9,5.4,1.2
1987/3/21,3.4,6.8,-0.1
1987/3/22,4.1,8.8,0.1
1987/3/23,3.4,5.9,0.9
1987/3/24,4.2,5.5,2.3
1987/3/25,2.8,6.0,-1.0
1987/3/26,-1.0,1.8,-3.1
1987/3/27,-0.6,3.4,-4.1
1987/3/28,2.1,7.3,-4.0
1987/3/29,5.7,10.6,0.1
1987/3/30,3.9,9.1,0.0
1987/3/31,-1.8,1.3,-3.5
