ダウンロードした時刻：2019/10/10 16:17:18

,高知,高知,高知
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1983/12/1,7.5,13.5,3.3
1983/12/2,7.5,15.3,0.9
1983/12/3,9.8,18.6,2.6
1983/12/4,9.6,15.8,4.8
1983/12/5,8.4,16.1,3.2
1983/12/6,8.4,15.1,3.6
1983/12/7,8.2,15.1,2.5
1983/12/8,8.2,15.5,2.5
1983/12/9,8.3,15.7,2.7
1983/12/10,9.0,15.6,2.2
1983/12/11,8.9,13.9,2.8
1983/12/12,5.2,11.5,0.0
1983/12/13,6.0,13.1,-0.4
1983/12/14,10.7,18.7,5.2
1983/12/15,7.0,12.9,3.2
1983/12/16,5.7,12.1,0.3
1983/12/17,5.2,11.5,1.1
1983/12/18,3.6,9.1,-0.3
1983/12/19,4.2,12.3,-2.2
1983/12/20,5.0,11.7,-0.7
1983/12/21,5.0,12.0,-1.6
1983/12/22,8.5,11.5,5.1
1983/12/23,5.7,10.5,0.8
1983/12/24,2.9,9.5,-1.9
1983/12/25,1.8,6.3,-1.4
1983/12/26,2.1,9.1,-3.2
1983/12/27,2.9,10.7,-2.3
1983/12/28,1.7,6.9,-2.4
1983/12/29,3.8,9.7,-2.0
1983/12/30,5.0,10.2,1.5
1983/12/31,4.3,9.6,0.3
1984/1/1,3.6,11.2,-2.2
1984/1/2,4.6,12.8,-1.7
1984/1/3,6.2,13.7,0.9
1984/1/4,4.0,10.3,0.1
1984/1/5,2.6,8.3,-2.2
1984/1/6,2.9,8.5,-2.6
1984/1/7,3.2,9.0,-1.3
1984/1/8,3.4,9.8,-2.2
1984/1/9,4.1,10.8,-1.6
1984/1/10,6.8,13.0,-1.5
1984/1/11,6.0,12.0,0.8
1984/1/12,2.8,9.1,-2.3
1984/1/13,4.4,10.9,-2.4
1984/1/14,6.2,13.6,0.8
1984/1/15,6.3,11.5,1.5
1984/1/16,2.1,6.5,-2.1
1984/1/17,1.3,7.5,-4.1
1984/1/18,2.6,9.0,-2.9
1984/1/19,3.4,6.6,0.3
1984/1/20,5.0,9.5,0.8
1984/1/21,2.4,4.0,1.0
1984/1/22,3.8,9.6,-0.6
1984/1/23,2.5,7.9,-1.6
1984/1/24,3.2,9.0,-1.2
1984/1/25,1.6,7.9,-2.2
1984/1/26,0.3,5.1,-4.5
1984/1/27,1.2,6.5,-2.3
1984/1/28,0.9,7.6,-3.9
1984/1/29,1.8,6.2,-2.9
1984/1/30,2.7,7.0,-2.9
1984/1/31,5.2,9.4,2.4
1984/2/1,4.6,10.8,-0.5
1984/2/2,4.6,10.6,0.1
1984/2/3,1.3,6.2,-2.0
1984/2/4,1.7,6.9,-2.4
1984/2/5,4.3,10.2,-1.3
1984/2/6,2.2,7.6,-2.7
1984/2/7,-1.5,3.5,-4.9
1984/2/8,-0.7,5.8,-6.1
1984/2/9,0.4,6.4,-4.9
1984/2/10,2.0,8.2,-3.6
1984/2/11,3.8,7.0,-0.1
1984/2/12,5.4,7.6,3.2
1984/2/13,5.6,12.8,0.1
1984/2/14,5.8,11.8,2.0
1984/2/15,4.0,10.7,-1.3
1984/2/16,3.9,9.8,-2.3
1984/2/17,5.0,7.6,2.5
1984/2/18,5.2,10.2,1.5
1984/2/19,4.8,10.5,-1.5
1984/2/20,5.9,12.7,-0.4
1984/2/21,7.5,14.0,0.2
1984/2/22,8.2,15.7,2.5
1984/2/23,10.2,15.7,7.3
1984/2/24,8.4,13.1,5.7
1984/2/25,8.5,13.5,1.4
1984/2/26,9.5,15.8,6.1
1984/2/27,4.8,8.4,1.3
1984/2/28,3.2,8.7,-1.4
1984/2/29,3.0,8.7,-0.4
1984/3/1,1.7,7.6,-3.6
1984/3/2,4.4,11.7,-1.2
1984/3/3,4.0,12.0,-0.6
1984/3/4,3.3,9.7,-1.5
1984/3/5,3.9,10.7,-2.3
1984/3/6,5.0,12.1,-1.1
1984/3/7,4.9,9.8,0.1
1984/3/8,5.5,11.7,-1.2
1984/3/9,7.1,11.8,1.4
1984/3/10,7.7,13.6,2.8
1984/3/11,4.8,11.4,-0.7
1984/3/12,6.9,15.0,-2.0
1984/3/13,8.9,12.5,4.1
1984/3/14,7.4,9.0,6.6
1984/3/15,8.3,10.8,6.5
1984/3/16,9.6,12.4,6.6
1984/3/17,8.6,15.1,3.0
1984/3/18,8.4,15.0,0.7
1984/3/19,6.6,8.6,6.0
1984/3/20,7.7,13.3,3.3
1984/3/21,4.8,10.5,1.1
1984/3/22,4.9,10.6,-0.4
1984/3/23,6.9,12.2,-0.6
1984/3/24,10.3,18.0,6.7
1984/3/25,10.4,16.8,5.2
1984/3/26,11.2,17.7,6.5
1984/3/27,11.0,16.1,4.7
1984/3/28,10.4,15.6,6.5
1984/3/29,11.1,18.1,3.0
1984/3/30,13.8,19.6,8.0
1984/3/31,15.3,20.8,9.6
