ダウンロードした時刻：2019/10/10 15:46:34

,長野,長野,長野
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2013/12/1,3.1,9.4,-1.9
2013/12/2,3.9,10.0,-0.7
2013/12/3,4.7,11.8,-0.5
2013/12/4,4.7,10.9,-0.4
2013/12/5,4.7,11.3,-1.0
2013/12/6,5.0,10.0,0.7
2013/12/7,3.4,7.1,1.6
2013/12/8,2.5,7.0,-2.0
2013/12/9,3.9,10.1,-3.8
2013/12/10,7.5,12.1,2.3
2013/12/11,3.5,7.4,-1.2
2013/12/12,0.7,2.6,-1.3
2013/12/13,2.0,6.7,-2.5
2013/12/14,1.4,5.4,-1.0
2013/12/15,0.6,3.8,-1.3
2013/12/16,1.0,5.9,-1.6
2013/12/17,1.4,4.9,-2.1
2013/12/18,1.9,3.9,-0.1
2013/12/19,5.0,7.2,2.4
2013/12/20,1.1,5.0,-2.7
2013/12/21,0.3,3.2,-2.3
2013/12/22,0.5,3.0,-1.9
2013/12/23,-0.6,4.0,-4.6
2013/12/24,-0.9,2.0,-3.3
2013/12/25,-0.1,4.5,-3.0
2013/12/26,0.7,4.9,-4.0
2013/12/27,0.6,2.6,-1.6
2013/12/28,-1.5,1.5,-3.5
2013/12/29,-1.9,2.9,-6.9
2013/12/30,0.4,6.6,-5.5
2013/12/31,1.6,7.2,-1.6
2014/1/1,1.7,9.2,-2.3
2014/1/2,-0.1,1.7,-2.9
2014/1/3,-0.9,4.3,-5.4
2014/1/4,-0.5,2.3,-3.6
2014/1/5,-2.0,1.8,-4.5
2014/1/6,-3.0,1.6,-6.6
2014/1/7,-2.1,4.3,-7.3
2014/1/8,-0.5,4.3,-5.0
2014/1/9,-0.4,2.4,-4.5
2014/1/10,-3.4,0.4,-6.5
2014/1/11,-2.2,2.9,-5.8
2014/1/12,-0.5,4.6,-5.6
2014/1/13,-2.6,0.2,-6.4
2014/1/14,-4.7,0.2,-8.7
2014/1/15,-4.2,0.6,-7.5
2014/1/16,-1.9,4.2,-7.2
2014/1/17,-1.3,1.6,-4.1
2014/1/18,-2.1,3.8,-7.2
2014/1/19,-2.9,-0.1,-5.4
2014/1/20,-1.9,2.1,-6.6
2014/1/21,-0.1,1.8,-2.0
2014/1/22,-2.0,0.5,-4.1
2014/1/23,-2.3,2.2,-5.4
2014/1/24,-0.9,7.3,-6.9
2014/1/25,0.3,5.3,-4.7
2014/1/26,0.9,8.1,-4.7
2014/1/27,-1.9,3.0,-5.4
2014/1/28,1.2,10.0,-6.1
2014/1/29,0.6,6.0,-3.3
2014/1/30,1.1,8.2,-4.5
2014/1/31,2.5,7.7,-0.9
2014/2/1,1.4,7.2,-3.6
2014/2/2,5.4,15.6,-1.4
2014/2/3,4.7,10.1,0.1
2014/2/4,-1.2,2.4,-5.5
2014/2/5,-4.5,0.1,-6.5
2014/2/6,-4.8,-1.5,-8.4
2014/2/7,-2.8,1.5,-5.9
2014/2/8,-2.5,-0.3,-4.2
2014/2/9,-0.2,3.7,-3.0
2014/2/10,-1.9,3.4,-6.1
2014/2/11,-3.1,1.1,-7.3
2014/2/12,-2.5,3.4,-7.9
2014/2/13,-1.2,1.7,-3.5
2014/2/14,-3.0,-1.5,-4.3
2014/2/15,-0.1,0.6,-1.8
2014/2/16,0.5,3.2,-3.0
2014/2/17,-2.4,0.8,-5.4
2014/2/18,-2.8,0.8,-6.4
2014/2/19,-2.5,0.3,-5.0
2014/2/20,-2.0,2.5,-5.8
2014/2/21,-2.4,1.2,-5.5
2014/2/22,-2.9,2.5,-8.5
2014/2/23,-2.0,3.4,-6.8
2014/2/24,-1.5,4.2,-6.3
2014/2/25,0.7,7.5,-5.6
2014/2/26,3.7,9.6,-2.8
2014/2/27,7.0,12.7,1.8
2014/2/28,5.6,10.3,2.8
2014/3/1,3.4,5.3,2.2
2014/3/2,1.6,3.1,0.1
2014/3/3,0.0,2.1,-3.1
2014/3/4,2.3,10.0,-6.0
2014/3/5,2.3,4.4,-0.2
2014/3/6,-2.1,1.5,-4.1
2014/3/7,-2.2,1.7,-6.0
2014/3/8,-0.8,4.0,-3.9
2014/3/9,0.9,8.4,-4.7
2014/3/10,-2.9,2.3,-5.1
2014/3/11,-0.8,4.7,-8.0
2014/3/12,5.0,13.6,-1.4
2014/3/13,3.7,6.2,1.5
2014/3/14,1.9,5.5,-1.5
2014/3/15,1.5,7.7,-3.3
2014/3/16,3.3,13.2,-3.4
2014/3/17,5.5,14.1,-1.3
2014/3/18,7.0,13.5,1.3
2014/3/19,5.1,9.4,2.6
2014/3/20,5.3,6.3,3.0
2014/3/21,1.5,5.6,-0.9
2014/3/22,2.3,8.0,-2.6
2014/3/23,4.9,13.7,-2.3
2014/3/24,7.7,17.1,-1.3
2014/3/25,9.8,19.9,1.4
2014/3/26,9.3,16.6,5.8
2014/3/27,9.1,14.6,4.7
2014/3/28,9.7,19.6,1.2
2014/3/29,12.6,21.9,3.8
2014/3/30,10.8,14.7,6.7
2014/3/31,8.1,12.9,5.2
