ダウンロードした時刻：2019/10/10 16:23:25

,福江,福江,福江
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2009/12/1,12.4,15.1,9.4
2009/12/2,12.7,17.5,7.1
2009/12/3,12.8,14.2,11.1
2009/12/4,11.8,16.6,7.6
2009/12/5,11.7,15.9,8.3
2009/12/6,8.5,9.8,7.8
2009/12/7,9.2,12.8,5.5
2009/12/8,10.3,15.3,4.1
2009/12/9,12.3,16.2,7.7
2009/12/10,16.0,18.0,13.8
2009/12/11,15.9,17.8,13.6
2009/12/12,13.4,16.6,8.1
2009/12/13,11.6,14.3,5.5
2009/12/14,10.9,15.5,5.6
2009/12/15,8.5,12.3,4.2
2009/12/16,6.4,8.0,4.6
2009/12/17,6.2,7.6,5.0
2009/12/18,4.2,7.3,2.4
2009/12/19,4.8,7.5,1.9
2009/12/20,5.8,8.0,3.5
2009/12/21,6.1,8.3,2.3
2009/12/22,7.9,13.2,2.4
2009/12/23,11.7,18.0,5.8
2009/12/24,11.0,15.9,6.4
2009/12/25,12.1,14.7,9.8
2009/12/26,7.0,9.8,4.1
2009/12/27,6.9,13.2,1.6
2009/12/28,6.4,7.8,5.4
2009/12/29,7.8,13.2,2.7
2009/12/30,8.9,13.0,5.4
2009/12/31,3.2,5.4,1.3
2010/1/1,4.8,8.5,1.9
2010/1/2,9.5,14.8,1.6
2010/1/3,6.6,10.9,1.1
2010/1/4,8.0,16.0,0.1
2010/1/5,5.0,7.3,3.6
2010/1/6,4.4,5.5,3.6
2010/1/7,4.9,6.1,4.1
2010/1/8,5.7,7.0,4.8
2010/1/9,7.5,9.9,5.8
2010/1/10,8.9,11.0,6.4
2010/1/11,7.8,9.0,7.0
2010/1/12,4.7,7.6,0.6
2010/1/13,1.5,3.0,-0.2
2010/1/14,3.1,6.4,1.0
2010/1/15,6.7,11.4,1.7
2010/1/16,6.5,10.5,0.8
2010/1/17,5.1,11.7,-0.2
2010/1/18,7.0,15.0,0.1
2010/1/19,9.5,15.4,2.8
2010/1/20,16.9,19.2,11.7
2010/1/21,11.6,17.5,6.7
2010/1/22,6.3,8.3,4.8
2010/1/23,5.7,7.2,4.7
2010/1/24,7.1,11.4,3.0
2010/1/25,7.9,11.1,3.8
2010/1/26,5.9,9.9,0.3
2010/1/27,9.3,16.0,-1.0
2010/1/28,11.2,15.6,9.0
2010/1/29,8.6,11.4,3.8
2010/1/30,8.1,11.8,2.7
2010/1/31,11.7,14.6,10.0
2010/2/1,9.4,11.0,7.5
2010/2/2,7.9,10.3,6.3
2010/2/3,5.2,6.8,3.9
2010/2/4,5.0,6.9,3.4
2010/2/5,6.6,8.9,4.6
2010/2/6,6.5,9.1,4.3
2010/2/7,9.0,12.6,5.2
2010/2/8,15.6,19.0,12.2
2010/2/9,16.9,20.8,13.7
2010/2/10,16.3,18.7,13.8
2010/2/11,12.8,19.3,8.6
2010/2/12,8.1,9.9,5.5
2010/2/13,5.9,7.4,4.5
2010/2/14,6.7,10.0,1.8
2010/2/15,8.9,10.2,6.9
2010/2/16,7.3,9.5,5.7
2010/2/17,6.3,9.5,4.2
2010/2/18,5.5,7.3,4.1
2010/2/19,4.7,8.6,2.7
2010/2/20,6.6,12.0,1.1
2010/2/21,8.2,13.9,0.8
2010/2/22,11.0,16.9,4.3
2010/2/23,12.8,18.1,7.3
2010/2/24,16.1,20.9,8.2
2010/2/25,18.2,19.1,17.4
2010/2/26,15.4,17.7,12.2
2010/2/27,12.4,14.6,10.6
2010/2/28,12.0,17.4,7.8
2010/3/1,14.6,18.2,9.2
2010/3/2,12.3,15.0,10.6
2010/3/3,11.3,12.7,9.2
2010/3/4,14.0,17.8,10.2
2010/3/5,14.0,16.7,11.3
2010/3/6,13.1,15.4,11.1
2010/3/7,10.6,11.6,9.9
2010/3/8,10.3,13.7,8.1
2010/3/9,8.2,10.8,5.6
2010/3/10,3.1,5.7,-0.4
2010/3/11,6.5,10.7,1.7
2010/3/12,13.9,17.0,3.4
2010/3/13,14.7,17.6,12.8
2010/3/14,16.8,20.9,12.6
2010/3/15,16.0,18.2,11.2
2010/3/16,9.0,11.3,7.4
2010/3/17,8.4,13.0,3.8
2010/3/18,9.9,15.4,3.1
2010/3/19,11.0,16.8,1.3
2010/3/20,17.3,20.4,13.3
2010/3/21,9.9,13.4,4.8
2010/3/22,10.7,14.8,3.0
2010/3/23,13.3,15.0,12.0
2010/3/24,11.7,13.6,10.8
2010/3/25,9.5,11.4,7.1
2010/3/26,6.2,9.1,1.2
2010/3/27,7.9,13.8,-0.1
2010/3/28,11.1,14.8,7.2
2010/3/29,10.5,13.7,7.5
2010/3/30,10.7,14.2,8.1
2010/3/31,15.6,17.3,13.9
