É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2019/10/10 15:55:26

,çbï{,çbï{,çbï{
îNåéì˙,ïΩãœãCâ∑(Åé),ç≈çÇãCâ∑(Åé),ç≈í·ãCâ∑(Åé)
,,,
1995/12/1,5.6,12.3,-0.7
1995/12/2,5.5,14.3,-1.9
1995/12/3,5.4,13.1,-1.4
1995/12/4,6.9,14.3,2.0
1995/12/5,4.8,12.8,-0.8
1995/12/6,4.5,11.4,-2.4
1995/12/7,4.2,12.0,-2.3
1995/12/8,3.5,10.6,-3.8
1995/12/9,4.9,10.7,0.6
1995/12/10,2.0,9.7,-3.3
1995/12/11,2.1,10.4,-4.2
1995/12/12,5.0,13.5,-1.1
1995/12/13,4.9,14.3,-2.4
1995/12/14,4.3,12.3,-1.8
1995/12/15,7.3,16.1,1.4
1995/12/16,4.8,9.2,0.5
1995/12/17,3.6,11.8,-2.9
1995/12/18,3.2,9.1,-3.5
1995/12/19,4.7,10.3,0.8
1995/12/20,3.2,9.6,-3.0
1995/12/21,4.1,12.2,-2.2
1995/12/22,3.5,10.1,-3.1
1995/12/23,4.4,13.3,-2.5
1995/12/24,5.3,11.1,1.2
1995/12/25,1.0,4.6,-2.8
1995/12/26,-0.5,3.2,-4.4
1995/12/27,-0.5,6.3,-7.7
1995/12/28,-0.7,5.7,-6.4
1995/12/29,0.9,7.5,-2.7
1995/12/30,1.6,8.4,-5.1
1995/12/31,1.6,9.5,-4.5
1996/1/1,3.0,12.9,-4.2
1996/1/2,1.5,8.6,-4.8
1996/1/3,3.6,10.7,-3.5
1996/1/4,5.3,10.6,-1.3
1996/1/5,1.5,9.9,-4.9
1996/1/6,3.3,11.7,-3.1
1996/1/7,2.9,11.1,-3.6
1996/1/8,1.3,6.4,-2.2
1996/1/9,1.1,3.6,-1.3
1996/1/10,3.5,6.8,-1.8
1996/1/11,4.3,11.4,-2.8
1996/1/12,3.0,11.4,-3.7
1996/1/13,2.8,11.5,-3.7
1996/1/14,2.8,9.3,-4.2
1996/1/15,9.5,17.0,3.5
1996/1/16,11.2,19.3,5.9
1996/1/17,5.6,9.5,1.4
1996/1/18,5.4,8.6,2.4
1996/1/19,4.5,8.9,1.8
1996/1/20,4.3,8.8,1.4
1996/1/21,5.8,11.6,1.6
1996/1/22,3.8,7.2,-0.3
1996/1/23,4.0,9.0,0.0
1996/1/24,2.3,7.0,-1.5
1996/1/25,1.8,6.3,-5.0
1996/1/26,2.1,6.2,-2.6
1996/1/27,-0.4,7.2,-7.2
1996/1/28,1.2,9.1,-5.9
1996/1/29,3.0,10.6,-4.1
1996/1/30,2.9,7.2,-2.0
1996/1/31,2.0,6.6,-2.0
1996/2/1,1.5,6.1,-1.4
1996/2/2,-1.0,1.8,-4.2
1996/2/3,-0.5,7.5,-7.8
1996/2/4,0.5,8.5,-7.1
1996/2/5,3.4,11.3,-4.6
1996/2/6,2.5,5.7,0.0
1996/2/7,3.1,9.8,-0.8
1996/2/8,2.5,8.5,-3.8
1996/2/9,5.6,14.7,0.6
1996/2/10,1.6,6.3,-2.1
1996/2/11,1.3,9.3,-6.2
1996/2/12,3.3,14.0,-5.4
1996/2/13,5.8,13.3,-2.2
1996/2/14,10.3,21.5,0.3
1996/2/15,11.1,22.0,6.4
1996/2/16,3.5,6.6,1.1
1996/2/17,0.0,1.2,-1.7
1996/2/18,0.4,2.7,-1.2
1996/2/19,-0.3,3.4,-2.6
1996/2/20,-1.0,3.8,-6.4
1996/2/21,0.2,6.8,-3.7
1996/2/22,-0.3,6.6,-6.6
1996/2/23,2.3,9.4,-4.1
1996/2/24,2.9,10.2,-4.6
1996/2/25,4.2,10.6,-0.9
1996/2/26,4.7,10.0,0.4
1996/2/27,6.2,8.5,4.4
1996/2/28,6.8,13.3,1.4
1996/2/29,5.4,13.4,-2.1
1996/3/1,7.5,15.3,3.8
1996/3/2,5.6,10.6,2.2
1996/3/3,3.7,10.9,-3.2
1996/3/4,4.2,10.9,-2.0
1996/3/5,2.9,7.4,-1.5
1996/3/6,2.6,10.9,-4.7
1996/3/7,3.3,11.2,-2.1
1996/3/8,5.2,10.4,0.5
1996/3/9,7.4,14.5,1.4
1996/3/10,5.1,12.2,-0.9
1996/3/11,6.4,13.0,1.8
1996/3/12,4.6,10.1,0.7
1996/3/13,5.1,12.1,-1.4
1996/3/14,8.0,17.0,0.0
1996/3/15,6.5,8.8,5.1
1996/3/16,11.5,18.1,5.5
1996/3/17,8.4,11.5,5.8
1996/3/18,9.7,17.8,4.4
1996/3/19,6.3,11.9,1.8
1996/3/20,6.3,11.9,2.6
1996/3/21,9.7,18.9,0.7
1996/3/22,11.6,18.2,8.6
1996/3/23,8.8,15.2,4.9
1996/3/24,7.3,12.0,4.5
1996/3/25,9.2,16.3,5.9
1996/3/26,10.6,16.8,6.8
1996/3/27,11.4,17.8,6.2
1996/3/28,11.8,20.1,5.9
1996/3/29,10.0,14.2,6.6
1996/3/30,12.4,16.6,8.9
1996/3/31,16.8,26.5,11.5
