É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2019/10/10 15:32:20

,éDñy,éDñy,éDñy
îNåéì˙,ïΩãœãCâ∑(Åé),ç≈çÇãCâ∑(Åé),ç≈í·ãCâ∑(Åé)
,,,
1994/12/1,4.4,9.4,-0.2
1994/12/2,8.6,12.1,3.6
1994/12/3,1.2,7.2,-1.1
1994/12/4,-1.2,0.3,-2.7
1994/12/5,-0.9,0.5,-2.5
1994/12/6,1.2,2.6,-1.1
1994/12/7,2.5,4.5,0.5
1994/12/8,3.7,6.6,1.3
1994/12/9,4.4,7.7,-0.4
1994/12/10,-2.5,0.8,-4.3
1994/12/11,-1.1,2.2,-4.4
1994/12/12,-1.3,1.2,-3.3
1994/12/13,-1.6,1.2,-5.5
1994/12/14,-3.5,1.0,-7.4
1994/12/15,-6.1,-3.0,-8.2
1994/12/16,-7.8,-5.9,-10.2
1994/12/17,-5.2,-1.2,-9.4
1994/12/18,-5.8,-3.1,-7.1
1994/12/19,-5.8,-2.7,-8.6
1994/12/20,-3.7,0.2,-9.7
1994/12/21,-2.5,-0.8,-5.1
1994/12/22,-0.6,2.3,-3.9
1994/12/23,-1.0,3.3,-4.8
1994/12/24,1.7,7.2,-3.3
1994/12/25,-0.9,4.3,-3.4
1994/12/26,-0.4,2.5,-3.9
1994/12/27,-3.2,-1.1,-5.1
1994/12/28,-3.2,0.4,-6.1
1994/12/29,-4.5,-2.3,-7.9
1994/12/30,-4.3,-0.7,-7.5
1994/12/31,-4.5,-0.6,-8.4
1995/1/1,-7.0,-4.1,-10.1
1995/1/2,-6.4,-1.8,-10.3
1995/1/3,0.8,3.7,-3.9
1995/1/4,1.4,3.7,0.1
1995/1/5,-0.3,2.4,-2.4
1995/1/6,-1.9,0.8,-4.1
1995/1/7,-2.2,0.5,-3.6
1995/1/8,-0.3,3.0,-3.0
1995/1/9,3.7,7.1,-1.2
1995/1/10,-2.8,3.0,-5.8
1995/1/11,-5.9,-3.7,-6.8
1995/1/12,-6.2,-4.1,-8.3
1995/1/13,-7.3,-3.7,-9.7
1995/1/14,-7.5,-4.7,-8.9
1995/1/15,-6.5,-4.6,-9.6
1995/1/16,-4.5,-3.0,-6.1
1995/1/17,-6.4,-3.7,-10.1
1995/1/18,-5.6,0.2,-14.1
1995/1/19,-4.8,-3.0,-6.2
1995/1/20,-5.0,-3.1,-6.2
1995/1/21,-3.8,-1.6,-7.6
1995/1/22,-0.3,4.2,-4.9
1995/1/23,2.0,4.3,0.3
1995/1/24,-0.7,0.7,-3.1
1995/1/25,-2.0,-0.4,-3.3
1995/1/26,-2.2,1.4,-5.7
1995/1/27,-5.4,-1.6,-8.2
1995/1/28,-6.4,-1.9,-12.2
1995/1/29,-4.9,-1.9,-7.1
1995/1/30,-1.8,0.5,-6.6
1995/1/31,-0.6,1.4,-2.5
1995/2/1,-1.6,0.3,-5.6
1995/2/2,-6.3,-2.5,-10.8
1995/2/3,-7.4,-2.2,-12.5
1995/2/4,-4.2,2.0,-11.3
1995/2/5,-3.0,0.7,-6.5
1995/2/6,-6.5,-2.8,-10.3
1995/2/7,-4.8,-0.4,-12.1
1995/2/8,-2.2,1.5,-4.3
1995/2/9,-3.9,-0.9,-7.6
1995/2/10,-5.9,-3.1,-10.5
1995/2/11,-2.2,2.5,-9.2
1995/2/12,2.6,5.3,0.7
1995/2/13,-0.5,1.9,-2.8
1995/2/14,-1.7,1.6,-5.1
1995/2/15,-2.0,1.9,-5.8
1995/2/16,-2.3,2.7,-6.6
1995/2/17,-2.4,1.8,-7.0
1995/2/18,0.0,0.8,-1.6
1995/2/19,1.1,2.1,0.0
1995/2/20,1.6,4.4,-0.4
1995/2/21,0.5,1.6,-0.5
1995/2/22,0.2,1.8,-1.5
1995/2/23,-1.4,2.0,-5.1
1995/2/24,-0.5,3.2,-3.6
1995/2/25,-3.0,0.5,-5.7
1995/2/26,-3.5,1.5,-9.4
1995/2/27,-2.6,-0.2,-5.1
1995/2/28,-3.0,0.5,-7.9
1995/3/1,-1.9,1.1,-4.0
1995/3/2,-2.7,0.3,-4.8
1995/3/3,-5.2,-1.5,-10.1
1995/3/4,-5.0,-0.7,-10.4
1995/3/5,-4.1,0.9,-9.6
1995/3/6,-2.9,1.2,-8.9
1995/3/7,0.1,4.3,-5.5
1995/3/8,1.1,5.0,-3.0
1995/3/9,1.7,2.6,0.6
1995/3/10,1.9,4.3,-0.6
1995/3/11,2.7,6.1,-0.2
1995/3/12,2.5,6.3,-2.2
1995/3/13,3.0,6.2,0.7
1995/3/14,4.3,7.1,0.8
1995/3/15,3.7,8.5,-2.0
1995/3/16,4.4,8.1,1.0
1995/3/17,5.5,11.3,-1.2
1995/3/18,-0.4,2.3,-2.7
1995/3/19,1.4,6.0,-2.0
1995/3/20,3.0,7.2,-1.7
1995/3/21,3.8,8.3,0.3
1995/3/22,-0.1,2.9,-3.0
1995/3/23,-2.0,0.1,-4.0
1995/3/24,-1.4,2.0,-5.1
1995/3/25,-1.7,2.1,-3.4
1995/3/26,-0.8,3.7,-6.4
1995/3/27,1.0,4.0,-2.4
1995/3/28,3.1,7.4,-0.7
1995/3/29,3.9,9.0,-1.9
1995/3/30,5.3,8.7,2.6
1995/3/31,4.8,5.6,3.7
