ダウンロードした時刻：2017/07/24 15:43:43

,浜田,浜田,浜田
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1997/1/1,11.7,19.7,5.7
1997/1/2,5.6,8.8,2.8
1997/1/3,5.3,7.1,3.9
1997/1/4,5.7,8.6,2.6
1997/1/5,5.4,9.9,1.5
1997/1/6,4.4,7.4,2.5
1997/1/7,3.9,6.4,2.0
1997/1/8,3.9,5.2,1.5
1997/1/9,5.6,8.5,1.8
1997/1/10,4.1,4.7,3.2
1997/1/11,5.4,10.8,3.0
1997/1/12,4.0,11.2,-0.4
1997/1/13,5.6,12.6,-0.5
1997/1/14,9.0,12.1,2.4
1997/1/15,5.2,10.3,2.2
1997/1/16,6.5,11.3,1.0
1997/1/17,8.0,11.6,5.0
1997/1/18,8.2,10.8,6.5
1997/1/19,5.6,8.7,1.8
1997/1/20,8.0,10.7,2.6
1997/1/21,3.5,10.9,-3.0
1997/1/22,2.1,4.7,-3.0
1997/1/23,4.3,8.0,1.2
1997/1/24,5.0,6.8,3.4
1997/1/25,5.3,7.8,3.7
1997/1/26,8.0,9.5,6.4
1997/1/27,8.4,9.4,7.0
1997/1/28,6.4,8.9,3.8
1997/1/29,3.3,5.8,0.4
1997/1/30,3.9,6.1,2.9
1997/1/31,4.9,9.1,2.2
1997/2/1,5.2,7.3,3.1
1997/2/2,3.5,6.4,1.6
1997/2/3,4.5,6.4,2.4
1997/2/4,4.6,6.5,3.6
1997/2/5,5.4,10.2,3.2
1997/2/6,5.9,8.4,2.6
1997/2/7,5.0,8.6,2.6
1997/2/8,4.9,10.5,0.3
1997/2/9,5.3,12.1,0.3
1997/2/10,6.6,11.9,0.8
1997/2/11,4.4,9.6,0.8
1997/2/12,3.8,5.6,1.8
1997/2/13,2.8,6.8,0.4
1997/2/14,4.0,9.8,-0.3
1997/2/15,5.6,10.8,0.1
1997/2/16,6.7,10.0,4.2
1997/2/17,5.6,8.4,4.4
1997/2/18,4.1,6.4,0.5
1997/2/19,3.6,6.4,0.1
1997/2/20,8.2,10.7,4.1
1997/2/21,5.3,11.6,1.6
1997/2/22,3.0,6.6,0.2
1997/2/23,2.2,8.1,-3.2
1997/2/24,6.6,14.4,-0.5
1997/2/25,12.3,18.5,3.5
1997/2/26,8.8,12.9,5.2
1997/2/27,7.9,14.1,3.1
1997/2/28,14.2,21.0,3.0
1997/3/1,9.1,18.9,1.6
1997/3/2,6.2,10.7,0.3
1997/3/3,6.2,10.2,4.6
1997/3/4,7.8,11.1,4.0
1997/3/5,10.4,13.6,5.3
1997/3/6,12.4,20.3,2.8
1997/3/7,13.0,16.6,7.5
1997/3/8,10.2,14.0,4.3
1997/3/9,10.7,13.5,5.4
1997/3/10,11.2,16.7,5.4
1997/3/11,10.7,14.1,3.8
1997/3/12,8.1,13.7,2.5
1997/3/13,11.1,17.8,6.8
1997/3/14,12.6,15.6,10.0
1997/3/15,9.2,11.5,7.1
1997/3/16,7.2,8.3,5.5
1997/3/17,6.8,12.1,1.9
1997/3/18,6.5,12.1,0.3
1997/3/19,9.2,13.7,5.4
1997/3/20,7.8,12.9,4.0
1997/3/21,8.5,12.5,2.2
1997/3/22,9.2,13.3,5.4
1997/3/23,7.0,12.8,3.5
1997/3/24,5.6,9.0,1.2
1997/3/25,9.6,13.6,1.0
1997/3/26,10.0,15.4,5.9
1997/3/27,10.2,14.6,5.9
1997/3/28,11.1,16.8,4.6
1997/3/29,11.9,14.2,9.3
1997/3/30,9.7,14.2,5.5
1997/3/31,8.3,11.6,3.6
1997/4/1,9.3,15.9,1.2
1997/4/2,14.4,18.8,9.3
1997/4/3,13.5,17.9,11.8
1997/4/4,11.8,13.5,10.8
1997/4/5,11.6,12.6,11.3
1997/4/6,12.1,14.2,10.8
1997/4/7,10.5,14.2,6.3
1997/4/8,12.8,16.9,6.2
1997/4/9,13.4,15.7,9.1
1997/4/10,12.4,14.9,8.2
1997/4/11,13.4,16.1,10.7
1997/4/12,13.9,15.7,10.0
1997/4/13,16.1,19.0,13.8
1997/4/14,15.7,18.3,11.8
1997/4/15,12.9,16.4,8.5
1997/4/16,10.2,15.7,4.5
1997/4/17,11.8,17.0,5.3
1997/4/18,11.7,15.7,8.3
1997/4/19,11.3,17.5,5.4
1997/4/20,13.4,20.3,6.9
1997/4/21,14.6,19.8,10.4
1997/4/22,14.1,15.8,12.8
1997/4/23,12.2,16.0,8.3
1997/4/24,9.9,14.5,5.2
1997/4/25,12.1,17.5,5.7
1997/4/26,14.0,20.5,7.8
1997/4/27,15.1,19.7,9.0
1997/4/28,14.9,17.0,12.4
1997/4/29,18.7,24.1,15.1
1997/4/30,15.5,17.9,11.8
1997/5/1,15.4,19.2,9.7
