ダウンロードした時刻：2017/07/24 15:41:24

,銚子,銚子,銚子
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1984/1/1,4.6,9.1,1.3
1984/1/2,5.8,10.5,-0.2
1984/1/3,6.4,11.2,2.9
1984/1/4,5.7,9.6,2.4
1984/1/5,3.6,8.8,-0.1
1984/1/6,3.8,8.1,-1.1
1984/1/7,5.1,9.2,0.5
1984/1/8,4.6,7.7,1.3
1984/1/9,4.5,10.2,-0.8
1984/1/10,6.9,11.6,1.4
1984/1/11,4.6,8.5,0.8
1984/1/12,2.1,6.4,-1.1
1984/1/13,3.3,8.4,-1.9
1984/1/14,4.1,6.5,1.0
1984/1/15,8.1,13.9,1.4
1984/1/16,3.0,8.4,-0.4
1984/1/17,2.1,7.0,-0.9
1984/1/18,2.6,6.2,-0.7
1984/1/19,3.7,6.2,1.8
1984/1/20,1.4,4.4,-0.7
1984/1/21,4.2,7.1,-1.0
1984/1/22,6.2,8.5,2.5
1984/1/23,4.3,8.8,0.0
1984/1/24,3.3,7.1,0.4
1984/1/25,2.6,6.0,0.2
1984/1/26,2.1,6.7,-0.9
1984/1/27,2.7,7.7,-1.4
1984/1/28,3.0,6.7,-1.1
1984/1/29,3.3,6.6,0.4
1984/1/30,3.0,6.8,-0.8
1984/1/31,6.2,8.7,2.7
1984/2/1,5.4,8.0,1.7
1984/2/2,7.5,12.6,2.6
1984/2/3,3.0,6.8,-1.7
1984/2/4,-0.6,2.6,-4.2
1984/2/5,2.0,4.6,-2.3
1984/2/6,0.6,3.5,-1.9
1984/2/7,-1.2,3.2,-4.5
1984/2/8,-0.1,4.5,-3.6
1984/2/9,0.5,5.3,-4.2
1984/2/10,1.1,5.7,-2.6
1984/2/11,2.7,5.5,-1.3
1984/2/12,4.1,5.7,2.6
1984/2/13,4.5,5.2,3.2
1984/2/14,3.2,5.0,1.8
1984/2/15,2.6,4.6,0.6
1984/2/16,2.4,6.5,-1.0
1984/2/17,1.8,4.8,-0.9
1984/2/18,1.6,3.6,0.1
1984/2/19,2.0,5.8,-1.8
1984/2/20,3.0,5.1,1.1
1984/2/21,3.5,6.4,-0.7
1984/2/22,4.8,7.0,3.2
1984/2/23,5.3,9.6,3.0
1984/2/24,5.6,7.1,3.0
1984/2/25,3.7,5.2,2.8
1984/2/26,5.7,11.6,2.9
1984/2/27,5.3,10.4,1.3
1984/2/28,2.5,6.7,-0.4
1984/2/29,2.0,4.7,-1.6
1984/3/1,2.4,5.8,-2.2
1984/3/2,5.7,10.6,0.1
1984/3/3,5.4,9.9,1.6
1984/3/4,3.9,6.8,1.4
1984/3/5,3.9,6.0,2.0
1984/3/6,4.8,7.6,2.2
1984/3/7,4.4,7.5,-0.1
1984/3/8,5.0,7.3,3.3
1984/3/9,5.0,6.2,2.5
1984/3/10,6.4,11.7,3.8
1984/3/11,4.3,8.7,1.6
1984/3/12,6.0,11.8,0.1
1984/3/13,3.4,5.9,-0.5
1984/3/14,3.2,4.3,1.5
1984/3/15,4.6,5.9,2.8
1984/3/16,6.9,11.0,4.1
1984/3/17,5.5,8.3,2.9
1984/3/18,6.9,12.5,2.6
1984/3/19,3.5,5.0,1.6
1984/3/20,3.3,3.9,2.0
1984/3/21,3.0,6.1,0.1
1984/3/22,3.0,6.4,-1.0
1984/3/23,3.1,5.4,1.3
1984/3/24,7.1,10.5,2.7
1984/3/25,7.9,10.8,3.3
1984/3/26,6.1,10.7,4.1
1984/3/27,7.2,9.8,4.2
1984/3/28,4.0,8.7,1.9
1984/3/29,9.3,15.1,0.4
1984/3/30,10.6,15.8,5.2
1984/3/31,8.3,13.4,4.0
1984/4/1,4.1,5.0,3.0
1984/4/2,5.6,7.2,4.5
1984/4/3,6.1,7.9,4.7
1984/4/4,11.7,16.2,3.9
1984/4/5,11.5,16.3,9.0
1984/4/6,10.7,16.1,8.1
1984/4/7,6.6,8.2,5.7
1984/4/8,6.5,9.1,4.6
1984/4/9,7.4,9.2,5.1
1984/4/10,8.9,11.2,6.0
1984/4/11,9.0,10.3,7.8
1984/4/12,10.0,13.0,7.7
1984/4/13,10.2,12.0,9.0
1984/4/14,9.6,11.9,8.0
1984/4/15,11.6,15.5,5.5
1984/4/16,10.6,13.4,9.2
1984/4/17,8.5,9.6,7.8
1984/4/18,14.0,17.8,9.1
1984/4/19,7.0,10.8,5.6
1984/4/20,9.0,15.5,6.5
1984/4/21,6.1,8.8,4.6
1984/4/22,5.4,6.9,4.4
1984/4/23,7.0,10.3,5.0
1984/4/24,10.9,15.0,4.8
1984/4/25,14.6,17.1,10.4
1984/4/26,12.8,16.9,9.2
1984/4/27,9.9,14.2,7.2
1984/4/28,8.1,12.2,5.0
1984/4/29,6.8,8.7,5.2
1984/4/30,8.0,10.2,6.9
1984/5/1,11.4,16.0,7.9
