ダウンロードした時刻：2019/10/10 15:59:10

,東京,東京,東京
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1993/12/1,15.2,19.8,10.5
1993/12/2,13.6,16.0,11.3
1993/12/3,14.4,21.1,8.8
1993/12/4,12.0,14.1,9.4
1993/12/5,10.0,13.2,6.8
1993/12/6,6.1,7.8,4.8
1993/12/7,7.9,11.6,4.3
1993/12/8,6.4,7.2,5.5
1993/12/9,9.5,14.5,4.2
1993/12/10,8.4,11.3,6.5
1993/12/11,9.8,15.2,6.4
1993/12/12,9.5,11.7,6.9
1993/12/13,10.2,16.0,5.6
1993/12/14,8.9,10.7,7.4
1993/12/15,6.2,8.9,3.9
1993/12/16,5.4,7.9,2.4
1993/12/17,6.5,13.5,2.6
1993/12/18,6.4,10.3,3.6
1993/12/19,5.5,7.0,3.1
1993/12/20,5.8,7.6,4.6
1993/12/21,9.6,14.6,5.5
1993/12/22,6.9,10.7,4.3
1993/12/23,4.3,7.8,1.7
1993/12/24,7.8,13.5,0.7
1993/12/25,8.2,12.6,5.3
1993/12/26,8.9,13.8,4.9
1993/12/27,10.4,15.3,6.3
1993/12/28,7.6,11.2,4.5
1993/12/29,7.4,11.3,4.9
1993/12/30,6.2,9.7,2.3
1993/12/31,9.7,16.4,4.8
1994/1/1,6.1,9.2,3.7
1994/1/2,5.6,9.4,3.3
1994/1/3,6.1,9.8,1.5
1994/1/4,8.7,12.9,3.3
1994/1/5,7.2,10.3,4.8
1994/1/6,6.1,9.4,3.4
1994/1/7,5.1,9.5,2.6
1994/1/8,3.7,5.6,1.7
1994/1/9,5.8,10.9,1.1
1994/1/10,7.5,11.5,3.7
1994/1/11,6.2,7.7,4.8
1994/1/12,8.3,11.8,5.2
1994/1/13,6.5,8.2,3.9
1994/1/14,4.2,7.7,1.2
1994/1/15,4.9,8.4,2.4
1994/1/16,5.5,9.2,1.8
1994/1/17,10.7,16.8,2.2
1994/1/18,8.1,11.7,2.6
1994/1/19,4.0,8.3,1.3
1994/1/20,4.5,7.5,1.5
1994/1/21,2.8,4.6,1.7
1994/1/22,4.1,6.9,1.3
1994/1/23,4.2,10.1,-0.1
1994/1/24,4.2,7.1,1.1
1994/1/25,5.7,10.5,-0.4
1994/1/26,7.2,11.9,2.2
1994/1/27,7.7,12.6,3.5
1994/1/28,3.0,5.1,0.4
1994/1/29,2.5,5.7,0.2
1994/1/30,2.3,4.8,0.7
1994/1/31,3.0,6.5,-1.3
1994/2/1,3.0,7.3,0.7
1994/2/2,5.4,7.9,2.7
1994/2/3,3.2,6.2,1.0
1994/2/4,5.7,10.6,0.4
1994/2/5,7.0,10.8,3.4
1994/2/6,8.7,14.4,3.8
1994/2/7,9.4,13.8,6.3
1994/2/8,8.8,13.0,5.8
1994/2/9,9.4,16.0,5.1
1994/2/10,6.7,8.9,4.2
1994/2/11,5.0,8.8,1.7
1994/2/12,0.9,4.1,-0.5
1994/2/13,2.0,5.2,-1.7
1994/2/14,3.8,8.0,-2.3
1994/2/15,6.8,10.7,2.8
1994/2/16,8.0,11.9,5.2
1994/2/17,6.9,11.2,4.2
1994/2/18,7.9,12.4,2.8
1994/2/19,9.6,14.8,4.3
1994/2/20,9.5,13.2,4.9
1994/2/21,9.4,11.7,7.4
1994/2/22,6.9,10.4,4.3
1994/2/23,5.6,10.8,2.3
1994/2/24,5.0,8.4,2.0
1994/2/25,7.3,11.3,3.6
1994/2/26,7.4,11.0,3.7
1994/2/27,7.3,12.2,3.0
1994/2/28,7.5,10.6,3.8
1994/3/1,8.6,12.4,5.5
1994/3/2,6.4,9.5,4.7
1994/3/3,6.6,9.5,4.4
1994/3/4,7.6,11.0,4.6
1994/3/5,6.4,9.8,3.7
1994/3/6,6.5,10.6,3.3
1994/3/7,6.2,9.1,2.3
1994/3/8,7.2,9.0,6.5
1994/3/9,10.7,15.2,8.4
1994/3/10,5.7,8.5,4.6
1994/3/11,7.3,10.6,3.8
1994/3/12,8.3,12.0,4.9
1994/3/13,6.2,7.8,4.1
1994/3/14,5.3,7.5,3.0
1994/3/15,6.0,9.4,3.4
1994/3/16,7.6,11.1,2.7
1994/3/17,9.9,14.7,5.9
1994/3/18,6.6,8.9,3.5
1994/3/19,9.1,12.4,5.9
1994/3/20,9.4,12.2,7.2
1994/3/21,8.1,12.7,4.6
1994/3/22,6.3,9.4,2.8
1994/3/23,5.9,7.6,3.4
1994/3/24,11.3,16.3,7.4
1994/3/25,9.5,14.5,5.0
1994/3/26,7.8,11.5,4.2
1994/3/27,8.7,12.8,4.1
1994/3/28,11.1,17.3,4.7
1994/3/29,11.8,16.8,7.4
1994/3/30,8.7,12.2,5.5
1994/3/31,13.1,18.7,7.9
