ダウンロードした時刻：2019/10/10 16:12:00

,大阪,大阪,大阪
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2004/12/1,11.1,16.1,6.0
2004/12/2,11.5,16.8,8.5
2004/12/3,12.6,18.0,7.5
2004/12/4,14.4,19.4,11.8
2004/12/5,15.7,21.3,10.9
2004/12/6,10.9,14.4,7.9
2004/12/7,10.8,15.9,5.8
2004/12/8,11.6,16.1,7.8
2004/12/9,11.0,14.9,7.0
2004/12/10,13.0,17.8,7.9
2004/12/11,12.8,17.8,8.9
2004/12/12,11.1,15.5,7.5
2004/12/13,11.7,17.5,8.7
2004/12/14,10.4,15.4,5.8
2004/12/15,11.0,16.9,6.0
2004/12/16,10.6,16.2,6.2
2004/12/17,8.7,12.5,6.6
2004/12/18,9.5,13.8,4.2
2004/12/19,11.8,15.4,7.7
2004/12/20,13.2,17.6,10.0
2004/12/21,9.9,13.3,6.9
2004/12/22,9.3,13.5,5.9
2004/12/23,7.2,10.8,4.8
2004/12/24,6.6,10.8,3.0
2004/12/25,7.8,11.9,3.2
2004/12/26,9.4,12.5,7.1
2004/12/27,8.3,12.6,5.2
2004/12/28,7.4,9.8,4.9
2004/12/29,6.1,8.2,4.1
2004/12/30,5.9,9.8,3.2
2004/12/31,3.9,5.8,0.7
2005/1/1,4.3,7.6,2.3
2005/1/2,4.7,9.0,0.1
2005/1/3,8.2,13.1,2.3
2005/1/4,8.6,13.5,4.3
2005/1/5,5.0,8.0,3.1
2005/1/6,5.3,7.3,2.4
2005/1/7,8.3,11.8,5.3
2005/1/8,5.2,8.7,3.4
2005/1/9,5.1,8.7,2.7
2005/1/10,4.1,8.2,-0.1
2005/1/11,5.5,8.8,3.3
2005/1/12,4.8,6.8,3.3
2005/1/13,5.9,9.7,1.6
2005/1/14,6.6,10.2,2.7
2005/1/15,6.5,8.3,5.1
2005/1/16,7.1,10.4,4.5
2005/1/17,6.9,11.5,4.4
2005/1/18,7.2,10.9,4.1
2005/1/19,7.3,12.2,3.6
2005/1/20,5.3,8.9,2.7
2005/1/21,3.9,6.7,1.6
2005/1/22,5.2,10.1,1.5
2005/1/23,5.2,7.1,3.6
2005/1/24,6.7,11.7,0.4
2005/1/25,7.9,12.0,4.9
2005/1/26,6.1,9.6,3.8
2005/1/27,5.4,8.1,1.6
2005/1/28,7.9,12.9,3.2
2005/1/29,9.8,15.4,3.6
2005/1/30,6.7,10.2,4.4
2005/1/31,4.6,7.6,2.3
2005/2/1,1.3,4.8,-1.1
2005/2/2,2.8,7.5,-1.2
2005/2/3,3.9,7.5,-0.1
2005/2/4,5.7,10.0,1.1
2005/2/5,7.2,10.7,5.1
2005/2/6,5.2,8.4,2.8
2005/2/7,5.2,7.7,3.4
2005/2/8,6.2,8.7,3.8
2005/2/9,8.9,14.9,3.6
2005/2/10,8.6,10.3,5.8
2005/2/11,5.1,8.4,3.0
2005/2/12,4.5,8.0,1.6
2005/2/13,4.5,8.9,1.2
2005/2/14,6.6,10.8,2.8
2005/2/15,7.3,10.7,4.5
2005/2/16,9.6,11.6,5.7
2005/2/17,9.1,12.1,6.5
2005/2/18,7.0,10.5,4.4
2005/2/19,8.9,13.0,5.4
2005/2/20,5.6,8.2,1.7
2005/2/21,3.4,7.1,-0.3
2005/2/22,4.2,7.9,-0.6
2005/2/23,9.9,14.6,3.5
2005/2/24,6.4,10.2,4.4
2005/2/25,8.0,11.7,5.3
2005/2/26,4.3,8.1,2.4
2005/2/27,4.3,8.9,1.0
2005/2/28,6.2,10.7,1.5
2005/3/1,5.5,10.7,2.8
2005/3/2,6.8,10.0,2.8
2005/3/3,7.6,11.6,5.1
2005/3/4,5.9,8.8,3.3
2005/3/5,5.6,8.7,3.4
2005/3/6,5.7,11.5,2.9
2005/3/7,7.3,13.0,0.7
2005/3/8,10.9,15.0,5.3
2005/3/9,13.4,17.3,8.6
2005/3/10,14.4,20.4,9.2
2005/3/11,13.4,14.9,11.5
2005/3/12,6.8,11.9,2.4
2005/3/13,3.3,6.6,0.3
2005/3/14,4.6,8.8,0.2
2005/3/15,6.4,11.1,2.4
2005/3/16,11.5,17.9,5.3
2005/3/17,12.7,18.8,9.6
2005/3/18,9.8,13.5,5.5
2005/3/19,8.6,13.2,4.7
2005/3/20,9.1,13.6,4.2
2005/3/21,11.8,16.7,8.0
2005/3/22,11.5,15.0,9.3
2005/3/23,10.1,13.2,7.0
2005/3/24,8.4,15.9,5.1
2005/3/25,5.8,8.9,3.3
2005/3/26,10.7,14.7,6.0
2005/3/27,12.2,17.8,6.2
2005/3/28,12.0,14.0,10.2
2005/3/29,11.1,15.2,7.5
2005/3/30,9.9,12.8,6.6
2005/3/31,11.6,16.5,6.4
