ダウンロードした時刻：2019/10/10 16:23:01

,福江,福江,福江
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1991/12/1,14.1,17.2,9.1
1991/12/2,14.0,17.9,9.5
1991/12/3,12.1,17.2,7.5
1991/12/4,9.8,15.7,4.5
1991/12/5,10.9,16.9,3.7
1991/12/6,12.6,16.6,8.7
1991/12/7,12.2,18.4,7.2
1991/12/8,12.7,15.9,10.2
1991/12/9,9.0,10.7,5.4
1991/12/10,10.6,16.7,3.0
1991/12/11,11.4,17.5,6.9
1991/12/12,5.3,7.0,4.4
1991/12/13,6.7,9.4,5.2
1991/12/14,8.6,13.6,4.8
1991/12/15,10.0,16.2,4.6
1991/12/16,12.1,18.6,7.2
1991/12/17,14.6,21.4,8.6
1991/12/18,11.7,14.1,8.0
1991/12/19,10.5,11.7,7.8
1991/12/20,10.2,15.3,5.3
1991/12/21,10.8,13.2,5.8
1991/12/22,11.5,16.4,5.9
1991/12/23,13.5,17.4,10.2
1991/12/24,14.3,18.4,9.7
1991/12/25,13.8,15.3,13.0
1991/12/26,12.8,15.1,10.3
1991/12/27,10.4,12.7,7.5
1991/12/28,4.7,7.7,1.7
1991/12/29,4.8,5.4,2.8
1991/12/30,6.5,9.3,4.3
1991/12/31,8.1,11.1,3.1
1992/1/1,11.0,12.2,9.8
1992/1/2,11.2,13.1,8.9
1992/1/3,9.1,10.8,7.9
1992/1/4,7.5,10.6,2.2
1992/1/5,7.2,10.3,2.2
1992/1/6,11.8,14.2,9.3
1992/1/7,10.9,13.5,7.2
1992/1/8,9.1,11.5,6.0
1992/1/9,8.9,10.6,7.6
1992/1/10,8.4,10.9,5.9
1992/1/11,7.9,13.2,2.3
1992/1/12,8.3,13.1,3.9
1992/1/13,8.2,9.8,5.3
1992/1/14,6.3,8.0,5.1
1992/1/15,7.2,9.6,4.1
1992/1/16,7.8,9.8,5.3
1992/1/17,6.4,8.4,3.7
1992/1/18,5.4,6.2,3.7
1992/1/19,6.2,9.0,2.6
1992/1/20,5.8,10.9,-0.3
1992/1/21,7.3,11.8,2.2
1992/1/22,8.3,11.2,3.3
1992/1/23,7.5,9.1,6.3
1992/1/24,7.6,11.8,3.3
1992/1/25,8.7,14.6,2.4
1992/1/26,8.2,12.6,3.3
1992/1/27,8.5,12.2,3.4
1992/1/28,9.7,16.1,2.3
1992/1/29,13.9,18.9,7.4
1992/1/30,11.7,13.7,10.3
1992/1/31,7.7,11.0,4.5
1992/2/1,4.8,7.4,2.4
1992/2/2,7.2,12.1,-0.5
1992/2/3,13.9,16.6,10.8
1992/2/4,7.3,10.9,3.4
1992/2/5,6.0,11.5,1.0
1992/2/6,6.5,10.8,1.0
1992/2/7,6.5,8.8,5.1
1992/2/8,5.5,6.9,3.8
1992/2/9,5.5,7.8,3.7
1992/2/10,6.7,9.3,3.9
1992/2/11,7.1,11.5,3.1
1992/2/12,7.4,12.3,2.0
1992/2/13,8.0,13.8,3.9
1992/2/14,6.0,9.9,2.0
1992/2/15,7.6,10.3,1.9
1992/2/16,5.7,8.9,1.3
1992/2/17,5.8,10.4,1.4
1992/2/18,8.5,12.4,2.9
1992/2/19,7.6,9.9,5.9
1992/2/20,5.8,7.2,4.7
1992/2/21,5.4,8.4,2.6
1992/2/22,5.2,9.4,0.3
1992/2/23,6.7,12.8,-1.6
1992/2/24,6.7,8.6,3.2
1992/2/25,8.8,12.2,3.1
1992/2/26,8.0,15.5,0.8
1992/2/27,12.1,18.1,2.6
1992/2/28,17.7,20.5,15.8
1992/2/29,18.1,19.2,16.8
1992/3/1,15.9,18.3,12.7
1992/3/2,11.6,14.8,9.3
1992/3/3,9.9,12.5,8.5
1992/3/4,9.6,11.6,7.9
1992/3/5,10.1,11.7,7.8
1992/3/6,7.2,9.4,5.2
1992/3/7,6.6,10.9,2.4
1992/3/8,7.9,11.4,1.5
1992/3/9,10.9,12.0,9.0
1992/3/10,12.3,16.7,7.2
1992/3/11,10.6,15.7,4.5
1992/3/12,10.6,17.3,4.5
1992/3/13,11.9,16.6,6.6
1992/3/14,14.6,17.6,9.9
1992/3/15,15.8,18.8,13.2
1992/3/16,11.7,14.0,9.2
1992/3/17,10.8,13.7,9.2
1992/3/18,10.5,12.2,8.9
1992/3/19,10.8,13.0,7.9
1992/3/20,10.4,11.9,9.2
1992/3/21,10.5,12.8,6.0
1992/3/22,10.6,15.2,4.5
1992/3/23,14.2,18.6,12.3
1992/3/24,11.4,12.6,10.5
1992/3/25,11.9,15.0,9.4
1992/3/26,11.7,13.3,9.7
1992/3/27,11.8,15.8,9.5
1992/3/28,12.6,13.7,11.3
1992/3/29,13.2,13.8,11.4
1992/3/30,13.0,17.5,7.6
1992/3/31,13.4,16.9,8.0
