ダウンロードした時刻：2019/10/10 16:22:34

,大分,大分,大分
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2008/12/1,8.2,13.7,1.8
2008/12/2,10.0,17.5,3.8
2008/12/3,12.3,18.2,6.9
2008/12/4,13.3,18.5,7.3
2008/12/5,10.1,15.7,5.6
2008/12/6,3.7,6.3,0.6
2008/12/7,3.5,8.9,-1.4
2008/12/8,4.9,8.2,0.1
2008/12/9,10.6,14.7,7.5
2008/12/10,11.0,17.6,6.3
2008/12/11,11.3,19.1,4.0
2008/12/12,9.9,16.0,4.2
2008/12/13,9.1,13.2,4.4
2008/12/14,10.9,13.9,8.6
2008/12/15,9.8,12.0,7.9
2008/12/16,8.4,13.8,3.1
2008/12/17,9.1,15.3,3.9
2008/12/18,9.3,14.1,5.1
2008/12/19,7.8,14.0,2.5
2008/12/20,9.3,18.1,1.6
2008/12/21,11.5,16.5,8.0
2008/12/22,7.3,10.8,4.9
2008/12/23,6.8,10.3,3.6
2008/12/24,6.1,10.5,0.2
2008/12/25,9.9,15.2,6.1
2008/12/26,6.4,9.4,2.6
2008/12/27,5.3,11.3,-0.2
2008/12/28,7.2,12.9,1.0
2008/12/29,10.0,14.8,6.7
2008/12/30,8.8,12.7,5.4
2008/12/31,6.0,8.4,3.6
2009/1/1,4.1,6.0,2.0
2009/1/2,6.7,9.4,3.5
2009/1/3,7.3,11.5,3.0
2009/1/4,7.1,13.2,0.4
2009/1/5,9.8,14.2,6.2
2009/1/6,9.0,13.3,5.5
2009/1/7,8.3,12.6,5.3
2009/1/8,7.4,11.9,3.3
2009/1/9,7.5,13.5,3.7
2009/1/10,4.2,6.7,2.5
2009/1/11,4.6,7.4,3.0
2009/1/12,4.7,7.1,2.9
2009/1/13,2.9,5.6,-0.3
2009/1/14,4.6,8.7,-0.5
2009/1/15,4.0,8.1,0.2
2009/1/16,4.2,12.1,-2.6
2009/1/17,5.9,13.1,0.7
2009/1/18,9.1,14.5,3.5
2009/1/19,9.6,12.6,6.9
2009/1/20,7.1,11.3,3.0
2009/1/21,7.1,9.3,4.3
2009/1/22,8.0,9.2,6.8
2009/1/23,6.7,12.2,2.2
2009/1/24,1.7,5.4,-1.3
2009/1/25,3.7,7.2,0.2
2009/1/26,6.0,9.6,1.7
2009/1/27,5.5,9.1,1.8
2009/1/28,6.6,12.2,-0.1
2009/1/29,9.8,11.6,8.1
2009/1/30,11.1,12.4,9.7
2009/1/31,10.4,12.3,7.8
2009/2/1,8.2,11.6,4.7
2009/2/2,6.7,11.8,2.1
2009/2/3,7.8,8.8,6.2
2009/2/4,9.3,12.6,5.3
2009/2/5,8.5,14.2,2.3
2009/2/6,8.4,12.6,4.2
2009/2/7,7.5,13.5,1.6
2009/2/8,8.7,14.4,3.7
2009/2/9,7.5,11.9,2.6
2009/2/10,10.2,14.5,5.2
2009/2/11,10.3,16.8,3.3
2009/2/12,10.5,18.1,4.2
2009/2/13,16.3,22.1,7.7
2009/2/14,17.2,21.6,11.7
2009/2/15,12.6,17.5,6.5
2009/2/16,7.8,12.3,4.1
2009/2/17,4.9,7.6,3.3
2009/2/18,6.1,11.6,1.5
2009/2/19,4.8,8.5,1.2
2009/2/20,8.8,12.2,6.3
2009/2/21,6.8,10.7,3.2
2009/2/22,5.4,8.5,1.5
2009/2/23,12.0,15.5,8.3
2009/2/24,10.7,12.3,9.0
2009/2/25,12.1,13.4,10.8
2009/2/26,10.6,14.4,6.7
2009/2/27,9.2,10.3,8.3
2009/2/28,9.2,11.2,6.5
2009/3/1,11.3,15.5,7.2
2009/3/2,7.8,12.1,2.1
2009/3/3,7.1,8.8,5.3
2009/3/4,8.8,11.7,7.0
2009/3/5,8.9,11.5,4.9
2009/3/6,11.5,14.3,9.7
2009/3/7,9.8,13.1,7.3
2009/3/8,8.9,11.1,6.6
2009/3/9,8.6,11.2,6.2
2009/3/10,10.2,17.3,3.2
2009/3/11,9.4,14.1,4.9
2009/3/12,9.4,13.4,3.0
2009/3/13,14.3,17.2,10.9
2009/3/14,8.0,12.8,4.7
2009/3/15,7.8,14.7,1.8
2009/3/16,10.5,17.6,3.9
2009/3/17,14.3,21.2,9.0
2009/3/18,14.8,21.4,8.1
2009/3/19,16.7,22.0,13.1
2009/3/20,14.5,17.4,9.2
2009/3/21,13.2,20.4,5.7
2009/3/22,16.8,18.7,14.1
2009/3/23,13.6,16.7,11.8
2009/3/24,11.8,15.5,7.1
2009/3/25,9.2,13.5,5.4
2009/3/26,9.2,14.3,2.9
2009/3/27,11.3,14.7,8.6
2009/3/28,9.2,11.7,5.6
2009/3/29,9.6,12.3,6.9
2009/3/30,9.6,13.1,7.2
2009/3/31,10.6,15.9,7.1
