ダウンロードした時刻：2019/10/10 15:41:25

,白河,白河,白河
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1989/12/1,4.8,6.6,1.9
1989/12/2,5.0,12.4,-1.3
1989/12/3,7.1,16.2,1.8
1989/12/4,9.2,16.5,-1.2
1989/12/5,6.9,12.6,2.3
1989/12/6,6.0,10.1,0.2
1989/12/7,5.4,8.1,2.7
1989/12/8,4.6,9.1,0.6
1989/12/9,1.0,5.2,-1.8
1989/12/10,1.7,5.1,-2.6
1989/12/11,3.7,8.3,-4.1
1989/12/12,2.7,4.9,0.9
1989/12/13,1.9,5.5,-1.0
1989/12/14,0.4,1.6,-0.9
1989/12/15,4.6,7.0,1.3
1989/12/16,6.3,11.3,1.8
1989/12/17,6.0,10.2,2.3
1989/12/18,3.3,6.6,0.0
1989/12/19,-0.4,2.3,-1.4
1989/12/20,1.7,4.9,-0.6
1989/12/21,2.5,6.0,-0.5
1989/12/22,3.7,8.8,-2.2
1989/12/23,4.9,10.4,0.3
1989/12/24,1.9,5.2,0.2
1989/12/25,2.2,4.3,0.2
1989/12/26,5.0,8.8,1.6
1989/12/27,5.3,9.3,0.5
1989/12/28,2.4,7.2,-1.8
1989/12/29,2.5,7.8,-2.9
1989/12/30,2.1,5.7,-1.4
1989/12/31,-0.8,3.1,-3.6
1990/1/1,-1.3,3.2,-4.6
1990/1/2,-1.1,5.2,-6.7
1990/1/3,0.5,4.2,-3.6
1990/1/4,-0.3,3.7,-3.2
1990/1/5,0.6,6.7,-3.4
1990/1/6,2.4,9.2,-3.1
1990/1/7,0.1,1.5,-1.8
1990/1/8,1.1,7.4,-4.6
1990/1/9,0.5,9.2,-6.5
1990/1/10,3.5,7.7,-3.0
1990/1/11,4.6,9.8,-0.4
1990/1/12,2.1,7.2,-2.4
1990/1/13,0.8,4.9,-2.6
1990/1/14,-0.4,4.5,-3.1
1990/1/15,-0.3,3.2,-2.9
1990/1/16,-2.7,-1.4,-4.5
1990/1/17,-2.4,2.3,-7.8
1990/1/18,-0.4,6.6,-7.6
1990/1/19,0.4,2.4,-2.1
1990/1/20,-1.8,0.3,-5.0
1990/1/21,-3.6,3.0,-10.2
1990/1/22,-0.3,6.1,-7.9
1990/1/23,-2.5,0.2,-5.2
1990/1/24,-3.5,1.7,-6.9
1990/1/25,-3.4,-0.3,-5.7
1990/1/26,-5.4,-2.2,-8.5
1990/1/27,-5.2,-1.6,-9.5
1990/1/28,-3.0,1.5,-7.0
1990/1/29,-2.7,6.4,-8.6
1990/1/30,1.8,8.1,-1.3
1990/1/31,-1.6,-0.7,-2.7
1990/2/1,-2.9,-2.2,-4.0
1990/2/2,-2.3,2.2,-7.9
1990/2/3,0.4,5.4,-6.0
1990/2/4,1.7,3.7,0.0
1990/2/5,0.8,4.4,-1.0
1990/2/6,0.6,3.9,-2.3
1990/2/7,1.4,8.7,-5.1
1990/2/8,2.3,6.5,-2.4
1990/2/9,0.1,5.2,-3.5
1990/2/10,0.6,4.6,-6.7
1990/2/11,6.3,9.5,2.8
1990/2/12,5.6,12.0,0.3
1990/2/13,1.9,4.9,-0.6
1990/2/14,1.4,4.8,-0.5
1990/2/15,0.6,1.7,-0.9
1990/2/16,2.0,2.6,1.4
1990/2/17,4.5,7.8,2.2
1990/2/18,3.8,9.8,-1.4
1990/2/19,3.1,3.9,1.9
1990/2/20,8.2,12.5,2.8
1990/2/21,7.7,10.3,5.2
1990/2/22,7.7,16.4,0.4
1990/2/23,6.5,7.8,4.1
1990/2/24,8.9,14.4,5.9
1990/2/25,5.5,8.7,2.5
1990/2/26,4.5,6.0,2.5
1990/2/27,3.8,6.5,1.1
1990/2/28,3.3,8.7,0.3
1990/3/1,5.6,10.6,0.7
1990/3/2,2.1,5.9,0.6
1990/3/3,2.7,4.8,0.7
1990/3/4,5.8,9.7,3.2
1990/3/5,5.1,10.4,1.1
1990/3/6,4.1,8.6,0.9
1990/3/7,4.2,11.3,-1.7
1990/3/8,1.2,3.6,-1.2
1990/3/9,5.6,9.6,3.0
1990/3/10,7.7,12.1,-0.3
1990/3/11,9.4,14.9,2.7
1990/3/12,6.1,11.2,-1.3
1990/3/13,0.3,2.7,-2.2
1990/3/14,5.0,10.1,-3.1
1990/3/15,7.1,13.4,3.5
1990/3/16,6.0,10.0,3.7
1990/3/17,4.6,9.0,2.3
1990/3/18,3.7,6.1,1.5
1990/3/19,4.8,9.9,-1.2
1990/3/20,6.9,14.0,-1.1
1990/3/21,4.4,9.0,-1.0
1990/3/22,5.5,14.0,-1.3
1990/3/23,8.2,17.5,-1.5
1990/3/24,9.2,15.0,5.5
1990/3/25,2.9,6.4,0.5
1990/3/26,1.3,4.4,-1.6
1990/3/27,4.3,12.1,-3.9
1990/3/28,8.8,16.4,0.5
1990/3/29,5.6,7.3,4.4
1990/3/30,7.1,13.5,1.3
1990/3/31,8.2,11.3,5.3
