ダウンロードした時刻：2019/10/10 16:11:41

,大阪,大阪,大阪
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1989/12/1,8.0,12.6,4.1
1989/12/2,9.2,14.1,4.4
1989/12/3,10.7,15.8,5.2
1989/12/4,12.1,17.6,5.5
1989/12/5,12.5,17.4,8.1
1989/12/6,10.3,15.5,7.1
1989/12/7,10.8,15.7,4.7
1989/12/8,9.9,13.7,6.4
1989/12/9,8.0,10.5,6.0
1989/12/10,8.1,12.0,4.8
1989/12/11,8.0,12.6,2.3
1989/12/12,8.8,12.7,5.3
1989/12/13,6.5,9.9,3.6
1989/12/14,7.5,10.4,5.3
1989/12/15,8.0,10.9,5.9
1989/12/16,8.5,13.4,3.5
1989/12/17,10.8,14.1,5.9
1989/12/18,9.5,14.9,6.1
1989/12/19,4.7,6.1,4.0
1989/12/20,6.8,9.2,3.5
1989/12/21,9.3,13.4,5.2
1989/12/22,7.9,11.3,5.1
1989/12/23,8.1,13.1,3.2
1989/12/24,7.2,8.1,6.0
1989/12/25,9.2,13.5,5.2
1989/12/26,10.5,14.6,6.3
1989/12/27,7.2,11.2,4.2
1989/12/28,6.0,9.6,1.4
1989/12/29,7.0,10.0,3.6
1989/12/30,6.7,10.8,3.9
1989/12/31,4.8,7.5,2.3
1990/1/1,6.5,10.1,2.3
1990/1/2,7.6,10.6,4.8
1990/1/3,4.9,9.2,1.1
1990/1/4,4.5,7.9,2.5
1990/1/5,5.7,10.4,-0.2
1990/1/6,6.8,10.4,4.1
1990/1/7,5.2,7.4,3.8
1990/1/8,6.6,10.9,3.8
1990/1/9,8.0,11.3,3.6
1990/1/10,11.6,18.4,8.3
1990/1/11,8.4,11.0,6.0
1990/1/12,8.5,11.9,4.2
1990/1/13,6.5,10.0,2.9
1990/1/14,5.0,8.2,1.3
1990/1/15,6.6,8.9,3.3
1990/1/16,5.8,8.8,2.5
1990/1/17,6.9,10.4,4.1
1990/1/18,9.1,13.1,2.9
1990/1/19,8.7,10.6,7.3
1990/1/20,4.6,7.3,2.2
1990/1/21,4.2,8.3,0.8
1990/1/22,5.3,9.2,0.3
1990/1/23,4.2,6.5,1.2
1990/1/24,0.9,4.1,-1.0
1990/1/25,1.4,5.0,-1.7
1990/1/26,1.9,5.7,-2.5
1990/1/27,2.8,6.5,-0.8
1990/1/28,4.1,8.1,-1.3
1990/1/29,6.5,9.5,3.7
1990/1/30,6.5,9.6,3.8
1990/1/31,2.1,3.9,0.9
1990/2/1,3.0,5.0,0.6
1990/2/2,4.9,7.9,2.6
1990/2/3,4.5,5.5,3.3
1990/2/4,5.8,7.9,3.4
1990/2/5,6.9,11.0,4.2
1990/2/6,6.0,9.5,2.7
1990/2/7,8.9,14.0,6.3
1990/2/8,6.8,9.5,5.4
1990/2/9,7.3,11.8,3.9
1990/2/10,8.6,13.1,2.5
1990/2/11,11.9,14.6,10.0
1990/2/12,8.8,13.2,5.6
1990/2/13,7.2,10.9,4.9
1990/2/14,6.4,8.7,4.9
1990/2/15,8.5,10.9,6.6
1990/2/16,8.1,12.0,6.4
1990/2/17,8.7,13.0,6.2
1990/2/18,10.5,15.9,4.5
1990/2/19,13.1,15.0,10.9
1990/2/20,13.2,15.7,10.4
1990/2/21,11.8,17.6,7.8
1990/2/22,12.9,19.0,6.8
1990/2/23,13.0,14.2,12.0
1990/2/24,11.9,14.1,10.4
1990/2/25,9.9,11.0,8.5
1990/2/26,9.3,11.8,7.2
1990/2/27,7.7,10.5,4.1
1990/2/28,7.6,11.4,3.7
1990/3/1,9.5,10.4,8.2
1990/3/2,9.9,10.7,9.2
1990/3/3,9.4,13.2,7.3
1990/3/4,8.5,13.1,5.2
1990/3/5,7.8,13.0,3.3
1990/3/6,8.9,11.8,5.5
1990/3/7,8.1,13.6,3.1
1990/3/8,5.3,8.7,1.9
1990/3/9,7.7,13.1,1.7
1990/3/10,10.1,15.4,4.0
1990/3/11,12.7,18.2,5.3
1990/3/12,10.9,15.4,5.1
1990/3/13,8.1,12.9,5.0
1990/3/14,9.5,14.3,2.5
1990/3/15,12.1,17.4,8.9
1990/3/16,10.8,15.3,7.9
1990/3/17,10.1,14.5,6.8
1990/3/18,9.4,13.9,6.1
1990/3/19,10.1,12.5,6.5
1990/3/20,12.6,17.9,7.1
1990/3/21,10.9,16.9,7.3
1990/3/22,12.0,18.7,4.7
1990/3/23,15.9,22.2,8.9
1990/3/24,14.9,19.6,9.8
1990/3/25,8.4,11.7,6.5
1990/3/26,8.9,14.7,5.8
1990/3/27,10.9,16.5,4.1
1990/3/28,10.7,12.9,9.0
1990/3/29,11.7,14.0,9.5
1990/3/30,13.7,18.3,9.5
1990/3/31,14.0,15.3,12.6
