É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2019/10/10 15:32:50

,éDñy,éDñy,éDñy
îNåéì˙,ïΩãœãCâ∑(Åé),ç≈çÇãCâ∑(Åé),ç≈í·ãCâ∑(Åé)
,,,
2018/12/1,-0.2,1.7,-2.0
2018/12/2,3.5,7.6,-2.5
2018/12/3,6.8,13.0,-0.4
2018/12/4,10.1,12.7,7.5
2018/12/5,2.2,8.0,-2.2
2018/12/6,-0.9,0.8,-2.2
2018/12/7,-3.2,-1.9,-5.8
2018/12/8,-5.9,-5.1,-7.9
2018/12/9,-5.8,-4.0,-8.1
2018/12/10,-5.5,-2.8,-8.4
2018/12/11,-3.9,-1.4,-8.8
2018/12/12,-3.1,-1.6,-5.9
2018/12/13,-3.6,-1.2,-6.9
2018/12/14,-2.6,0.7,-4.9
2018/12/15,-1.4,0.9,-4.3
2018/12/16,2.7,4.9,-0.4
2018/12/17,1.6,2.8,0.0
2018/12/18,-0.8,0.6,-2.3
2018/12/19,-1.2,2.2,-3.8
2018/12/20,-1.8,0.7,-4.4
2018/12/21,0.7,3.4,-5.3
2018/12/22,1.6,2.8,0.7
2018/12/23,1.8,4.3,-1.0
2018/12/24,-2.8,-1.0,-4.1
2018/12/25,-1.3,0.9,-3.3
2018/12/26,-1.9,1.2,-6.8
2018/12/27,-7.2,-5.9,-8.9
2018/12/28,-4.7,-2.7,-7.1
2018/12/29,-3.5,-1.0,-5.1
2018/12/30,-0.9,0.8,-4.5
2018/12/31,-1.2,0.5,-3.6
2019/1/1,-1.9,-0.5,-3.1
2019/1/2,-4.1,-0.6,-7.0
2019/1/3,-3.3,-0.8,-8.1
2019/1/4,-0.2,2.9,-2.6
2019/1/5,-2.2,-0.3,-3.7
2019/1/6,-3.0,-1.2,-4.8
2019/1/7,-4.8,-3.1,-6.9
2019/1/8,-3.5,0.3,-7.0
2019/1/9,-2.0,0.7,-4.7
2019/1/10,0.5,4.1,-2.4
2019/1/11,-3.6,-1.8,-5.9
2019/1/12,-2.4,-0.2,-5.1
2019/1/13,-5.1,-2.3,-7.5
2019/1/14,-5.0,-1.9,-8.7
2019/1/15,0.1,3.5,-4.7
2019/1/16,-3.0,0.2,-4.4
2019/1/17,-7.9,-3.9,-12.3
2019/1/18,-5.0,-2.0,-9.2
2019/1/19,-1.8,1.1,-3.8
2019/1/20,-2.4,1.3,-5.1
2019/1/21,-5.2,-2.8,-7.5
2019/1/22,-4.3,-1.4,-7.7
2019/1/23,-2.3,1.5,-6.7
2019/1/24,-1.9,-0.5,-4.6
2019/1/25,-1.6,-0.7,-2.6
2019/1/26,-2.8,-0.6,-4.4
2019/1/27,-4.3,-1.7,-6.8
2019/1/28,-0.6,2.1,-6.3
2019/1/29,-1.5,0.0,-4.3
2019/1/30,-2.1,1.6,-7.0
2019/1/31,-4.4,0.8,-7.2
2019/2/1,-7.0,-5.0,-8.4
2019/2/2,-5.0,-1.5,-6.9
2019/2/3,0.1,3.3,-4.1
2019/2/4,-1.7,2.4,-6.9
2019/2/5,-4.7,-1.9,-7.5
2019/2/6,-4.1,-2.2,-5.3
2019/2/7,-5.9,-4.1,-10.3
2019/2/8,-11.5,-10.1,-12.5
2019/2/9,-8.8,-5.5,-13.1
2019/2/10,-6.0,-2.8,-8.8
2019/2/11,-5.0,-2.5,-7.4
2019/2/12,-6.0,-3.7,-9.0
2019/2/13,-6.1,-3.5,-7.9
2019/2/14,-5.0,-1.8,-7.3
2019/2/15,-2.1,0.4,-5.4
2019/2/16,-2.0,0.7,-4.7
2019/2/17,-1.3,-0.2,-3.7
2019/2/18,0.2,2.4,-3.6
2019/2/19,0.8,5.1,-5.5
2019/2/20,1.6,3.1,0.5
2019/2/21,1.1,3.4,-2.0
2019/2/22,1.8,6.5,-2.1
2019/2/23,-0.8,1.1,-2.9
2019/2/24,1.8,8.1,-5.7
2019/2/25,2.1,5.5,-1.8
2019/2/26,-0.7,2.6,-2.5
2019/2/27,1.0,4.1,-2.3
2019/2/28,1.3,5.4,-3.4
2019/3/1,2.5,6.4,-2.1
2019/3/2,0.9,3.7,-2.4
2019/3/3,1.7,7.0,-4.1
2019/3/4,2.2,5.2,0.2
2019/3/5,2.0,4.4,-0.1
2019/3/6,3.5,8.3,0.0
2019/3/7,0.1,3.2,-2.9
2019/3/8,0.3,4.5,-4.0
2019/3/9,5.8,10.5,-2.2
2019/3/10,4.3,7.3,1.4
2019/3/11,3.9,6.3,0.6
2019/3/12,3.0,5.6,0.9
2019/3/13,2.0,3.4,0.6
2019/3/14,0.8,4.2,-3.0
2019/3/15,2.0,4.9,0.0
2019/3/16,1.2,3.3,-0.5
2019/3/17,1.7,4.4,-1.1
2019/3/18,5.0,9.6,-1.8
2019/3/19,8.4,13.7,4.7
2019/3/20,6.9,10.7,4.2
2019/3/21,7.4,13.2,4.7
2019/3/22,0.7,6.4,-2.8
2019/3/23,-2.3,0.6,-4.6
2019/3/24,-1.9,1.7,-4.6
2019/3/25,4.4,10.5,-1.7
2019/3/26,4.2,8.4,0.6
2019/3/27,1.4,4.1,-0.8
2019/3/28,0.0,2.2,-2.3
2019/3/29,0.1,2.8,-2.4
2019/3/30,1.8,5.9,-2.8
2019/3/31,2.4,5.4,0.1
