ダウンロードした時刻：2017/07/24 15:43:11

,米子,米子,米子
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2002/1/1,6.1,8.4,2.3
2002/1/2,0.1,3.1,-3.0
2002/1/3,1.8,4.3,-1.1
2002/1/4,6.7,9.9,2.8
2002/1/5,5.4,9.3,1.7
2002/1/6,3.6,6.4,0.5
2002/1/7,6.0,12.7,0.3
2002/1/8,1.6,3.8,-0.3
2002/1/9,4.7,8.3,2.3
2002/1/10,7.7,13.0,2.4
2002/1/11,9.0,12.8,5.2
2002/1/12,9.2,16.0,3.8
2002/1/13,10.1,15.4,6.4
2002/1/14,9.0,14.1,3.3
2002/1/15,15.6,20.0,13.0
2002/1/16,11.8,15.2,8.1
2002/1/17,6.6,8.4,4.6
2002/1/18,5.9,7.5,4.6
2002/1/19,5.5,8.5,0.3
2002/1/20,4.7,9.3,-1.2
2002/1/21,6.8,9.5,3.2
2002/1/22,2.7,6.3,0.9
2002/1/23,1.6,4.0,0.4
2002/1/24,4.0,8.0,0.8
2002/1/25,4.6,8.5,0.8
2002/1/26,3.3,6.0,0.3
2002/1/27,6.6,9.8,3.1
2002/1/28,4.4,7.2,0.4
2002/1/29,0.9,2.6,-1.2
2002/1/30,2.6,6.2,0.3
2002/1/31,1.7,4.6,0.2
2002/2/1,3.4,9.5,-0.9
2002/2/2,5.3,11.7,0.0
2002/2/3,5.3,9.2,0.1
2002/2/4,5.4,10.4,2.1
2002/2/5,6.4,11.9,1.9
2002/2/6,7.7,15.1,1.5
2002/2/7,7.7,12.1,1.9
2002/2/8,8.1,14.6,0.1
2002/2/9,5.9,10.5,1.5
2002/2/10,1.9,4.7,0.7
2002/2/11,1.2,4.1,0.3
2002/2/12,2.4,5.9,-0.3
2002/2/13,2.9,6.0,0.3
2002/2/14,2.5,5.0,0.7
2002/2/15,3.1,7.7,0.0
2002/2/16,5.6,12.9,-1.3
2002/2/17,8.3,10.1,4.6
2002/2/18,4.5,10.0,0.7
2002/2/19,2.0,4.5,0.4
2002/2/20,6.8,13.6,0.3
2002/2/21,9.2,15.1,2.7
2002/2/22,9.8,13.9,6.5
2002/2/23,7.6,12.2,3.2
2002/2/24,6.1,8.3,2.2
2002/2/25,4.7,9.9,-1.6
2002/2/26,8.4,12.4,5.1
2002/2/27,9.0,10.1,7.5
2002/2/28,9.3,11.2,7.0
2002/3/1,8.8,13.4,4.9
2002/3/2,6.8,11.9,1.9
2002/3/3,5.2,8.3,0.3
2002/3/4,6.8,14.5,-1.3
2002/3/5,7.7,9.0,5.7
2002/3/6,8.8,11.0,6.9
2002/3/7,3.9,7.8,0.6
2002/3/8,5.1,11.1,0.7
2002/3/9,8.6,17.3,0.4
2002/3/10,11.2,18.9,5.9
2002/3/11,9.9,16.1,3.9
2002/3/12,10.7,17.3,4.0
2002/3/13,9.3,15.0,2.4
2002/3/14,14.9,21.9,8.8
2002/3/15,14.7,17.7,10.7
2002/3/16,11.4,16.1,8.5
2002/3/17,12.2,18.9,6.6
2002/3/18,9.8,15.0,5.1
2002/3/19,13.2,19.8,4.3
2002/3/20,13.2,19.3,6.5
2002/3/21,16.3,22.4,11.2
2002/3/22,11.1,13.3,8.6
2002/3/23,7.8,10.9,4.6
2002/3/24,7.1,11.4,2.9
2002/3/25,7.2,12.7,1.1
2002/3/26,11.8,19.3,4.7
2002/3/27,10.7,13.6,5.5
2002/3/28,9.2,14.2,0.9
2002/3/29,13.3,17.1,11.7
2002/3/30,12.1,16.0,8.6
2002/3/31,12.3,17.2,7.9
2002/4/1,15.0,23.2,6.5
2002/4/2,16.5,23.6,10.0
2002/4/3,13.5,21.9,11.0
2002/4/4,11.6,15.0,7.2
2002/4/5,10.4,16.9,3.7
2002/4/6,12.2,17.1,5.5
2002/4/7,17.1,21.2,14.2
2002/4/8,15.1,21.0,12.2
2002/4/9,12.5,16.2,7.2
2002/4/10,10.9,16.7,6.3
2002/4/11,11.3,17.3,6.0
2002/4/12,11.4,16.5,6.3
2002/4/13,13.1,17.5,8.4
2002/4/14,18.0,27.8,6.7
2002/4/15,18.9,22.0,15.0
2002/4/16,20.1,25.5,15.0
2002/4/17,17.5,22.7,14.5
2002/4/18,13.1,17.2,8.0
2002/4/19,12.3,17.4,5.5
2002/4/20,19.0,25.4,11.1
2002/4/21,16.5,19.6,13.9
2002/4/22,17.6,20.8,13.4
2002/4/23,20.3,22.5,16.4
2002/4/24,18.8,25.1,13.8
2002/4/25,13.1,14.9,11.6
2002/4/26,11.6,15.0,7.2
2002/4/27,11.6,16.2,5.0
2002/4/28,14.5,18.1,10.7
2002/4/29,19.9,25.8,12.4
2002/4/30,20.4,26.9,16.9
2002/5/1,14.5,17.2,10.2
