ダウンロードした時刻：2019/10/10 15:38:57

,山形,山形,山形
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1988/12/1,4.6,8.3,1.4
1988/12/2,3.7,7.2,1.0
1988/12/3,2.2,9.3,-2.2
1988/12/4,2.7,7.6,-2.9
1988/12/5,4.2,11.7,0.4
1988/12/6,4.3,7.5,0.2
1988/12/7,9.2,14.0,5.0
1988/12/8,7.3,15.4,1.9
1988/12/9,5.7,14.9,2.4
1988/12/10,2.1,4.9,0.3
1988/12/11,2.6,4.2,0.6
1988/12/12,3.8,10.1,0.0
1988/12/13,2.5,6.8,-2.2
1988/12/14,3.5,9.2,-1.5
1988/12/15,1.7,5.0,-0.1
1988/12/16,-0.5,0.3,-2.7
1988/12/17,-2.0,-0.6,-4.0
1988/12/18,1.8,5.6,-2.4
1988/12/19,1.9,5.0,-1.1
1988/12/20,3.2,6.6,0.3
1988/12/21,0.8,2.6,-1.5
1988/12/22,-0.9,0.9,-2.9
1988/12/23,0.0,5.3,-5.7
1988/12/24,2.3,8.4,-5.0
1988/12/25,0.5,2.6,-1.4
1988/12/26,0.2,3.1,-1.8
1988/12/27,1.1,4.9,-1.4
1988/12/28,-1.1,1.3,-3.1
1988/12/29,-0.2,2.3,-3.3
1988/12/30,0.9,4.6,-2.1
1988/12/31,2.9,7.7,-3.4
1989/1/1,1.5,6.7,-0.8
1989/1/2,1.9,7.8,-2.9
1989/1/3,0.6,5.6,-2.9
1989/1/4,-0.6,1.2,-1.8
1989/1/5,1.0,3.7,-2.0
1989/1/6,3.1,8.5,-1.1
1989/1/7,1.9,6.0,-2.6
1989/1/8,2.6,3.7,1.6
1989/1/9,4.0,7.7,0.9
1989/1/10,5.8,8.6,3.3
1989/1/11,4.2,7.4,2.4
1989/1/12,3.8,4.6,2.8
1989/1/13,1.5,3.6,-0.8
1989/1/14,-0.2,3.9,-2.9
1989/1/15,-2.4,1.1,-4.3
1989/1/16,0.9,4.9,-5.3
1989/1/17,1.9,5.3,-1.8
1989/1/18,1.1,7.0,-4.4
1989/1/19,2.1,4.3,-0.1
1989/1/20,4.3,5.6,2.6
1989/1/21,4.4,8.0,1.1
1989/1/22,0.3,3.7,-2.0
1989/1/23,-1.2,0.5,-3.2
1989/1/24,1.0,2.0,0.1
1989/1/25,-0.1,2.9,-2.9
1989/1/26,0.1,5.8,-5.9
1989/1/27,1.2,7.2,-1.7
1989/1/28,-3.7,-1.1,-5.7
1989/1/29,-0.8,2.2,-4.6
1989/1/30,0.4,5.2,-3.3
1989/1/31,1.8,9.5,-6.6
1989/2/1,0.6,5.2,-1.1
1989/2/2,-1.2,0.8,-2.8
1989/2/3,-3.0,-1.4,-4.2
1989/2/4,-0.6,3.7,-5.2
1989/2/5,2.3,4.6,-0.2
1989/2/6,2.9,7.6,-0.6
1989/2/7,2.5,8.3,-1.7
1989/2/8,1.7,6.4,-2.9
1989/2/9,1.8,3.5,0.4
1989/2/10,1.8,3.7,-0.6
1989/2/11,-0.9,1.3,-3.4
1989/2/12,-1.1,3.9,-5.6
1989/2/13,0.6,4.5,-1.8
1989/2/14,2.1,6.9,-2.0
1989/2/15,2.1,10.1,-5.0
1989/2/16,5.9,11.6,1.3
1989/2/17,4.3,5.7,3.1
1989/2/18,1.4,3.1,0.4
1989/2/19,2.1,7.5,-1.4
1989/2/20,4.6,11.7,-3.1
1989/2/21,4.3,8.0,0.8
1989/2/22,0.1,4.4,-2.0
1989/2/23,0.5,5.3,-3.4
1989/2/24,0.6,3.0,-1.4
1989/2/25,0.4,3.8,-2.1
1989/2/26,1.2,3.7,0.1
1989/2/27,1.3,6.4,-2.0
1989/2/28,4.5,10.9,-2.2
1989/3/1,4.8,9.7,0.6
1989/3/2,3.0,9.0,-2.7
1989/3/3,5.0,10.2,-1.7
1989/3/4,7.3,11.5,4.7
1989/3/5,3.1,4.9,1.6
1989/3/6,2.7,7.6,-1.5
1989/3/7,1.6,4.9,-2.8
1989/3/8,1.1,5.2,-1.7
1989/3/9,1.9,6.6,-2.5
1989/3/10,4.3,9.4,-0.7
1989/3/11,6.3,12.3,1.9
1989/3/12,7.1,12.7,1.6
1989/3/13,8.9,17.1,1.1
1989/3/14,8.8,13.9,5.8
1989/3/15,6.4,10.6,2.5
1989/3/16,4.3,8.4,0.7
1989/3/17,1.6,6.5,-0.7
1989/3/18,1.8,5.5,-1.1
1989/3/19,4.0,8.7,1.3
1989/3/20,5.1,9.8,0.2
1989/3/21,4.5,7.0,2.8
1989/3/22,4.0,7.2,1.6
1989/3/23,4.7,7.4,1.0
1989/3/24,5.8,11.7,1.5
1989/3/25,5.4,9.8,2.2
1989/3/26,5.8,11.7,1.4
1989/3/27,5.9,12.6,-1.2
1989/3/28,5.7,7.3,4.6
1989/3/29,5.7,11.5,0.2
1989/3/30,6.4,13.9,-0.7
1989/3/31,7.5,13.5,1.0
