ダウンロードした時刻：2019/10/10 16:25:21

,鹿児島,鹿児島,鹿児島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2009/12/1,14.3,20.2,10.8
2009/12/2,15.9,21.4,9.6
2009/12/3,14.9,18.1,10.9
2009/12/4,12.4,18.1,8.3
2009/12/5,12.7,18.7,9.1
2009/12/6,10.1,11.7,6.4
2009/12/7,9.1,15.4,3.9
2009/12/8,12.0,17.9,6.4
2009/12/9,13.8,15.2,11.7
2009/12/10,16.2,17.6,14.4
2009/12/11,17.5,21.6,14.3
2009/12/12,15.0,19.5,11.3
2009/12/13,13.4,17.2,8.9
2009/12/14,13.0,18.0,9.0
2009/12/15,9.2,12.1,7.2
2009/12/16,7.7,12.1,4.9
2009/12/17,6.7,10.8,4.8
2009/12/18,5.6,9.7,3.0
2009/12/19,4.8,9.8,2.3
2009/12/20,4.7,7.6,3.3
2009/12/21,6.1,11.8,3.1
2009/12/22,7.6,13.9,1.3
2009/12/23,11.8,19.5,5.4
2009/12/24,13.5,18.2,10.7
2009/12/25,13.0,15.8,10.0
2009/12/26,10.0,13.1,5.5
2009/12/27,8.5,14.1,3.5
2009/12/28,7.7,11.5,5.0
2009/12/29,7.8,14.0,2.1
2009/12/30,9.2,14.3,6.5
2009/12/31,4.6,8.4,3.1
2010/1/1,4.8,8.4,2.9
2010/1/2,7.3,12.2,1.9
2010/1/3,8.5,12.0,3.0
2010/1/4,8.7,16.3,1.0
2010/1/5,7.7,11.4,5.6
2010/1/6,5.7,7.1,4.6
2010/1/7,6.1,8.3,5.2
2010/1/8,6.1,7.2,4.8
2010/1/9,8.4,13.5,6.2
2010/1/10,9.6,13.9,5.7
2010/1/11,9.6,12.9,7.5
2010/1/12,6.7,9.0,4.4
2010/1/13,1.2,4.4,0.2
2010/1/14,3.0,6.4,0.3
2010/1/15,7.3,14.7,2.2
2010/1/16,7.9,13.4,4.1
2010/1/17,7.0,14.6,0.5
2010/1/18,8.6,17.3,2.4
2010/1/19,10.3,16.9,3.1
2010/1/20,14.8,20.2,7.7
2010/1/21,15.1,19.0,10.4
2010/1/22,9.4,14.4,6.8
2010/1/23,6.9,8.5,4.7
2010/1/24,7.4,13.9,2.8
2010/1/25,8.0,11.1,4.5
2010/1/26,7.3,14.1,2.2
2010/1/27,9.5,15.8,0.7
2010/1/28,13.1,17.9,7.4
2010/1/29,9.0,15.4,5.1
2010/1/30,10.3,15.9,3.6
2010/1/31,13.5,15.8,11.4
2010/2/1,13.1,18.3,9.9
2010/2/2,9.6,13.4,6.7
2010/2/3,7.7,12.1,5.1
2010/2/4,6.6,12.3,4.1
2010/2/5,6.5,12.6,2.9
2010/2/6,7.3,13.7,2.7
2010/2/7,9.4,12.3,5.9
2010/2/8,15.2,20.4,10.0
2010/2/9,17.4,20.1,15.1
2010/2/10,19.4,22.4,17.4
2010/2/11,18.1,23.7,14.9
2010/2/12,12.1,17.2,8.1
2010/2/13,8.9,14.1,5.1
2010/2/14,8.4,12.3,4.1
2010/2/15,10.9,13.4,8.0
2010/2/16,9.0,13.3,6.3
2010/2/17,9.6,16.0,6.1
2010/2/18,7.2,10.4,5.7
2010/2/19,6.3,10.5,3.9
2010/2/20,8.4,14.9,4.2
2010/2/21,9.3,15.6,2.2
2010/2/22,13.1,18.5,6.5
2010/2/23,15.9,20.1,12.8
2010/2/24,16.6,22.7,11.2
2010/2/25,18.4,20.9,15.2
2010/2/26,17.5,19.0,16.3
2010/2/27,16.1,18.1,14.6
2010/2/28,15.8,20.6,11.5
2010/3/1,16.6,19.5,13.2
2010/3/2,15.5,18.9,12.5
2010/3/3,13.9,18.0,11.1
2010/3/4,15.0,17.6,11.5
2010/3/5,15.7,18.4,14.5
2010/3/6,17.3,21.2,14.9
2010/3/7,14.7,16.9,12.4
2010/3/8,13.1,15.9,11.4
2010/3/9,10.6,13.8,6.7
2010/3/10,4.2,7.0,1.7
2010/3/11,7.3,13.0,0.8
2010/3/12,11.7,19.3,4.4
2010/3/13,16.7,23.0,10.6
2010/3/14,18.3,23.0,14.3
2010/3/15,17.8,21.4,15.1
2010/3/16,11.4,15.4,7.1
2010/3/17,10.8,18.2,4.3
2010/3/18,12.2,19.8,7.7
2010/3/19,12.4,16.9,6.5
2010/3/20,18.4,24.4,11.4
2010/3/21,12.5,16.5,7.6
2010/3/22,12.7,18.2,5.5
2010/3/23,17.3,19.9,15.4
2010/3/24,15.1,17.4,13.9
2010/3/25,11.5,14.3,8.8
2010/3/26,9.5,14.5,5.8
2010/3/27,10.8,16.4,4.6
2010/3/28,11.3,16.5,8.6
2010/3/29,11.9,17.5,6.0
2010/3/30,11.8,15.5,7.3
2010/3/31,15.7,18.6,12.2
