ダウンロードした時刻：2019/10/10 16:06:29

,舞鶴,舞鶴,舞鶴
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2001/12/1,8.1,14.4,4.8
2001/12/2,6.9,13.0,2.9
2001/12/3,8.7,14.4,3.5
2001/12/4,9.4,13.9,5.1
2001/12/5,8.4,15.4,3.6
2001/12/6,8.6,10.9,5.4
2001/12/7,6.1,8.3,4.4
2001/12/8,6.8,11.0,4.2
2001/12/9,7.0,9.0,5.1
2001/12/10,6.4,7.8,4.5
2001/12/11,7.2,9.0,4.7
2001/12/12,8.0,11.3,4.5
2001/12/13,9.4,13.2,6.5
2001/12/14,4.0,7.1,2.1
2001/12/15,2.5,3.6,0.8
2001/12/16,4.6,10.8,0.9
2001/12/17,4.4,8.6,-0.2
2001/12/18,5.0,6.8,2.9
2001/12/19,4.5,9.8,1.4
2001/12/20,4.7,7.6,3.1
2001/12/21,5.1,8.2,2.5
2001/12/22,2.9,6.1,0.5
2001/12/23,2.7,7.0,0.5
2001/12/24,2.7,10.9,-0.6
2001/12/25,3.4,9.4,-1.8
2001/12/26,5.4,9.4,3.0
2001/12/27,5.3,10.9,3.0
2001/12/28,4.2,10.0,1.7
2001/12/29,4.7,10.1,1.1
2001/12/30,4.2,7.7,1.0
2001/12/31,2.9,9.0,-0.5
2002/1/1,5.3,10.1,0.5
2002/1/2,0.7,4.6,-2.7
2002/1/3,0.1,2.6,-2.3
2002/1/4,2.4,6.9,-0.3
2002/1/5,2.5,6.1,0.6
2002/1/6,2.2,4.0,0.6
2002/1/7,5.4,10.9,0.2
2002/1/8,3.2,6.7,1.6
2002/1/9,2.1,5.0,-0.3
2002/1/10,5.0,10.2,-0.5
2002/1/11,7.1,11.7,4.2
2002/1/12,6.1,13.6,2.2
2002/1/13,7.9,13.3,2.9
2002/1/14,9.5,12.0,7.6
2002/1/15,12.5,15.3,8.5
2002/1/16,11.9,15.4,8.4
2002/1/17,6.4,8.6,4.0
2002/1/18,5.5,7.4,3.9
2002/1/19,6.1,7.3,4.1
2002/1/20,6.0,11.4,-0.2
2002/1/21,8.4,12.0,4.3
2002/1/22,3.8,8.5,0.2
2002/1/23,2.6,7.2,-1.0
2002/1/24,3.4,8.1,-1.2
2002/1/25,2.8,4.6,1.3
2002/1/26,2.5,4.9,0.0
2002/1/27,5.8,8.5,2.8
2002/1/28,4.3,9.2,0.6
2002/1/29,1.1,4.9,0.0
2002/1/30,1.8,6.3,-1.1
2002/1/31,1.9,5.4,0.2
2002/2/1,2.6,9.8,-0.9
2002/2/2,3.6,8.9,-0.9
2002/2/3,6.3,8.2,3.0
2002/2/4,6.7,9.9,2.0
2002/2/5,6.0,11.6,1.0
2002/2/6,5.8,13.5,1.7
2002/2/7,6.3,13.4,1.4
2002/2/8,6.6,14.3,-0.2
2002/2/9,3.8,7.9,0.9
2002/2/10,1.6,5.9,0.2
2002/2/11,0.3,1.7,-0.4
2002/2/12,0.9,5.0,-1.3
2002/2/13,1.0,3.7,-1.2
2002/2/14,1.5,4.1,0.0
2002/2/15,1.9,6.0,-0.9
2002/2/16,2.5,9.9,-1.7
2002/2/17,3.8,6.8,0.4
2002/2/18,2.6,6.2,0.1
2002/2/19,1.4,3.7,-0.6
2002/2/20,4.0,9.8,1.0
2002/2/21,5.9,14.3,-0.7
2002/2/22,7.7,12.5,5.0
2002/2/23,6.9,11.1,2.8
2002/2/24,4.2,7.4,0.5
2002/2/25,4.7,11.2,-0.8
2002/2/26,7.4,13.7,3.2
2002/2/27,7.5,11.9,2.4
2002/2/28,9.4,11.3,8.2
2002/3/1,9.3,13.2,6.1
2002/3/2,7.1,12.0,4.5
2002/3/3,4.5,7.9,-0.9
2002/3/4,4.6,13.7,-2.6
2002/3/5,6.3,10.0,2.9
2002/3/6,8.2,12.9,5.0
2002/3/7,4.9,9.9,1.0
2002/3/8,4.0,9.4,0.1
2002/3/9,6.7,16.8,-1.8
2002/3/10,9.6,17.9,1.6
2002/3/11,8.5,14.5,3.8
2002/3/12,8.9,17.3,2.0
2002/3/13,7.8,13.3,2.5
2002/3/14,11.3,20.6,1.7
2002/3/15,14.3,18.6,9.3
2002/3/16,10.3,14.9,7.3
2002/3/17,12.1,19.4,6.9
2002/3/18,9.2,16.5,3.8
2002/3/19,10.2,17.7,1.8
2002/3/20,10.5,16.9,4.6
2002/3/21,15.3,20.2,8.7
2002/3/22,9.8,13.3,6.9
2002/3/23,6.6,11.6,1.4
2002/3/24,5.2,11.8,1.8
2002/3/25,5.7,12.2,0.5
2002/3/26,12.3,19.7,2.7
2002/3/27,10.5,12.2,7.4
2002/3/28,8.0,13.6,1.7
2002/3/29,13.0,19.4,7.8
2002/3/30,11.8,15.4,6.9
2002/3/31,11.5,20.2,5.9
