ダウンロードした時刻：2019/10/10 16:25:28

,鹿児島,鹿児島,鹿児島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2015/12/1,13.9,19.7,9.3
2015/12/2,16.1,20.7,10.7
2015/12/3,14.2,16.6,10.6
2015/12/4,12.5,15.7,9.4
2015/12/5,11.8,15.9,9.2
2015/12/6,10.2,11.8,8.9
2015/12/7,13.6,18.4,10.6
2015/12/8,12.8,19.6,7.4
2015/12/9,14.9,19.8,7.8
2015/12/10,18.2,21.9,16.0
2015/12/11,17.5,21.5,14.1
2015/12/12,14.5,17.1,12.6
2015/12/13,13.9,18.7,11.4
2015/12/14,14.5,17.8,11.0
2015/12/15,15.0,19.1,11.6
2015/12/16,11.3,14.0,8.7
2015/12/17,7.0,9.9,4.3
2015/12/18,6.0,12.1,1.5
2015/12/19,8.4,13.6,2.9
2015/12/20,12.4,17.3,6.2
2015/12/21,15.2,21.6,11.2
2015/12/22,15.0,21.0,11.0
2015/12/23,16.6,19.5,13.8
2015/12/24,15.0,18.4,12.9
2015/12/25,12.4,16.5,8.2
2015/12/26,10.8,15.0,6.6
2015/12/27,11.9,15.1,9.3
2015/12/28,9.5,14.4,5.9
2015/12/29,7.7,13.4,4.4
2015/12/30,8.3,14.6,2.9
2015/12/31,8.4,14.1,5.1
2016/1/1,7.8,13.9,2.6
2016/1/2,11.7,15.3,7.2
2016/1/3,15.3,19.6,12.4
2016/1/4,14.0,19.8,9.6
2016/1/5,13.8,18.2,11.5
2016/1/6,11.4,12.8,8.0
2016/1/7,10.0,14.2,7.1
2016/1/8,8.9,11.4,6.5
2016/1/9,8.2,12.0,6.0
2016/1/10,8.9,13.8,4.9
2016/1/11,8.9,10.8,7.5
2016/1/12,8.5,12.5,6.3
2016/1/13,7.2,10.7,5.5
2016/1/14,7.4,12.5,5.2
2016/1/15,7.2,10.2,4.2
2016/1/16,8.8,14.3,3.3
2016/1/17,11.6,15.0,6.4
2016/1/18,10.5,14.2,5.0
2016/1/19,5.9,9.7,2.9
2016/1/20,5.0,9.7,2.4
2016/1/21,5.1,7.0,2.1
2016/1/22,7.7,12.0,4.8
2016/1/23,7.3,12.4,2.7
2016/1/24,-0.4,2.9,-2.4
2016/1/25,0.7,4.8,-5.3
2016/1/26,5.1,8.5,1.8
2016/1/27,8.5,14.0,3.0
2016/1/28,12.2,16.1,7.8
2016/1/29,15.6,19.7,13.0
2016/1/30,14.2,16.7,9.8
2016/1/31,11.3,17.5,7.0
2016/2/1,8.5,10.1,6.7
2016/2/2,7.4,12.1,4.3
2016/2/3,7.0,13.6,2.1
2016/2/4,7.7,13.8,2.0
2016/2/5,8.9,14.1,5.0
2016/2/6,7.0,11.5,3.8
2016/2/7,6.9,12.7,3.4
2016/2/8,7.2,13.9,2.0
2016/2/9,10.8,15.9,6.3
2016/2/10,9.9,17.7,4.0
2016/2/11,12.0,17.8,4.6
2016/2/12,16.7,17.8,14.3
2016/2/13,19.0,21.4,16.6
2016/2/14,12.8,19.8,7.9
2016/2/15,5.9,9.2,2.0
2016/2/16,4.6,8.2,1.2
2016/2/17,7.8,12.6,5.1
2016/2/18,8.3,13.4,4.3
2016/2/19,11.6,17.3,5.2
2016/2/20,12.7,16.3,10.1
2016/2/21,9.4,13.9,6.0
2016/2/22,9.4,13.0,5.4
2016/2/23,11.2,13.4,9.6
2016/2/24,8.7,13.9,5.2
2016/2/25,7.2,13.4,4.3
2016/2/26,7.8,14.5,2.8
2016/2/27,10.2,15.8,5.3
2016/2/28,12.2,18.2,6.3
2016/2/29,9.1,13.4,4.5
2016/3/1,5.4,10.4,3.1
2016/3/2,7.8,15.3,1.8
2016/3/3,10.8,17.4,4.0
2016/3/4,14.9,20.7,8.9
2016/3/5,17.4,21.3,12.9
2016/3/6,18.8,22.3,16.5
2016/3/7,19.0,24.0,15.1
2016/3/8,17.1,21.8,13.1
2016/3/9,15.9,21.1,10.7
2016/3/10,11.7,15.6,8.7
2016/3/11,9.5,15.5,6.0
2016/3/12,9.0,15.4,4.0
2016/3/13,10.3,14.3,5.6
2016/3/14,11.5,16.8,8.6
2016/3/15,10.6,15.5,6.2
2016/3/16,12.5,18.4,7.5
2016/3/17,15.6,21.6,9.7
2016/3/18,16.7,18.5,15.4
2016/3/19,17.6,21.4,13.8
2016/3/20,15.4,21.4,11.1
2016/3/21,13.8,18.6,9.5
2016/3/22,14.5,19.8,8.5
2016/3/23,13.5,16.0,11.8
2016/3/24,14.0,20.2,10.5
2016/3/25,11.0,14.2,8.7
2016/3/26,12.3,18.5,6.8
2016/3/27,11.6,16.4,7.7
2016/3/28,12.1,18.8,6.2
2016/3/29,13.7,20.0,7.1
2016/3/30,14.5,17.2,12.7
2016/3/31,14.5,15.5,13.4
