ダウンロードした時刻：2019/10/10 15:34:26

,函館,函館,函館
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1990/12/1,12.3,16.3,9.8
1990/12/2,7.0,11.0,2.9
1990/12/3,0.7,3.8,-1.6
1990/12/4,2.2,4.1,-0.9
1990/12/5,6.5,10.5,1.9
1990/12/6,8.7,12.6,3.1
1990/12/7,9.0,11.8,3.7
1990/12/8,5.5,11.0,0.2
1990/12/9,6.9,11.5,3.1
1990/12/10,4.8,7.2,1.8
1990/12/11,2.5,5.8,-0.1
1990/12/12,2.8,5.6,-0.1
1990/12/13,2.4,6.0,-1.0
1990/12/14,5.9,9.8,1.8
1990/12/15,-2.6,2.8,-4.0
1990/12/16,-2.7,0.5,-5.4
1990/12/17,-1.7,0.9,-7.2
1990/12/18,0.8,5.5,-2.3
1990/12/19,1.3,4.6,-1.4
1990/12/20,1.9,5.3,-1.0
1990/12/21,4.7,8.8,0.1
1990/12/22,5.8,9.8,1.6
1990/12/23,1.4,4.5,-0.7
1990/12/24,-2.3,0.6,-3.9
1990/12/25,-0.9,0.8,-3.0
1990/12/26,0.9,4.6,-5.7
1990/12/27,1.7,3.2,0.3
1990/12/28,-1.0,1.6,-3.2
1990/12/29,-1.4,3.2,-4.9
1990/12/30,0.0,1.4,-2.6
1990/12/31,0.3,4.7,-3.5
1991/1/1,1.6,3.7,-1.0
1991/1/2,1.3,3.2,-2.6
1991/1/3,-4.3,-2.2,-5.8
1991/1/4,-4.9,-2.8,-5.8
1991/1/5,-3.7,0.3,-7.2
1991/1/6,-2.6,-0.5,-4.9
1991/1/7,-0.9,2.1,-3.2
1991/1/8,-1.1,0.8,-5.3
1991/1/9,0.5,4.6,-2.7
1991/1/10,-0.2,1.6,-1.7
1991/1/11,-0.1,1.4,-1.1
1991/1/12,-0.1,2.8,-2.6
1991/1/13,0.5,6.1,-4.2
1991/1/14,0.3,2.9,-2.8
1991/1/15,-1.6,2.5,-5.1
1991/1/16,-3.2,-0.2,-6.6
1991/1/17,1.1,4.7,-6.3
1991/1/18,-0.3,2.0,-2.5
1991/1/19,0.8,5.4,-5.6
1991/1/20,3.5,5.4,2.1
1991/1/21,1.2,4.6,-2.9
1991/1/22,-2.1,1.6,-5.4
1991/1/23,-3.3,0.5,-6.6
1991/1/24,-0.3,2.2,-2.2
1991/1/25,2.8,6.3,0.4
1991/1/26,2.2,4.3,-1.4
1991/1/27,-0.5,2.2,-2.5
1991/1/28,-0.4,2.4,-3.7
1991/1/29,-1.2,2.3,-4.4
1991/1/30,-3.1,0.3,-6.4
1991/1/31,-1.6,2.8,-6.4
1991/2/1,-2.2,1.2,-6.5
1991/2/2,-2.4,3.4,-8.3
1991/2/3,-1.9,1.3,-5.7
1991/2/4,-2.1,1.0,-5.1
1991/2/5,-2.7,1.5,-7.3
1991/2/6,-2.6,1.7,-5.2
1991/2/7,-2.4,1.5,-6.6
1991/2/8,-2.3,1.8,-4.8
1991/2/9,-1.1,3.0,-5.9
1991/2/10,1.1,3.6,-2.0
1991/2/11,1.2,4.2,-3.5
1991/2/12,-1.8,2.4,-4.3
1991/2/13,-1.3,2.3,-6.5
1991/2/14,0.4,4.0,-4.5
1991/2/15,2.5,5.4,-3.9
1991/2/16,-0.2,2.3,-1.7
1991/2/17,-2.3,0.2,-4.9
1991/2/18,-4.4,-1.4,-7.3
1991/2/19,-6.3,-3.4,-10.1
1991/2/20,-6.1,-1.0,-14.2
1991/2/21,-1.9,1.4,-4.6
1991/2/22,-2.6,1.6,-4.5
1991/2/23,-4.2,-1.0,-7.8
1991/2/24,-6.6,-2.3,-11.1
1991/2/25,-4.9,0.6,-12.4
1991/2/26,-1.2,1.8,-6.3
1991/2/27,2.4,6.0,-1.8
1991/2/28,2.1,5.9,-2.8
1991/3/1,-3.9,-2.1,-5.3
1991/3/2,-2.6,0.4,-5.2
1991/3/3,-0.7,2.1,-4.0
1991/3/4,4.8,7.7,0.4
1991/3/5,4.7,8.3,0.8
1991/3/6,2.3,8.4,-2.8
1991/3/7,-2.0,0.7,-4.1
1991/3/8,-0.9,2.7,-5.0
1991/3/9,-0.5,1.0,-2.1
1991/3/10,0.7,4.6,-1.5
1991/3/11,0.9,5.5,-2.3
1991/3/12,-0.1,5.7,-4.2
1991/3/13,-3.9,-1.4,-6.2
1991/3/14,-4.3,-1.0,-7.1
1991/3/15,-3.1,0.2,-7.8
1991/3/16,0.6,3.6,-2.4
1991/3/17,1.1,3.9,-0.8
1991/3/18,2.8,5.9,0.5
1991/3/19,6.5,9.0,0.1
1991/3/20,5.6,10.8,-1.8
1991/3/21,-0.8,3.2,-3.5
1991/3/22,2.3,6.1,-2.6
1991/3/23,6.8,11.8,-0.6
1991/3/24,5.9,11.3,1.0
1991/3/25,4.2,10.2,-1.6
1991/3/26,3.7,9.8,-1.6
1991/3/27,0.6,4.1,-2.4
1991/3/28,1.8,3.3,0.7
1991/3/29,3.1,7.0,-1.2
1991/3/30,3.5,6.4,-0.2
1991/3/31,3.2,6.4,-1.1
