É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2019/10/10 15:51:03

,åFíJ,åFíJ,åFíJ
îNåéì˙,ïΩãœãCâ∑(Åé),ç≈çÇãCâ∑(Åé),ç≈í·ãCâ∑(Åé)
,,,
1992/12/1,10.0,12.2,6.7
1992/12/2,11.6,16.5,6.7
1992/12/3,7.5,10.9,4.5
1992/12/4,8.0,14.6,2.2
1992/12/5,6.5,11.8,2.6
1992/12/6,6.0,9.7,0.9
1992/12/7,8.2,10.2,5.6
1992/12/8,13.6,21.2,8.3
1992/12/9,11.5,13.9,8.7
1992/12/10,11.7,16.2,8.6
1992/12/11,8.9,15.3,3.4
1992/12/12,6.3,12.0,1.0
1992/12/13,6.0,13.1,1.4
1992/12/14,8.2,13.3,1.3
1992/12/15,3.8,8.8,-0.5
1992/12/16,3.0,9.6,-2.4
1992/12/17,4.6,11.2,-1.3
1992/12/18,4.7,10.0,-0.2
1992/12/19,5.1,10.8,0.8
1992/12/20,5.4,10.9,0.4
1992/12/21,7.5,13.2,1.9
1992/12/22,9.7,15.9,6.3
1992/12/23,6.9,15.7,2.6
1992/12/24,2.6,8.7,-1.5
1992/12/25,3.0,8.3,-0.7
1992/12/26,4.6,11.4,-1.2
1992/12/27,4.8,12.7,-1.0
1992/12/28,6.7,12.1,2.3
1992/12/29,8.5,14.5,3.4
1992/12/30,4.6,10.6,-1.2
1992/12/31,5.8,10.6,1.5
1993/1/1,5.2,10.9,0.6
1993/1/2,4.3,11.0,0.0
1993/1/3,5.0,13.2,-1.7
1993/1/4,7.4,10.2,3.9
1993/1/5,4.9,10.0,1.4
1993/1/6,4.7,8.0,1.2
1993/1/7,5.3,7.8,2.5
1993/1/8,7.4,11.4,3.8
1993/1/9,3.2,5.4,1.7
1993/1/10,5.4,8.8,2.0
1993/1/11,6.2,8.6,4.5
1993/1/12,6.1,11.2,1.1
1993/1/13,4.5,11.0,-2.2
1993/1/14,4.8,6.1,4.0
1993/1/15,3.8,4.7,2.2
1993/1/16,3.7,5.5,0.8
1993/1/17,5.5,11.1,1.3
1993/1/18,2.9,5.6,-0.4
1993/1/19,3.7,10.7,-1.9
1993/1/20,3.8,10.8,-2.3
1993/1/21,3.6,8.3,-0.1
1993/1/22,3.7,8.9,-0.1
1993/1/23,2.3,6.0,-1.9
1993/1/24,2.9,4.8,0.5
1993/1/25,4.7,6.0,3.7
1993/1/26,5.8,9.5,3.3
1993/1/27,6.3,10.1,2.2
1993/1/28,4.4,7.4,1.0
1993/1/29,4.8,10.2,0.1
1993/1/30,5.4,11.7,-1.3
1993/1/31,6.8,13.1,0.9
1993/2/1,3.0,7.8,-0.9
1993/2/2,2.1,6.9,-1.5
1993/2/3,4.6,10.6,-1.4
1993/2/4,6.1,14.3,-0.9
1993/2/5,4.4,9.3,0.6
1993/2/6,6.4,16.9,-1.8
1993/2/7,11.9,24.5,4.3
1993/2/8,4.0,7.8,0.1
1993/2/9,3.7,8.5,-0.2
1993/2/10,4.5,10.5,-0.2
1993/2/11,2.1,8.0,-2.9
1993/2/12,4.8,11.1,-1.6
1993/2/13,5.7,11.8,-0.4
1993/2/14,4.3,8.8,0.9
1993/2/15,4.6,11.6,-2.5
1993/2/16,9.7,16.1,2.4
1993/2/17,8.4,13.7,5.5
1993/2/18,9.9,14.4,6.8
1993/2/19,5.8,10.3,2.1
1993/2/20,5.3,11.0,1.2
1993/2/21,3.2,6.4,-0.3
1993/2/22,10.6,19.0,3.2
1993/2/23,7.0,12.1,2.9
1993/2/24,4.3,9.2,1.1
1993/2/25,4.1,9.5,-0.1
1993/2/26,5.1,11.4,-0.2
1993/2/27,6.1,11.7,0.8
1993/2/28,7.7,13.0,4.3
1993/3/1,7.4,12.1,2.9
1993/3/2,4.3,9.2,0.2
1993/3/3,6.0,12.8,-1.5
1993/3/4,7.1,12.7,1.1
1993/3/5,7.8,15.1,0.7
1993/3/6,9.9,18.9,1.4
1993/3/7,9.0,12.7,5.2
1993/3/8,6.6,11.9,1.9
1993/3/9,5.7,11.8,0.0
1993/3/10,5.0,7.6,2.4
1993/3/11,6.9,13.2,0.1
1993/3/12,4.1,6.9,2.1
1993/3/13,5.0,9.1,2.7
1993/3/14,7.0,13.5,2.7
1993/3/15,3.1,6.0,1.7
1993/3/16,5.0,10.1,1.1
1993/3/17,5.4,12.1,0.1
1993/3/18,7.5,14.3,0.7
1993/3/19,6.4,12.5,0.2
1993/3/20,6.0,11.0,2.8
1993/3/21,7.3,14.4,1.0
1993/3/22,8.7,15.8,2.0
1993/3/23,10.0,17.1,2.2
1993/3/24,11.2,16.8,6.4
1993/3/25,12.9,18.2,8.4
1993/3/26,12.0,18.1,6.7
1993/3/27,12.7,20.4,6.2
1993/3/28,10.0,12.6,6.7
1993/3/29,6.6,11.5,2.8
1993/3/30,8.1,14.4,1.3
1993/3/31,10.2,14.3,6.9
