ダウンロードした時刻：2019/10/10 15:39:09

,山形,山形,山形
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1998/12/1,6.1,12.0,1.9
1998/12/2,0.8,4.1,-2.0
1998/12/3,0.2,4.3,-3.3
1998/12/4,2.7,7.1,-2.0
1998/12/5,3.5,5.8,0.6
1998/12/6,4.0,6.1,-0.9
1998/12/7,2.4,5.6,-1.6
1998/12/8,6.0,10.1,3.7
1998/12/9,2.8,4.3,1.0
1998/12/10,1.3,4.1,-1.7
1998/12/11,0.8,4.6,-2.2
1998/12/12,1.6,4.0,0.0
1998/12/13,6.3,11.2,0.5
1998/12/14,8.4,12.7,5.0
1998/12/15,6.5,8.8,3.9
1998/12/16,8.9,12.1,7.4
1998/12/17,6.0,10.2,0.0
1998/12/18,2.3,8.6,-1.7
1998/12/19,3.0,10.2,-3.3
1998/12/20,1.7,5.0,-0.5
1998/12/21,2.2,4.6,-0.5
1998/12/22,4.3,8.9,0.2
1998/12/23,4.4,8.3,0.8
1998/12/24,2.2,4.3,0.5
1998/12/25,3.5,8.2,0.4
1998/12/26,4.2,7.9,0.9
1998/12/27,4.0,8.5,-0.3
1998/12/28,2.1,7.5,-1.6
1998/12/29,2.7,10.2,-2.8
1998/12/30,0.7,3.9,-1.8
1998/12/31,-1.2,0.9,-3.5
1999/1/1,-1.5,0.9,-3.3
1999/1/2,0.0,4.1,-3.7
1999/1/3,-0.6,1.6,-1.9
1999/1/4,-1.9,-0.6,-4.5
1999/1/5,-0.4,5.3,-7.7
1999/1/6,3.2,6.7,1.2
1999/1/7,0.7,4.4,-2.7
1999/1/8,-4.3,-2.5,-5.1
1999/1/9,-4.1,-1.9,-5.8
1999/1/10,-1.9,0.7,-3.3
1999/1/11,-1.8,0.3,-3.5
1999/1/12,0.3,3.6,-2.6
1999/1/13,0.4,3.0,-2.8
1999/1/14,-0.5,0.8,-1.7
1999/1/15,0.5,2.8,-1.3
1999/1/16,1.0,4.1,-1.6
1999/1/17,-0.2,2.9,-3.5
1999/1/18,0.1,5.0,-3.0
1999/1/19,1.3,4.9,-2.6
1999/1/20,2.6,7.3,-1.3
1999/1/21,-0.9,2.3,-3.3
1999/1/22,0.9,4.4,-2.4
1999/1/23,2.6,5.4,-1.5
1999/1/24,0.0,3.8,-3.2
1999/1/25,2.2,6.3,-2.9
1999/1/26,2.4,6.8,-0.1
1999/1/27,3.9,9.6,-1.0
1999/1/28,3.2,9.2,-2.0
1999/1/29,-2.7,-1.1,-4.2
1999/1/30,-2.9,0.8,-7.0
1999/1/31,0.0,5.1,-5.6
1999/2/1,1.1,4.9,-1.5
1999/2/2,-1.8,2.4,-4.0
1999/2/3,-4.1,-1.0,-5.7
1999/2/4,-3.6,1.2,-9.4
1999/2/5,-1.8,5.2,-7.8
1999/2/6,-1.2,1.2,-3.3
1999/2/7,1.9,7.1,-2.0
1999/2/8,1.1,7.4,-3.7
1999/2/9,0.2,6.7,-6.4
1999/2/10,0.0,3.0,-3.5
1999/2/11,-1.5,0.9,-4.1
1999/2/12,0.0,2.8,-2.0
1999/2/13,-3.9,-0.3,-5.8
1999/2/14,-3.7,0.8,-8.4
1999/2/15,-1.2,3.2,-6.4
1999/2/16,1.3,9.4,-5.9
1999/2/17,5.6,12.3,-3.0
1999/2/18,6.8,11.0,2.5
1999/2/19,-0.4,3.2,-3.0
1999/2/20,-2.2,1.8,-5.3
1999/2/21,-1.8,2.1,-5.0
1999/2/22,1.2,4.8,-2.4
1999/2/23,2.1,6.3,-0.9
1999/2/24,0.5,4.6,-3.1
1999/2/25,2.4,5.9,-0.1
1999/2/26,5.6,10.8,1.1
1999/2/27,2.3,9.8,-4.3
1999/2/28,-0.9,2.0,-4.5
1999/3/1,6.5,12.3,1.1
1999/3/2,4.3,8.9,0.1
1999/3/3,4.8,11.1,-2.2
1999/3/4,7.8,15.1,1.4
1999/3/5,5.8,12.6,-0.5
1999/3/6,2.9,7.0,-1.8
1999/3/7,0.0,2.4,-1.9
1999/3/8,2.5,7.6,-0.8
1999/3/9,1.9,6.4,-1.6
1999/3/10,3.0,8.9,-1.1
1999/3/11,2.1,4.4,-1.9
1999/3/12,-0.2,3.9,-2.9
1999/3/13,2.7,11.7,-5.3
1999/3/14,7.5,17.3,-1.6
1999/3/15,5.9,9.2,4.2
1999/3/16,6.8,12.9,3.3
1999/3/17,8.5,16.2,0.8
1999/3/18,11.8,21.4,2.9
1999/3/19,8.7,12.4,5.0
1999/3/20,2.8,5.1,0.3
1999/3/21,1.1,5.6,-2.1
1999/3/22,0.1,2.3,-2.2
1999/3/23,0.4,4.8,-2.8
1999/3/24,3.9,14.6,-4.1
1999/3/25,7.5,16.1,1.1
1999/3/26,10.6,18.7,2.8
1999/3/27,5.5,9.3,0.9
1999/3/28,2.3,9.9,-1.3
1999/3/29,-0.9,3.1,-3.3
1999/3/30,1.8,6.7,-1.5
1999/3/31,1.4,4.5,-1.2
