ダウンロードした時刻：2017/07/24 15:47:38

,鹿児島,鹿児島,鹿児島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2005/1/1,4.9,9.3,1.8
2005/1/2,6.2,10.9,2.0
2005/1/3,9.8,15.1,4.2
2005/1/4,10.3,13.8,4.9
2005/1/5,7.5,11.2,4.0
2005/1/6,10.3,14.2,7.7
2005/1/7,9.8,14.4,6.0
2005/1/8,7.0,11.5,3.4
2005/1/9,5.6,8.0,2.2
2005/1/10,4.5,7.0,1.9
2005/1/11,7.0,9.7,2.1
2005/1/12,7.1,11.2,4.4
2005/1/13,5.7,9.1,2.5
2005/1/14,6.8,9.1,4.2
2005/1/15,6.6,11.9,2.6
2005/1/16,5.6,8.6,3.7
2005/1/17,7.5,13.1,4.1
2005/1/18,7.8,12.4,2.7
2005/1/19,7.3,9.3,5.6
2005/1/20,6.7,9.3,4.7
2005/1/21,5.8,10.8,3.1
2005/1/22,7.8,12.2,2.7
2005/1/23,11.4,15.4,8.3
2005/1/24,11.8,15.3,8.0
2005/1/25,10.8,12.4,9.0
2005/1/26,11.2,14.8,8.6
2005/1/27,9.4,10.6,7.9
2005/1/28,11.1,15.6,8.0
2005/1/29,11.3,16.1,6.5
2005/1/30,8.2,11.7,5.2
2005/1/31,5.9,9.5,4.2
2005/2/1,3.7,7.3,0.7
2005/2/2,2.9,7.1,0.0
2005/2/3,5.8,11.2,2.8
2005/2/4,8.2,14.7,2.0
2005/2/5,9.4,15.4,4.7
2005/2/6,9.3,12.8,4.2
2005/2/7,12.2,15.4,9.3
2005/2/8,14.9,20.3,11.1
2005/2/9,12.4,14.4,10.4
2005/2/10,9.1,12.9,6.4
2005/2/11,6.9,13.5,3.0
2005/2/12,5.8,9.7,1.7
2005/2/13,6.5,12.9,1.4
2005/2/14,9.6,15.0,2.7
2005/2/15,14.3,16.4,12.3
2005/2/16,17.5,21.6,14.0
2005/2/17,13.7,15.4,12.4
2005/2/18,12.9,14.8,11.8
2005/2/19,11.3,15.6,7.5
2005/2/20,5.3,8.9,2.7
2005/2/21,4.4,9.3,2.2
2005/2/22,7.3,12.6,2.3
2005/2/23,12.9,19.6,7.2
2005/2/24,11.5,13.7,7.9
2005/2/25,9.0,14.2,4.6
2005/2/26,5.7,9.8,1.5
2005/2/27,5.5,12.3,-0.2
2005/2/28,8.5,14.4,4.7
2005/3/1,8.6,15.0,3.0
2005/3/2,9.5,15.4,3.1
2005/3/3,8.4,10.7,6.5
2005/3/4,7.3,11.5,4.8
2005/3/5,4.0,8.0,1.3
2005/3/6,5.4,11.4,0.8
2005/3/7,8.1,15.9,1.4
2005/3/8,10.8,18.1,4.3
2005/3/9,13.8,19.0,7.0
2005/3/10,15.8,18.9,13.3
2005/3/11,15.0,19.0,9.3
2005/3/12,6.7,10.2,4.2
2005/3/13,4.3,9.4,1.5
2005/3/14,6.4,11.0,2.1
2005/3/15,10.6,15.7,5.1
2005/3/16,14.8,18.5,11.5
2005/3/17,16.1,20.0,11.2
2005/3/18,11.3,14.5,7.2
2005/3/19,9.8,15.9,3.8
2005/3/20,11.0,16.7,7.1
2005/3/21,12.8,18.0,6.3
2005/3/22,16.4,20.0,14.0
2005/3/23,13.6,15.0,11.0
2005/3/24,8.7,14.7,4.8
2005/3/25,8.7,13.0,5.5
2005/3/26,11.6,18.2,5.2
2005/3/27,13.9,16.4,11.1
2005/3/28,15.6,19.3,12.8
2005/3/29,12.8,16.8,10.1
2005/3/30,12.2,18.0,6.8
2005/3/31,14.4,23.0,7.3
2005/4/1,15.3,21.9,8.7
2005/4/2,15.9,19.8,12.5
2005/4/3,14.5,20.2,10.1
2005/4/4,12.6,19.0,7.4
2005/4/5,14.5,22.2,6.6
2005/4/6,16.1,20.8,10.6
2005/4/7,19.9,24.3,17.4
2005/4/8,22.1,28.0,18.7
2005/4/9,21.5,27.6,18.3
2005/4/10,19.9,24.9,16.7
2005/4/11,17.3,19.9,16.1
2005/4/12,16.0,20.3,12.4
2005/4/13,15.2,21.1,10.6
2005/4/14,14.5,20.6,8.6
2005/4/15,15.6,22.8,9.3
2005/4/16,16.3,24.6,11.0
2005/4/17,16.0,23.5,8.5
2005/4/18,17.6,23.9,11.8
2005/4/19,19.3,25.0,14.5
2005/4/20,17.5,21.2,13.4
2005/4/21,17.2,24.3,11.1
2005/4/22,16.5,21.8,11.9
2005/4/23,14.7,17.3,11.3
2005/4/24,16.9,23.4,9.5
2005/4/25,20.4,25.1,16.9
2005/4/26,20.5,26.1,16.2
2005/4/27,18.7,25.1,13.8
2005/4/28,20.1,28.6,12.7
2005/4/29,22.5,27.1,18.6
2005/4/30,20.6,22.0,19.9
2005/5/1,21.4,24.7,19.6
