ダウンロードした時刻：2019/10/10 15:52:25

,敦賀,敦賀,敦賀
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1980/12/1,10.8,16.2,6.2
1980/12/2,13.3,16.7,3.9
1980/12/3,11.8,14.6,8.9
1980/12/4,6.5,12.2,3.4
1980/12/5,6.8,11.3,3.7
1980/12/6,7.0,11.4,2.2
1980/12/7,6.8,8.9,5.5
1980/12/8,6.0,8.3,3.9
1980/12/9,6.8,9.2,3.9
1980/12/10,5.4,8.9,3.1
1980/12/11,8.8,11.9,3.1
1980/12/12,8.0,11.9,1.5
1980/12/13,3.0,5.9,-0.1
1980/12/14,3.6,7.5,-0.1
1980/12/15,4.4,6.9,1.3
1980/12/16,4.3,5.5,2.9
1980/12/17,5.9,8.2,4.5
1980/12/18,6.8,8.8,4.5
1980/12/19,4.9,7.8,1.1
1980/12/20,4.0,6.1,1.9
1980/12/21,2.9,6.0,0.2
1980/12/22,3.2,6.9,0.5
1980/12/23,3.2,6.4,0.8
1980/12/24,4.7,8.3,0.5
1980/12/25,6.7,9.2,3.3
1980/12/26,4.3,10.0,0.0
1980/12/27,1.2,3.0,-0.7
1980/12/28,0.6,3.2,-1.8
1980/12/29,-0.2,1.9,-2.1
1980/12/30,0.8,3.5,0.2
1980/12/31,0.8,2.4,0.1
1981/1/1,3.3,5.9,0.3
1981/1/2,4.6,6.7,2.0
1981/1/3,1.3,2.8,-0.4
1981/1/4,1.4,4.7,-0.3
1981/1/5,0.8,3.0,-0.8
1981/1/6,1.1,3.5,-1.1
1981/1/7,2.3,4.5,0.9
1981/1/8,3.9,6.0,1.5
1981/1/9,3.8,7.0,1.4
1981/1/10,3.0,6.3,0.4
1981/1/11,0.0,1.5,-1.5
1981/1/12,0.3,2.8,-1.3
1981/1/13,-0.2,0.9,-1.1
1981/1/14,1.0,2.7,-0.1
1981/1/15,0.7,2.5,-0.2
1981/1/16,0.6,2.2,-2.3
1981/1/17,0.5,2.8,-2.9
1981/1/18,1.0,3.4,-5.5
1981/1/19,1.6,4.0,-1.0
1981/1/20,0.8,3.1,-0.4
1981/1/21,1.1,2.7,0.0
1981/1/22,0.4,2.1,-1.3
1981/1/23,2.7,4.6,-0.4
1981/1/24,2.8,4.3,1.8
1981/1/25,3.8,5.5,1.9
1981/1/26,1.2,2.2,0.4
1981/1/27,1.3,3.8,-0.8
1981/1/28,0.8,3.2,-2.1
1981/1/29,2.3,5.5,-2.1
1981/1/30,2.1,4.6,-2.2
1981/1/31,2.0,7.5,-4.1
1981/2/1,3.4,5.7,1.9
1981/2/2,2.8,5.0,0.1
1981/2/3,3.0,6.0,0.1
1981/2/4,1.4,3.7,-0.6
1981/2/5,1.5,3.9,-1.1
1981/2/6,2.6,6.7,-0.8
1981/2/7,1.3,3.4,-3.1
1981/2/8,3.7,5.5,0.9
1981/2/9,3.5,6.3,1.5
1981/2/10,3.2,5.8,0.6
1981/2/11,2.3,4.5,-0.1
1981/2/12,4.4,7.5,-1.5
1981/2/13,6.8,8.7,3.6
1981/2/14,5.9,11.1,0.9
1981/2/15,7.4,13.4,-0.2
1981/2/16,6.4,10.9,3.9
1981/2/17,2.0,4.0,-0.8
1981/2/18,4.0,8.9,-3.4
1981/2/19,4.6,7.7,2.1
1981/2/20,2.2,3.8,0.7
1981/2/21,3.4,5.2,0.5
1981/2/22,3.0,6.5,-0.7
1981/2/23,4.9,6.1,2.9
1981/2/24,4.4,7.2,1.6
1981/2/25,-0.1,2.9,-2.9
1981/2/26,-3.7,-0.8,-6.0
1981/2/27,-0.8,2.0,-4.6
1981/2/28,-0.2,2.7,-3.1
1981/3/1,2.0,3.8,-0.8
1981/3/2,2.7,6.5,-1.6
1981/3/3,3.4,8.9,-4.0
1981/3/4,4.8,8.5,1.5
1981/3/5,4.5,9.1,0.8
1981/3/6,3.6,6.7,0.0
1981/3/7,4.6,8.4,-0.5
1981/3/8,5.4,8.5,1.8
1981/3/9,6.3,8.1,2.6
1981/3/10,2.9,5.8,1.1
1981/3/11,3.7,7.4,-0.1
1981/3/12,7.9,13.4,0.1
1981/3/13,11.4,13.6,5.2
1981/3/14,12.9,14.8,10.3
1981/3/15,7.0,13.0,3.4
1981/3/16,5.5,7.7,2.0
1981/3/17,6.5,10.2,2.2
1981/3/18,7.5,12.2,1.0
1981/3/19,13.5,18.6,7.8
1981/3/20,11.3,16.5,6.8
1981/3/21,8.9,13.3,6.1
1981/3/22,9.0,12.0,6.7
1981/3/23,8.2,11.4,4.9
1981/3/24,9.9,15.6,1.3
1981/3/25,14.4,16.7,11.4
1981/3/26,8.8,15.3,4.5
1981/3/27,6.0,8.9,4.0
1981/3/28,5.6,9.8,1.9
1981/3/29,7.7,12.6,1.2
1981/3/30,7.2,10.4,3.3
1981/3/31,5.4,8.2,2.8
