ダウンロードした時刻：2017/07/24 15:43:13

,鳥取,鳥取,鳥取
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1981/1/1,4.4,8.0,0.1
1981/1/2,2.8,5.9,-0.4
1981/1/3,1.0,3.2,-1.4
1981/1/4,-0.9,2.0,-4.5
1981/1/5,-1.0,3.0,-5.7
1981/1/6,0.3,3.0,-1.8
1981/1/7,2.5,5.0,-0.1
1981/1/8,2.1,7.3,-1.1
1981/1/9,2.7,8.3,-2.1
1981/1/10,3.1,6.3,-0.7
1981/1/11,-0.5,1.6,-2.2
1981/1/12,-0.1,1.6,-1.4
1981/1/13,-1.0,0.8,-2.0
1981/1/14,0.4,3.0,-1.9
1981/1/15,0.3,3.5,-2.4
1981/1/16,1.7,3.1,-1.1
1981/1/17,0.7,4.2,-2.7
1981/1/18,1.3,5.1,-2.8
1981/1/19,1.7,3.7,0.6
1981/1/20,1.4,4.7,0.1
1981/1/21,1.3,5.5,-0.7
1981/1/22,0.8,3.1,-0.9
1981/1/23,1.5,6.5,-1.3
1981/1/24,3.0,4.9,1.5
1981/1/25,3.4,5.6,1.6
1981/1/26,0.3,1.9,-0.8
1981/1/27,0.3,3.5,-2.8
1981/1/28,1.5,5.3,-0.6
1981/1/29,2.1,5.7,-1.3
1981/1/30,1.1,4.6,-2.0
1981/1/31,2.4,8.7,-2.6
1981/2/1,3.5,5.3,1.0
1981/2/2,2.8,5.0,-0.6
1981/2/3,2.1,5.5,-0.7
1981/2/4,1.5,3.3,-0.6
1981/2/5,0.8,3.6,-0.7
1981/2/6,2.5,8.2,-2.2
1981/2/7,3.2,7.7,-0.8
1981/2/8,4.2,7.5,1.9
1981/2/9,2.8,7.4,-0.7
1981/2/10,3.2,6.2,0.7
1981/2/11,1.9,5.6,-1.5
1981/2/12,4.5,9.1,-3.5
1981/2/13,6.3,8.9,4.3
1981/2/14,4.9,10.0,0.7
1981/2/15,7.6,16.8,-1.0
1981/2/16,6.7,11.3,2.9
1981/2/17,2.3,5.4,0.6
1981/2/18,4.9,12.2,-1.7
1981/2/19,5.3,7.7,2.5
1981/2/20,3.5,5.9,0.0
1981/2/21,3.0,4.8,1.0
1981/2/22,3.9,8.7,0.7
1981/2/23,4.8,6.4,2.7
1981/2/24,4.4,8.9,0.2
1981/2/25,-1.2,2.2,-4.3
1981/2/26,-5.6,-3.1,-7.4
1981/2/27,-2.2,1.1,-6.0
1981/2/28,-0.5,4.8,-7.0
1981/3/1,1.8,4.4,0.4
1981/3/2,2.8,7.0,-1.8
1981/3/3,3.2,10.6,-2.5
1981/3/4,5.3,10.6,1.6
1981/3/5,3.2,7.8,-0.1
1981/3/6,4.1,7.9,0.1
1981/3/7,6.1,13.7,-1.6
1981/3/8,6.3,11.4,2.4
1981/3/9,5.7,12.3,2.8
1981/3/10,3.3,6.0,1.5
1981/3/11,4.2,10.0,-1.5
1981/3/12,9.1,18.1,0.7
1981/3/13,11.6,16.0,7.5
1981/3/14,14.7,18.2,9.6
1981/3/15,7.4,14.2,4.1
1981/3/16,6.3,9.5,4.5
1981/3/17,6.1,12.5,0.6
1981/3/18,8.2,16.6,0.7
1981/3/19,12.9,22.2,4.3
1981/3/20,12.3,18.3,7.8
1981/3/21,9.9,13.2,6.6
1981/3/22,11.1,14.5,9.4
1981/3/23,8.0,12.0,2.1
1981/3/24,9.2,16.3,-0.7
1981/3/25,15.6,20.0,12.0
1981/3/26,8.1,14.1,4.5
1981/3/27,5.8,9.4,1.3
1981/3/28,6.1,12.0,0.7
1981/3/29,8.6,14.2,2.3
1981/3/30,7.2,11.3,3.1
1981/3/31,6.8,13.5,2.8
1981/4/1,8.4,12.5,1.6
1981/4/2,7.5,9.7,1.8
1981/4/3,7.9,14.9,-0.7
1981/4/4,9.3,12.3,7.6
1981/4/5,9.6,12.2,6.2
1981/4/6,9.9,12.3,6.0
1981/4/7,9.6,15.8,5.1
1981/4/8,11.4,17.7,2.6
1981/4/9,16.1,19.6,12.3
1981/4/10,13.2,16.1,9.1
1981/4/11,13.0,18.8,8.2
1981/4/12,14.2,23.2,7.1
1981/4/13,10.6,13.7,8.2
1981/4/14,10.8,16.4,5.7
1981/4/15,12.8,20.2,4.9
1981/4/16,11.0,13.6,9.0
1981/4/17,11.1,15.2,7.5
1981/4/18,12.4,20.0,4.8
1981/4/19,12.7,17.0,10.3
1981/4/20,9.1,11.3,7.5
1981/4/21,10.9,17.3,5.0
1981/4/22,13.4,22.9,4.8
1981/4/23,14.7,22.5,6.8
1981/4/24,18.4,24.9,8.1
1981/4/25,12.3,19.2,6.6
1981/4/26,14.8,22.5,4.6
1981/4/27,15.3,23.7,9.1
1981/4/28,15.1,24.0,6.9
1981/4/29,17.0,22.9,10.5
1981/4/30,15.3,19.0,9.9
1981/5/1,16.6,25.7,8.2
