ダウンロードした時刻：2019/10/10 15:39:34

,山形,山形,山形
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2018/12/1,4.5,10.9,0.7
2018/12/2,4.3,11.3,-0.1
2018/12/3,4.9,9.0,0.3
2018/12/4,11.2,16.1,6.0
2018/12/5,8.8,13.3,2.3
2018/12/6,3.5,5.0,1.8
2018/12/7,6.7,13.7,1.2
2018/12/8,0.7,3.0,-1.6
2018/12/9,-1.0,1.6,-2.3
2018/12/10,-0.2,2.2,-2.8
2018/12/11,1.1,5.7,-3.3
2018/12/12,2.0,5.4,0.1
2018/12/13,2.4,5.4,-0.1
2018/12/14,0.9,3.2,-0.9
2018/12/15,0.5,2.6,-2.0
2018/12/16,1.1,4.2,-2.0
2018/12/17,2.3,4.9,-0.6
2018/12/18,3.2,6.3,2.2
2018/12/19,2.7,6.1,0.9
2018/12/20,3.3,8.5,0.2
2018/12/21,4.0,9.9,-0.3
2018/12/22,2.4,7.6,-1.6
2018/12/23,1.4,4.1,-0.6
2018/12/24,2.4,5.5,0.5
2018/12/25,3.5,8.3,0.3
2018/12/26,4.0,6.2,2.1
2018/12/27,-0.4,2.3,-3.0
2018/12/28,-2.1,0.2,-3.6
2018/12/29,-2.7,-0.3,-4.4
2018/12/30,-2.0,0.6,-4.4
2018/12/31,-1.0,2.7,-5.4
2019/1/1,0.6,2.8,-2.5
2019/1/2,-0.1,2.4,-2.4
2019/1/3,-0.6,1.8,-3.1
2019/1/4,2.8,6.0,0.5
2019/1/5,1.4,5.5,-1.8
2019/1/6,-0.5,2.3,-4.7
2019/1/7,1.1,3.5,-0.5
2019/1/8,-0.1,1.5,-1.8
2019/1/9,-1.2,0.1,-2.3
2019/1/10,2.8,6.3,-2.3
2019/1/11,1.2,3.4,-1.3
2019/1/12,0.5,5.7,-4.2
2019/1/13,0.3,3.1,-2.4
2019/1/14,0.6,5.1,-2.4
2019/1/15,0.3,4.2,-5.0
2019/1/16,0.8,2.9,-1.2
2019/1/17,0.8,3.1,-2.1
2019/1/18,-1.2,1.1,-3.4
2019/1/19,1.3,5.0,-0.9
2019/1/20,0.1,1.7,-2.0
2019/1/21,-1.8,-0.6,-3.7
2019/1/22,-0.2,1.8,-1.4
2019/1/23,0.2,5.1,-3.2
2019/1/24,-2.4,0.0,-5.2
2019/1/25,-2.5,1.6,-6.0
2019/1/26,-2.4,-0.1,-5.7
2019/1/27,-1.5,2.1,-6.3
2019/1/28,0.6,6.1,-3.8
2019/1/29,-0.2,1.3,-1.8
2019/1/30,0.4,5.7,-3.6
2019/1/31,0.6,5.4,-3.3
2019/2/1,-1.9,0.1,-2.9
2019/2/2,-0.3,2.9,-3.7
2019/2/3,1.2,4.9,-3.2
2019/2/4,3.3,8.7,-1.4
2019/2/5,1.3,6.4,-3.8
2019/2/6,-0.3,2.7,-2.6
2019/2/7,4.0,13.2,-3.9
2019/2/8,-2.6,0.7,-4.3
2019/2/9,-1.5,0.8,-2.9
2019/2/10,-2.0,0.5,-4.5
2019/2/11,-0.1,3.2,-3.1
2019/2/12,-0.8,2.5,-2.2
2019/2/13,-1.0,1.5,-2.7
2019/2/14,-1.3,2.1,-4.2
2019/2/15,0.0,3.7,-3.2
2019/2/16,0.7,4.1,-2.6
2019/2/17,1.7,4.7,-0.7
2019/2/18,4.2,8.7,0.6
2019/2/19,2.9,7.3,-0.9
2019/2/20,5.3,10.1,2.3
2019/2/21,4.9,7.5,3.4
2019/2/22,4.7,9.8,0.3
2019/2/23,2.9,8.1,-0.8
2019/2/24,4.4,12.5,-1.5
2019/2/25,5.7,14.1,-2.2
2019/2/26,3.6,8.7,-0.9
2019/2/27,3.4,8.3,-1.3
2019/2/28,3.2,7.1,-0.2
2019/3/1,4.6,11.0,-0.3
2019/3/2,5.6,10.2,0.9
2019/3/3,5.6,14.4,-1.3
2019/3/4,3.7,6.3,1.4
2019/3/5,5.3,11.9,1.6
2019/3/6,7.2,16.0,-0.7
2019/3/7,4.7,6.7,2.0
2019/3/8,2.3,6.6,-0.4
2019/3/9,7.8,15.8,0.0
2019/3/10,10.1,17.3,1.6
2019/3/11,7.5,10.4,5.2
2019/3/12,8.2,12.9,5.4
2019/3/13,4.1,11.1,-0.2
2019/3/14,2.1,5.9,-0.5
2019/3/15,4.8,10.0,0.4
2019/3/16,3.7,10.0,-0.7
2019/3/17,4.2,9.3,0.3
2019/3/18,5.3,12.6,-0.6
2019/3/19,7.1,16.7,0.5
2019/3/20,9.8,19.9,0.8
2019/3/21,9.4,16.4,5.7
2019/3/22,7.8,13.5,3.4
2019/3/23,2.0,5.5,-2.0
2019/3/24,1.5,6.7,-2.6
2019/3/25,7.1,14.0,-1.3
2019/3/26,9.7,16.6,4.1
2019/3/27,7.0,10.9,2.3
2019/3/28,2.6,7.4,-0.3
2019/3/29,3.7,9.6,-1.9
2019/3/30,2.4,7.0,0.2
2019/3/31,3.0,6.9,0.2
