ダウンロードした時刻：2019/10/10 15:43:25

,新潟,新潟,新潟
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1982/12/1,10.0,12.2,8.7
1982/12/2,8.9,11.9,6.7
1982/12/3,9.0,12.3,6.4
1982/12/4,10.1,15.0,6.7
1982/12/5,9.3,18.8,5.2
1982/12/6,2.3,5.3,0.3
1982/12/7,3.7,6.7,0.4
1982/12/8,4.7,6.1,3.0
1982/12/9,4.7,7.4,1.0
1982/12/10,8.0,11.0,5.2
1982/12/11,9.5,20.2,4.0
1982/12/12,8.4,10.8,5.6
1982/12/13,4.3,5.8,2.7
1982/12/14,5.3,9.3,1.5
1982/12/15,5.5,8.1,2.9
1982/12/16,6.4,7.4,5.1
1982/12/17,7.4,9.6,5.5
1982/12/18,3.9,8.1,0.5
1982/12/19,2.6,6.5,0.2
1982/12/20,5.6,9.6,0.6
1982/12/21,7.8,12.0,5.7
1982/12/22,8.2,11.2,4.8
1982/12/23,9.2,11.7,5.8
1982/12/24,7.5,9.0,5.8
1982/12/25,4.8,6.7,2.9
1982/12/26,4.5,7.6,2.4
1982/12/27,5.1,6.4,4.1
1982/12/28,4.6,6.0,1.6
1982/12/29,5.5,10.2,0.4
1982/12/30,4.5,8.3,1.3
1982/12/31,3.1,4.2,0.8
1983/1/1,3.4,4.4,2.5
1983/1/2,2.6,6.3,0.6
1983/1/3,3.2,6.2,0.5
1983/1/4,3.8,7.2,0.9
1983/1/5,3.6,6.6,0.0
1983/1/6,5.1,7.1,1.0
1983/1/7,5.7,10.7,-0.7
1983/1/8,6.1,11.8,1.2
1983/1/9,1.5,2.1,0.5
1983/1/10,-0.4,0.9,-1.5
1983/1/11,1.5,3.7,-1.6
1983/1/12,1.5,3.8,-0.6
1983/1/13,1.4,3.1,0.1
1983/1/14,2.3,4.2,0.4
1983/1/15,2.9,4.0,-0.3
1983/1/16,2.1,5.7,-0.2
1983/1/17,4.7,6.3,2.6
1983/1/18,2.4,3.5,1.0
1983/1/19,2.5,4.2,-0.1
1983/1/20,0.9,2.2,-0.1
1983/1/21,-0.8,1.1,-1.7
1983/1/22,-0.6,0.7,-2.1
1983/1/23,1.0,3.0,-1.9
1983/1/24,2.6,5.2,-0.9
1983/1/25,3.4,6.2,1.0
1983/1/26,5.4,6.8,4.1
1983/1/27,4.6,7.4,2.6
1983/1/28,4.4,9.9,1.4
1983/1/29,8.4,12.4,4.2
1983/1/30,3.3,8.8,0.9
1983/1/31,2.0,4.4,-0.8
1983/2/1,3.3,7.2,-1.0
1983/2/2,3.1,6.4,1.6
1983/2/3,2.9,4.5,1.5
1983/2/4,2.4,4.7,0.3
1983/2/5,1.6,5.9,-1.2
1983/2/6,1.9,4.7,0.6
1983/2/7,2.8,5.1,0.0
1983/2/8,0.5,3.1,-1.8
1983/2/9,1.6,4.0,-0.4
1983/2/10,-0.5,1.7,-2.5
1983/2/11,-0.9,0.8,-2.9
1983/2/12,-2.3,-0.6,-3.3
1983/2/13,-3.0,-1.8,-4.6
1983/2/14,-2.1,0.3,-4.4
1983/2/15,1.3,7.1,-7.0
1983/2/16,2.2,4.0,0.8
1983/2/17,2.9,5.5,0.3
1983/2/18,2.8,4.1,0.7
1983/2/19,2.9,4.8,0.4
1983/2/20,1.5,3.9,-0.4
1983/2/21,0.7,3.1,-0.9
1983/2/22,1.4,3.6,0.0
1983/2/23,2.7,6.5,-0.2
1983/2/24,2.8,5.4,0.9
1983/2/25,1.7,3.6,-0.1
1983/2/26,0.8,2.8,-1.1
1983/2/27,2.0,4.7,-1.0
1983/2/28,4.8,7.7,-0.7
1983/3/1,5.7,9.6,1.1
1983/3/2,5.9,10.7,3.4
1983/3/3,5.9,10.2,4.3
1983/3/4,3.0,6.1,1.2
1983/3/5,2.4,5.1,0.7
1983/3/6,2.1,5.3,0.6
1983/3/7,2.4,5.4,0.2
1983/3/8,1.9,3.7,-0.8
1983/3/9,2.7,6.7,-1.0
1983/3/10,4.3,7.9,-0.3
1983/3/11,5.0,9.1,1.3
1983/3/12,6.8,13.8,-0.6
1983/3/13,5.5,7.1,3.6
1983/3/14,1.9,4.3,0.3
1983/3/15,3.9,6.8,0.6
1983/3/16,5.6,11.2,-1.0
1983/3/17,6.6,7.8,4.8
1983/3/18,2.3,6.0,-0.1
1983/3/19,4.2,7.9,1.1
1983/3/20,6.7,14.3,-0.7
1983/3/21,6.6,9.7,2.8
1983/3/22,8.1,11.0,5.2
1983/3/23,9.5,16.4,3.4
1983/3/24,8.1,9.6,7.1
1983/3/25,6.7,8.9,3.8
1983/3/26,6.6,9.6,2.6
1983/3/27,7.0,9.4,4.0
1983/3/28,6.7,9.8,2.6
1983/3/29,7.4,10.6,1.8
1983/3/30,9.0,13.2,5.4
1983/3/31,10.1,16.8,2.6
