ダウンロードした時刻：2019/10/10 16:13:07

,和歌山,和歌山,和歌山
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1996/12/1,5.1,8.7,3.1
1996/12/2,7.0,11.1,4.7
1996/12/3,6.9,13.1,2.6
1996/12/4,9.7,16.6,2.4
1996/12/5,15.6,19.6,10.5
1996/12/6,6.5,10.5,4.9
1996/12/7,5.8,10.7,1.0
1996/12/8,7.5,11.5,4.8
1996/12/9,7.7,13.2,3.0
1996/12/10,7.9,9.6,5.2
1996/12/11,9.5,13.5,6.9
1996/12/12,8.5,14.7,4.2
1996/12/13,9.2,14.5,4.2
1996/12/14,9.6,15.3,4.9
1996/12/15,9.8,14.9,5.7
1996/12/16,11.1,16.7,4.8
1996/12/17,13.0,14.7,11.0
1996/12/18,12.1,14.1,9.0
1996/12/19,7.5,9.4,5.6
1996/12/20,7.6,11.0,5.3
1996/12/21,8.0,13.1,5.2
1996/12/22,10.1,15.8,2.3
1996/12/23,7.2,11.7,2.2
1996/12/24,5.7,12.3,0.6
1996/12/25,8.3,15.9,2.1
1996/12/26,8.1,13.2,4.9
1996/12/27,6.9,13.0,2.0
1996/12/28,8.5,14.3,3.6
1996/12/29,7.8,14.4,2.8
1996/12/30,8.7,16.0,2.7
1996/12/31,9.7,16.3,4.6
1997/1/1,12.9,19.1,6.1
1997/1/2,7.6,12.8,5.6
1997/1/3,6.8,8.7,5.6
1997/1/4,6.4,9.4,2.9
1997/1/5,3.7,6.9,0.7
1997/1/6,7.0,9.2,4.7
1997/1/7,6.3,8.5,3.8
1997/1/8,4.7,8.8,1.0
1997/1/9,5.4,8.2,2.7
1997/1/10,4.5,9.6,-0.2
1997/1/11,5.7,10.3,1.1
1997/1/12,5.4,10.1,0.9
1997/1/13,5.3,11.0,0.9
1997/1/14,7.2,13.4,1.0
1997/1/15,7.3,10.0,4.1
1997/1/16,5.5,11.0,1.1
1997/1/17,6.3,12.2,1.3
1997/1/18,7.9,12.4,3.4
1997/1/19,6.0,10.2,1.8
1997/1/20,6.4,12.6,1.2
1997/1/21,3.7,9.6,-1.4
1997/1/22,1.5,4.8,-2.6
1997/1/23,5.6,8.9,3.5
1997/1/24,4.1,5.7,2.5
1997/1/25,5.6,7.6,4.4
1997/1/26,7.0,10.5,3.8
1997/1/27,7.6,12.5,3.3
1997/1/28,7.7,13.0,3.5
1997/1/29,5.2,8.1,2.8
1997/1/30,4.2,7.3,1.7
1997/1/31,2.5,6.2,0.1
1997/2/1,4.4,9.0,0.3
1997/2/2,3.4,7.3,0.7
1997/2/3,4.6,8.2,2.5
1997/2/4,4.4,7.2,2.1
1997/2/5,6.0,9.5,3.2
1997/2/6,6.6,11.3,2.7
1997/2/7,6.0,8.7,4.1
1997/2/8,7.2,11.6,3.8
1997/2/9,8.6,13.2,4.9
1997/2/10,7.7,12.6,2.2
1997/2/11,5.0,7.8,3.2
1997/2/12,5.1,8.0,2.5
1997/2/13,4.2,7.9,1.6
1997/2/14,4.7,10.1,-0.6
1997/2/15,6.9,12.1,1.4
1997/2/16,7.9,11.6,5.3
1997/2/17,6.0,8.5,4.4
1997/2/18,5.1,9.8,1.6
1997/2/19,4.7,7.8,2.3
1997/2/20,6.0,11.2,0.3
1997/2/21,6.6,10.6,1.0
1997/2/22,2.0,4.5,0.3
1997/2/23,4.0,9.0,-1.3
1997/2/24,7.1,14.0,0.3
1997/2/25,10.5,16.5,2.6
1997/2/26,10.9,14.5,6.8
1997/2/27,8.5,13.8,3.4
1997/2/28,11.6,18.9,3.0
1997/3/1,11.9,17.9,5.8
1997/3/2,7.7,12.3,1.4
1997/3/3,7.5,10.7,4.5
1997/3/4,7.4,12.0,2.1
1997/3/5,9.0,16.1,2.5
1997/3/6,12.7,19.4,4.3
1997/3/7,17.5,22.0,11.6
1997/3/8,12.0,16.0,8.2
1997/3/9,10.4,16.7,4.7
1997/3/10,10.0,16.0,3.7
1997/3/11,11.8,16.2,6.5
1997/3/12,9.0,14.1,4.2
1997/3/13,10.4,14.6,6.4
1997/3/14,13.8,17.4,10.7
1997/3/15,11.3,13.4,8.9
1997/3/16,9.5,11.6,8.0
1997/3/17,9.0,12.8,5.7
1997/3/18,9.4,16.2,1.9
1997/3/19,9.4,10.8,7.6
1997/3/20,9.4,12.3,6.4
1997/3/21,9.9,13.0,7.9
1997/3/22,11.2,15.4,8.8
1997/3/23,10.2,15.0,6.5
1997/3/24,6.5,10.0,3.7
1997/3/25,9.1,15.1,1.5
1997/3/26,12.2,19.1,5.7
1997/3/27,10.9,14.0,8.4
1997/3/28,11.8,17.3,4.5
1997/3/29,14.2,19.1,11.1
1997/3/30,13.5,17.5,8.1
1997/3/31,9.8,14.3,3.8
