ダウンロードした時刻：2019/10/10 16:08:49

,彦根,彦根,彦根
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2008/12/1,6.9,11.3,2.6
2008/12/2,7.3,12.9,2.5
2008/12/3,8.1,13.2,3.6
2008/12/4,9.7,14.8,4.3
2008/12/5,9.9,14.4,6.5
2008/12/6,4.7,7.0,1.4
2008/12/7,2.6,6.3,-0.1
2008/12/8,4.8,9.4,-1.2
2008/12/9,9.4,13.5,5.9
2008/12/10,11.1,15.6,6.5
2008/12/11,9.3,16.3,3.9
2008/12/12,9.9,14.7,5.6
2008/12/13,9.0,12.5,4.2
2008/12/14,7.9,10.9,2.9
2008/12/15,5.4,10.6,0.7
2008/12/16,7.2,10.7,3.6
2008/12/17,8.8,11.3,6.0
2008/12/18,8.4,11.6,5.1
2008/12/19,7.0,10.4,2.0
2008/12/20,5.8,12.8,-0.3
2008/12/21,9.4,13.1,3.9
2008/12/22,8.0,11.1,4.3
2008/12/23,4.7,8.0,1.8
2008/12/24,6.0,9.1,2.0
2008/12/25,6.5,9.3,2.7
2008/12/26,1.5,4.4,0.6
2008/12/27,2.5,4.8,0.4
2008/12/28,5.0,7.3,2.6
2008/12/29,6.0,10.7,1.3
2008/12/30,5.7,10.8,1.0
2008/12/31,2.4,4.1,0.5
2009/1/1,0.9,3.1,0.1
2009/1/2,3.5,6.1,0.7
2009/1/3,5.3,7.2,3.3
2009/1/4,5.3,8.2,2.9
2009/1/5,5.1,8.4,1.1
2009/1/6,5.6,8.7,2.6
2009/1/7,3.9,8.1,1.1
2009/1/8,4.0,8.2,-0.9
2009/1/9,5.7,7.2,4.5
2009/1/10,2.9,5.6,-0.2
2009/1/11,1.9,5.7,-0.6
2009/1/12,2.3,5.1,0.6
2009/1/13,0.9,2.7,-0.4
2009/1/14,2.8,7.0,-1.6
2009/1/15,0.8,2.9,-0.6
2009/1/16,2.4,7.2,-1.8
2009/1/17,3.6,7.3,0.6
2009/1/18,3.3,5.9,-0.4
2009/1/19,6.2,9.6,4.7
2009/1/20,4.9,8.1,1.2
2009/1/21,3.4,6.2,0.4
2009/1/22,5.4,7.4,3.1
2009/1/23,7.4,11.1,3.8
2009/1/24,0.8,4.0,-1.2
2009/1/25,2.6,8.1,-1.2
2009/1/26,3.4,7.3,-1.0
2009/1/27,3.4,7.7,-0.2
2009/1/28,3.3,8.3,-1.6
2009/1/29,6.2,11.2,0.4
2009/1/30,9.5,12.3,7.2
2009/1/31,8.8,12.0,6.3
2009/2/1,5.1,6.6,3.8
2009/2/2,4.8,8.3,2.0
2009/2/3,4.1,6.8,0.5
2009/2/4,5.9,9.7,1.9
2009/2/5,5.3,10.0,0.0
2009/2/6,5.9,8.2,1.8
2009/2/7,4.4,8.0,-0.7
2009/2/8,6.0,8.6,0.8
2009/2/9,3.6,6.7,-0.5
2009/2/10,6.0,10.5,2.6
2009/2/11,4.6,10.8,-0.1
2009/2/12,7.4,11.6,4.0
2009/2/13,8.3,11.9,3.6
2009/2/14,10.2,14.2,6.4
2009/2/15,8.3,14.2,2.9
2009/2/16,4.2,9.0,0.2
2009/2/17,0.7,3.9,-1.4
2009/2/18,2.8,6.7,-0.2
2009/2/19,3.5,5.8,1.6
2009/2/20,5.5,8.8,1.6
2009/2/21,2.7,4.5,-0.2
2009/2/22,3.3,6.3,-1.8
2009/2/23,7.3,9.5,3.6
2009/2/24,6.6,8.6,2.8
2009/2/25,8.6,10.4,7.4
2009/2/26,7.3,10.0,5.7
2009/2/27,6.0,7.1,4.6
2009/2/28,8.0,12.4,4.3
2009/3/1,8.3,12.5,6.5
2009/3/2,5.3,7.4,3.5
2009/3/3,3.4,6.0,2.0
2009/3/4,6.7,10.8,3.4
2009/3/5,8.1,14.0,1.4
2009/3/6,9.4,11.5,8.0
2009/3/7,7.3,9.4,5.8
2009/3/8,7.4,11.7,4.2
2009/3/9,7.5,10.6,4.2
2009/3/10,8.5,13.0,5.6
2009/3/11,5.1,7.5,3.5
2009/3/12,5.7,10.0,1.9
2009/3/13,8.3,14.6,2.6
2009/3/14,5.9,14.1,2.0
2009/3/15,6.2,11.3,1.8
2009/3/16,7.7,13.3,1.4
2009/3/17,10.9,17.2,5.2
2009/3/18,12.4,22.0,4.6
2009/3/19,15.1,21.0,10.3
2009/3/20,10.0,15.8,5.4
2009/3/21,8.3,14.0,2.3
2009/3/22,12.4,16.5,8.9
2009/3/23,8.1,10.3,4.9
2009/3/24,6.4,11.7,1.7
2009/3/25,5.7,11.8,2.9
2009/3/26,4.7,8.9,1.7
2009/3/27,5.1,10.2,2.6
2009/3/28,5.8,9.8,2.7
2009/3/29,6.1,9.6,4.4
2009/3/30,7.1,12.1,3.8
2009/3/31,7.7,14.6,1.6
