ダウンロードした時刻：2017/07/24 15:44:29

,神戸,神戸,神戸
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1990/1/1,5.0,9.0,1.6
1990/1/2,5.6,9.3,3.6
1990/1/3,4.0,8.5,0.6
1990/1/4,3.3,8.3,-0.3
1990/1/5,5.8,9.6,1.0
1990/1/6,6.7,9.5,3.7
1990/1/7,4.3,8.1,1.0
1990/1/8,5.4,9.2,1.2
1990/1/9,8.9,12.1,3.7
1990/1/10,11.9,16.2,8.8
1990/1/11,7.1,11.4,4.5
1990/1/12,7.5,11.5,3.8
1990/1/13,5.3,8.4,1.6
1990/1/14,4.1,8.1,0.2
1990/1/15,5.3,8.7,2.1
1990/1/16,4.8,7.8,2.4
1990/1/17,5.7,9.4,2.7
1990/1/18,9.0,13.0,3.4
1990/1/19,8.3,11.9,5.8
1990/1/20,3.5,6.8,1.2
1990/1/21,4.4,8.6,0.5
1990/1/22,4.6,8.2,0.7
1990/1/23,2.1,4.7,-0.7
1990/1/24,-0.9,2.6,-3.1
1990/1/25,-0.6,3.3,-3.9
1990/1/26,0.7,5.0,-2.5
1990/1/27,1.5,5.9,-1.8
1990/1/28,3.9,6.7,-1.5
1990/1/29,7.5,11.1,4.6
1990/1/30,5.7,9.7,2.9
1990/1/31,1.9,3.7,0.4
1990/2/1,2.6,5.0,0.3
1990/2/2,3.9,7.4,-0.1
1990/2/3,4.6,5.7,2.8
1990/2/4,5.4,7.3,3.4
1990/2/5,6.2,10.6,2.7
1990/2/6,5.6,7.7,2.4
1990/2/7,7.9,12.0,5.3
1990/2/8,6.4,10.1,4.6
1990/2/9,6.5,12.1,2.6
1990/2/10,9.4,14.5,1.8
1990/2/11,12.5,15.8,7.8
1990/2/12,7.7,12.1,4.5
1990/2/13,5.9,10.4,2.8
1990/2/14,6.2,8.1,4.1
1990/2/15,8.4,11.1,6.4
1990/2/16,6.8,10.8,4.2
1990/2/17,7.1,12.3,3.2
1990/2/18,9.4,15.2,2.8
1990/2/19,13.1,14.5,10.9
1990/2/20,12.7,15.8,9.4
1990/2/21,10.9,15.7,6.7
1990/2/22,11.8,16.8,5.9
1990/2/23,13.4,14.6,12.4
1990/2/24,11.1,13.9,9.0
1990/2/25,9.2,10.8,7.9
1990/2/26,9.1,11.8,7.3
1990/2/27,7.2,10.9,2.4
1990/2/28,6.6,9.7,1.5
1990/3/1,10.5,12.2,9.5
1990/3/2,9.7,11.6,8.8
1990/3/3,8.8,12.4,6.8
1990/3/4,7.9,12.4,4.1
1990/3/5,7.0,10.9,2.9
1990/3/6,7.5,11.1,2.3
1990/3/7,7.0,12.0,2.1
1990/3/8,3.8,8.5,-0.6
1990/3/9,7.0,12.0,1.3
1990/3/10,9.7,14.5,4.3
1990/3/11,12.2,16.7,6.4
1990/3/12,10.3,14.2,4.2
1990/3/13,7.2,13.8,2.0
1990/3/14,9.2,13.2,2.3
1990/3/15,12.2,17.7,7.6
1990/3/16,9.2,12.7,5.2
1990/3/17,9.1,12.9,4.3
1990/3/18,8.7,12.5,5.6
1990/3/19,8.7,12.7,3.4
1990/3/20,12.3,17.9,7.1
1990/3/21,10.5,16.5,6.1
1990/3/22,11.2,17.6,3.8
1990/3/23,15.3,20.7,9.7
1990/3/24,13.7,17.4,8.6
1990/3/25,7.5,11.2,5.8
1990/3/26,7.9,14.4,4.2
1990/3/27,9.9,14.8,3.4
1990/3/28,9.9,11.8,8.8
1990/3/29,11.0,13.7,9.7
1990/3/30,13.7,18.1,8.3
1990/3/31,13.6,14.5,12.9
1990/4/1,14.8,18.8,11.9
1990/4/2,15.4,22.7,10.3
1990/4/3,16.0,21.1,9.3
1990/4/4,12.4,16.2,6.9
1990/4/5,7.5,10.8,4.8
1990/4/6,11.8,16.8,6.5
1990/4/7,11.9,14.7,8.6
1990/4/8,13.1,15.9,10.9
1990/4/9,13.1,18.5,8.3
1990/4/10,15.5,21.2,11.1
1990/4/11,16.5,24.4,11.6
1990/4/12,17.5,21.7,13.1
1990/4/13,16.2,17.6,14.9
1990/4/14,15.2,19.0,13.1
1990/4/15,12.3,16.1,8.8
1990/4/16,12.2,18.0,7.6
1990/4/17,11.2,16.3,7.3
1990/4/18,9.3,14.0,7.2
1990/4/19,10.8,15.5,4.8
1990/4/20,12.6,16.8,8.7
1990/4/21,14.3,18.0,10.8
1990/4/22,16.3,19.2,13.3
1990/4/23,14.9,18.3,10.9
1990/4/24,12.1,16.8,8.2
1990/4/25,13.2,18.9,6.0
1990/4/26,16.8,21.5,11.7
1990/4/27,18.3,24.4,13.5
1990/4/28,18.6,23.2,15.5
1990/4/29,15.9,21.9,10.8
1990/4/30,13.8,20.3,8.0
1990/5/1,12.7,18.0,7.4
